Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;6.0;14.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;7.0;11.0;4;20.0;
3;1;8.0;12.0;6;20.0;1;8.0;10.0;4;20.0;
4;1;9.0;11.0;6;20.0;1;9.0;10.0;4;20.0;
5;1;10.0;10.0;6;20.0;1;9.0;10.0;4;20.0;
6;1;11.0;10.0;6;20.0;1;10.0;10.0;3;20.0;
7;1;12.0;10.0;6;20.0;2;12.0;10.1999998093;2;21.0;
8;1;13.0;10.0;6;20.3999996185;2;13.0;10.0;2;21.3999996185;
9;2;14.0;10.5;5;21.7264003754;2;14.1199998856;10.1999998093;2;21.7264003754;
10;2;14.7768793106;10.3632001877;5;22.8594274521;2;14.5179204941;10.3632001877;2;22.8494274616;
11;2;15.2867431641;10.9097137451;5;23.8127875328;2;14.8548278809;10.9097137451;2;23.7921946049;
12;2;15.7157554626;11.3658018112;5;24.5981152058;2;15.1376581192;11.3658018112;1;24.5663278103;
13;2;18.3052749634;11.7372808456;5;25.2345055342;2;17.1376571655;11.7372808456;1;25.1909153461;
14;2;20.3052749634;12.0336990356;4;25.7443674803;2;19.1376571655;12.0336990356;1;25.6883610487;
15;2;21.3640708923;12.2662630081;4;26.1502821445;2;20.1662311554;12.2662630081;1;26.0812431574;
16;2;22.3847293854;12.446267128;4;26.3048160076;2;21.1760940552;12.446267128;2;26.2221269608;
17;2;23.4059104919;12.5;4;26.3530313969;3;22.1861190796;12.5;1;26.2560760975;
18;2;24.4276065826;12.5;4;26.4023760557;3;23.1963043213;12.5;1;26.2905418873;
19;2;25.4498119354;12.5;4;26.4528282881;3;24.2066440582;12.5;1;26.3255085945;
20;2;25.9037723541;12.5;4;26.5043625832;3;24.8976516724;12.5;2;26.3609591722;
21;2;25.9269638062;12.5;4;26.5569496155;3;24.9082870483;12.5;2;26.3968753815;
22;2;25.9506263733;12.5;4;26.6105561256;3;24.9190635681;12.5;2;26.4332377911;
23;2;25.9747505188;12.5;5;26.6651450396;3;24.5;12.9299716949;2;26.4700255394;
24;3;25.9993152618;12.5;4;26.72067523;3;24.5;12.9410076141;2;26.5072168112;
25;3;24.0243034363;13.5;5;26.7771017551;3;24.9521656036;12.5;2;26.5447884798;
26;3;23.0496959686;14.5;5;26.8343759775;3;24.9634361267;12.5;2;26.5827163458;
27;3;22.0754699707;15.5;5;26.8924454451;3;24.5;13.2913579941;2;26.6209751368;
28;3;21.101600647;16.5;5;26.9512542486;3;24.9862937927;12.5;2;26.6595385075;
29;3;20.1280651093;17.5;5;27.0107431412;4;24.9978618622;12.5;2;26.6983793974;
30;3;19.1548347473;18.5;5;27.0708494186;4;22.5;13.5;2;26.7374696732;
31;3;18.1818828583;19.5;5;28.1315076351;4;21.5;15.3687343597;3;26.7767804861;
32;3;18.2091789246;20.5;5;28.2426497936;4;20.5;16.3883895874;3;26.8162822723;
33;3;18.2366924286;21.5;5;28.356180191;4;19.5;17.4081420898;3;26.8559447527;
34;4;17.7602806091;22.5;4;28.4720510244;4;18.5;18.4279727936;3;26.8957372904;
35;4;17.5624237061;23.5;5;28.590207696;4;17.5;19.4478683472;3;26.9356285334;
36;4;17.6155929565;24.5;5;28.7105879784;4;17.0;20.4678134918;2;26.9755871296;
37;4;17.6697635651;25.5;5;28.8331227303;4;17.0;21.4877929688;2;28.015581131;
38;4;17.724905014;26.5;7;28.9577351809;4;18.0;22.5077896118;2;28.08557868;
39;4;17.7809810638;27.5;6;29.0843406916;4;19.0;23.5277900696;2;28.1561388969;
40;4;17.8379535675;28.5;6;29.2128466368;4;20.0;24.5477733612;2;28.227222681;
41;4;17.8957805634;29.5;7;30.3431533575;4;21.0;25.5677280426;3;28.2987904549;
42;4;19.9544200897;30.5;7;30.5251529217;4;23.6525821686;25.5677280426;3;28.3708010912;
43;4;20.7473506927;32.5;7;30.710704565;4;24.6644897461;26.5677280426;3;28.4432128668;
44;4;23.2756690979;34.5;9;30.8997098207;4;25.0;27.5677280426;4;28.5159831047;
45;4;22.8130550385;36.5;10;31.0920575857;4;26.6881561279;28.5;4;28.5890686512;
46;4;23.545375824;38.5;11;31.2876235247;4;27.6998977661;28.5;4;28.662425518;
47;4;24.8820285797;39.3889808655;11;31.4862699509;4;28.7115650177;27.5;4;28.7360093594;
48;4;26.5985202789;37.5;10;31.6878453493;4;29.7231502533;27.5;4;28.8097747564;
49;4;27.4290523529;35.5;10;31.8921848536;4;30.2346458435;27.5;4;28.8836765289;
50;4;28.455121994;34.5;10;32.099109292;4;30.2460403442;27.5;5;28.9576692581;
51;4;29.4808254242;33.5;9;32.3084267378;4;30.2573299408;27.5;5;29.03170681;
52;4;30.5061378479;32.5;9;32.5199315548;4;29.5;28.5;6;29.105743289;
53;4;30.7810344696;32.5;10;32.7334048748;4;30.2795581818;27.5;7;29.1797326803;
54;4;29.25;33.5;10;32.9486157894;4;30.2904834747;27.5;7;29.2536290884;
55;4;29.25;34.5;10;33.1653218269;4;30.3012733459;27.5;9;29.3273867369;
56;4;30.25;35.9936141968;10;33.383268714;4;30.3119239807;27.5;9;29.4009599686;
57;4;31.3963871002;35.0294647217;10;33.6021926403;5;30.5;29.5;8;30.4743038416;
58;4;30.5546951294;36.0645332336;11;33.8218207359;5;31.5;30.8879623413;8;30.5673735142;
59;4;31.5491580963;35.0988044739;11;34.041872263;5;31.5;31.9049530029;9;30.660320878;
60;6;31.25;36.0988044739;10;35.2620604038;6;31.7985572815;31.5;7;40.7530962229;
61;6;33.25;36.0988044739;10;35.5220928192;6;32.5265808105;33.5;7;41.2456495762;
62;6;32.784866333;39.0988044739;10;35.7828578949;7;33.8272209167;34.5;4;56.7123330832;
63;6;32.25;40.2276306152;10;36.044059515;7;34.5438804626;36.5;5;59.3579406738;
64;6;31.25;43.0384597778;11;37.5860886574;8;35.3231582642;39.8770294189;4;61.656904459;
65;7;31.7000007629;44.7378234863;10;38.919862628;8;33.8464317322;41.3608818054;4;63.6315696239;
66;7;35.0510025024;39.2321243286;10;40.0786536932;8;34.0200004578;43.0189056396;4;65.3135342598;
67;7;34.127986908;41.529384613;11;41.097033143;8;35.3403549194;44.1320991516;4;66.5903321505;
68;7;35.4183158875;40.9097442627;11;42.858626008;8;35.8861656189;47.2489852905;4;67.553503871;
69;7;38.2586097717;42.3960189819;12;43.5058040619;8;37.0589065552;46.7600784302;4;68.3945960999;
70;7;37.3929901123;44.5296478271;13;44.1604036093;8;33.5599975586;51.7600784302;4;70.1264625788;
71;7;37.4805793762;46.6659011841;15;44.8207931519;8;33.5599975586;56.4221305847;4;70.8424993753;
72;8;36.5684432983;47.6659011841;14;45.4852967262;8;33.5599975586;60.4757957458;5;71.3825385571;
73;8;37.6564865112;46.6659011841;14;46.152215004;9;32.5599975586;64.529045105;6;71.7306286097;
74;8;39.8776092529;45.9312019348;11;46.8198465109;9;32.25365448;68.3760070801;7;71.9637980461;
75;8;37.4065895081;49.9312019348;10;47.4865100384;9;31.2705173492;73.3760070801;8;72.2020103931;
76;8;38.2144622803;51.9312019348;7;48.1505633593;9;30.7273464203;77.3760070801;9;72.4453413486;
77;9;39.2978630066;54.9312019348;6;48.8104233742;9;31.0;79.3760070801;10;72.69384408;
78;9;40.7252349854;54.9312019348;8;49.4645844698;10;30.7608184814;82.3760070801;9;72.9475432634;
79;9;37.8140678406;58.9312019348;8;50.1116307974;10;30.0;86.5124511719;9;74.2064304352;
80;9;36.0351371765;60.9312019348;8;50.7502491474;10;33.0;84.8858947754;9;74.5504572392;
81;9;39.0351371765;59.9312019348;8;51.3792388439;10;33.810256958;84.5536193848;12;74.9050666094;
