Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;2;7.0;14.3000001907;3;21.0;1;6.0;12.0;4;20.0;
2;2;9.0;13.0;3;21.0599999428;1;7.0;11.0;5;20.0;
3;2;11.0;12.0;3;21.1229639053;1;8.0;10.0;6;20.0;
4;2;12.336889267;11.0;3;21.1889609098;2;9.0;10.1999998093;5;21.0;
5;2;13.5350322723;10.0;3;21.2580518723;2;9.19999980927;10.0;5;21.0900000334;
6;2;14.5661239624;10.0;3;21.3302885294;2;10.3269996643;10.0;5;21.1871190071;
7;2;15.5986299515;10.0;3;21.8190145493;2;11.3561353683;10.0;5;21.2917383909;
8;2;16.6385574341;10.1999998093;3;22.2388005257;2;11.3875217438;10.0;5;21.817143321;
9;2;17.6805801392;10.3632001877;3;23.4601941109;2;11.5451431274;10.1999998093;5;22.2793469429;
10;2;18.5570869446;10.9097137451;3;24.5095257759;2;11.683804512;10.3632001877;5;22.6900259256;
11;2;20.5570869446;11.3658018112;2;25.3986660242;2;11.8070077896;10.4951858521;5;23.9506295919;
12;2;22.5570869446;11.7372808456;2;26.1468911171;2;12.1851892471;11.0209560394;5;25.0538563728;
13;2;23.7545146942;12.0336990356;2;26.7767255306;2;14.1851892471;11.4571752548;4;26.0146684647;
14;2;24.8286323547;12.2662630081;2;27.3107893467;2;16.1851882935;11.8107032776;4;26.8543052673;
15;2;25.9069576263;12.446267128;3;27.6016011238;2;17.0562915802;12.0916318893;4;27.5962526798;
16;3;26.9894638062;12.5;2;27.7940778732;2;18.5046653748;12.3113050461;4;28.2632865906;
17;3;28.0760784149;12.5;2;27.9954168797;2;19.6030311584;12.4808797836;4;28.6547400951;
18;3;29.1666793823;12.5;3;28.2052333355;2;20.7089958191;12.5;4;29.0328326225;
19;3;29.6923561096;12.5;3;28.4230215549;2;21.8224239349;12.5;4;29.4347915649;
20;3;29.7903594971;12.5;3;28.6481528282;2;22.8304367065;12.5;5;29.8589887619;
21;3;29.8916683197;12.5;3;28.8798778057;2;22.9576969147;12.5;6;30.3031497002;
22;3;28.25;13.5;4;29.117331028;2;23.0909442902;12.5;7;30.7643566132;
23;3;29.25;12.5;4;29.3595399857;2;23.2293071747;12.5;7;31.2390885353;
24;3;28.25;13.5;4;29.6054382324;2;23.3717269897;12.5;7;31.7232985497;
25;3;27.25;13.5;4;29.8538813591;3;23.5169906616;12.5;6;32.2125329971;
26;3;27.25;14.5;4;30.1036677361;3;23.6637611389;12.5;6;32.7020812035;
27;3;26.5466499329;15.5;4;30.3535604477;3;23.8106231689;12.5;6;33.1871519089;
28;3;25.6591033936;16.5;4;30.6023101807;3;23.9561462402;12.5;6;33.6630582809;
29;3;24.6591033936;15.5;4;30.8486824036;3;24.0989170074;12.5;6;34.1254005432;
30;3;25.25;15.5;4;31.0914797783;3;24.2376213074;12.5;6;34.570227623;
31;3;24.25;14.5;3;31.3295664787;3;24.3710670471;12.5;6;34.9941673279;
32;3;24.25;13.5;3;31.5618891716;3;24.498249054;12.5;6;35.3945169449;
33;3;23.25;13.5;4;31.7874941826;3;24.6183547974;12.5;6;35.7692890167;
34;3;23.25;14.5;4;32.0055427551;3;24.7307853699;12.5;6;36.1172132492;
35;3;25.25;16.5;4;32.2153205872;3;24.8351631165;12.5;6;36.4376983643;
36;3;24.25;18.5;5;32.41624403;3;24.9313087463;12.5;6;36.7307662964;
37;3;24.25;20.5;6;32.6078615189;3;25.0192298889;12.5;7;36.9969644547;
38;3;26.25;21.5;6;32.7898521423;3;25.0990905762;12.5;7;37.2372674942;
39;3;26.25;22.5;7;32.9620194435;3;25.1711807251;12.5;7;37.4529781342;
40;3;27.25;23.5;7;33.1242837906;3;25.2358932495;12.5;7;37.6456279755;
41;3;29.25;22.5;6;33.2766723633;3;25.2936897278;14.5;7;37.8168964386;
42;3;30.25;22.5;6;33.4193067551;3;26.3450698853;17.5;6;38.9685335159;
43;4;31.25;22.5;5;41.5523900986;3;27.3905601501;20.5;6;39.0399999619;
44;5;33.098575592;23.5;5;41.9161949158;3;27.7119998932;23.5;6;39.0811839104;
45;5;34.1542892456;24.5;5;42.25847435;3;27.3999996185;26.5;7;39.1235535145;
46;5;34.2059707642;25.5;7;42.5791978836;3;27.7370662689;27.5;7;39.1671074629;
47;5;34.2537994385;26.5;7;42.8785629272;3;27.3999996185;28.0835533142;7;39.211841464;
48;5;34.2979469299;27.5;8;43.0711688995;3;27.763551712;27.5;7;39.2577478886;
49;5;34.2999992371;28.5;8;43.2461366653;4;27.7773246765;27.5;6;39.3048160076;
50;5;34.2999992371;29.5;8;43.4083013535;4;27.3999996185;28.1524085999;7;39.3530313969;
51;6;34.2999992371;30.5;8;43.5580530167;4;27.8059082031;27.5;7;39.4023760557;
52;7;34.2999992371;31.5;7;43.6958751678;4;27.3999996185;28.2011871338;7;39.4528282881;
53;7;34.2999992371;32.5;7;43.8223218918;4;27.3999996185;28.2264137268;7;39.5043625832;
54;7;34.2999992371;33.5;7;43.9379968643;5;27.8513088226;27.5;6;39.5569496155;
55;7;34.2999992371;34.5;7;45.1800003052;5;27.8670845032;27.5;6;39.6105561256;
56;7;34.8310012817;36.0;7;47.1270771027;5;25.8831672668;28.5;6;39.6651450396;
57;7;37.2571868896;35.3899993896;7;48.0760939121;5;24.3999996185;30.332572937;6;39.72067523;
58;7;37.5942420959;37.6872596741;7;50.9010351896;5;23.5;31.3603382111;7;39.7771017551;
59;7;39.8585472107;41.9097442627;8;51.7935558558;5;24.0331306458;31.5;7;39.8343759775;
60;7;42.998626709;43.0;8;52.6023212671;5;23.5;33.4171867371;7;40.8924454451;
61;7;43.052520752;47.0;8;53.5224449635;5;26.0677337646;31.5;7;40.9912542105;
62;8;44.0999984741;51.0;8;54.4819815159;5;28.0853767395;31.5;9;41.0919270515;
63;8;46.0999984741;52.0;9;55.6065348387;5;28.5;32.5;9;41.1944029331;
64;9;47.0999984741;53.0;8;56.9159296751;5;30.0212554932;31.5;9;42.7525036335;
65;9;45.0999984741;55.2651405334;10;58.4281287193;5;29.8169994354;34.0;9;44.055991292;
66;9;45.0999984741;57.3359146118;10;60.1570678949;5;30.1558437347;35.1582565308;11;45.1409202814;
67;9;45.0999984741;59.4095993042;11;62.1099550724;5;31.142988205;34.3527412415;12;46.0453842878;
68;9;46.0999984741;58.4861946106;11;65.2842234373;5;31.3916893005;34.6129493713;12;46.6570440531;
69;9;46.6218948364;60.0;11;67.6945601702;5;31.5515880585;34.7425422668;13;47.0626125336;
70;9;47.6493492126;63.0;12;72.9812572002;5;31.6486873627;34.783493042;14;47.4454349279;
71;9;50.442741394;64.6999969482;12;77.174836278;5;30.8863372803;35.8260612488;14;47.6974588633;
72;9;52.4664230347;68.2292022705;14;81.150627017;5;31.7870941162;34.8702392578;14;47.9085509777;
73;10;53.9300689697;71.5280761719;14;84.9033423662;5;31.8229598999;34.9160079956;15;48.1239360571;
74;10;54.9524116516;70.8922729492;16;88.2485141754;5;30.8999996185;35.9633483887;15;48.3432664871;
75;12;54.4772071838;73.0;15;91.2425535917;5;30.8999996185;36.6716308594;15;48.5661654472;
76;12;55.2973098755;72.0;15;94.0486631393;5;30.8999996185;36.7830810547;16;48.7922289371;
77;12;54.643081665;74.0;16;96.631963253;5;31.8999996185;35.1143836975;16;49.0210282803;
78;12;57.2412033081;73.0;16;98.9765126705;5;32.0057754517;35.167552948;16;49.252112627;
79;12;58.4306373596;74.0;16;102.008978486;5;30.8999996185;36.2220191956;16;49.4850127697;
80;12;59.6702613831;77.0;17;103.841867447;5;31.8999996185;35.2776947021;16;49.7192442417;
81;12;61.7059326172;80.0;17;106.491244793;5;32.1150817871;35.3344802856;16;49.9543099403;
82;12;65.0788803101;81.0;18;109.08357811;5;30.8999996185;36.3922767639;17;50.1897056103;
83;13;68.0542221069;85.0;17;110.614751697;5;31.8999996185;35.450969696;18;50.4249231815;
84;13;70.9680023193;89.0;19;111.903428793;5;32.2212181091;35.5104293823;19;50.6594538689;
85;13;70.9469146729;93.0;19;112.964967728;5;32.2555160522;35.5705337524;19;50.8927943707;
86;13;69.4450759888;98.0;19;116.081252933;5;32.2891540527;35.6311378479;17;51.1244485378;
87;13;69.5603103638;101.31086731;19;119.038834572;6;32.3220710754;34.0;18;51.3539326191;
88;13;69.6813049316;103.529464722;21;121.810561776;7;30.9187870026;35.0;14;61.5807783604;
89;13;69.8078765869;105.765052795;21;125.39481771;7;31.9469604492;35.0;14;62.3045372963;
90;13;71.9397583008;106.018234253;22;128.88852191;7;32.9743423462;37.0;14;62.9972832203;
91;13;76.54271698;106.018234253;22;131.30410111;7;33.0009078979;38.9366378784;15;63.6555325985;
92;13;79.3660964966;107.018234253;23;133.614238739;7;33.0266189575;39.9971923828;14;64.2768511772;
93;13;80.7232131958;109.0;25;135.778166533;7;33.0514526367;41.057220459;14;65.8598241806;
94;13;81.2568893433;112.0;25;137.693349123;7;34.0754013062;43.1165847778;14;66.4339706898;
95;13;82.5833053589;114.0;25;139.641700029;7;33.0984458923;46.1751441956;14;69.3864123821;
96;13;83.9241485596;116.0;27;141.615992785;7;30.6100006104;49.9327812195;14;71.8746731281;
97;13;85.2783355713;118.0;30;143.60881269;7;31.6100006104;52.5185661316;15;73.9554841518;
98;13;85.2311782837;120.0;30;145.612518787;7;31.2959518433;52.7956848145;15;75.6940439939;
99;13;85.5491333008;122.0;29;147.619218349;7;31.6100006104;53.6365394592;15;76.9816347361;
100;14;85.8723144531;123.531822205;23;164.620768189;7;31.6100006104;53.7986793518;16;78.9469857216;
