Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;6.0;14.0;4;20.0;2;6.0;12.1999998093;3;21.0;
2;1;7.0;13.0;6;20.0;2;7.19999980927;11.0;3;21.0599999428;
3;1;8.0;12.0;5;20.0;2;8.21199989319;10.0;3;21.1229639053;
4;1;9.0;11.0;5;20.0;2;9.22459316254;10.0;3;21.1889609098;
5;1;10.0;10.0;5;20.0;2;9.23779201508;10.0;3;21.2580518723;
6;1;11.0;10.0;5;20.0;2;10.377415657;10.0;3;21.3302885294;
7;1;12.0;10.0;5;20.0;2;11.3990869522;10.0;3;21.4057120085;
8;1;13.0;10.0;5;20.3999996185;2;11.421713829;10.0;3;21.8984082937;
9;1;14.0;10.1999998093;5;20.7264003754;2;11.5695228577;10.1999998093;3;22.3222295046;
10;1;14.3268795013;10.3632001877;5;21.8194274902;2;11.6966686249;10.3632001877;3;22.688400507;
11;1;14.8187427521;10.9097137451;5;22.7316036224;2;11.806520462;10.4951858521;3;23.8809107542;
12;1;15.2292222977;11.3658018112;5;23.4745616913;2;12.164273262;11.0209560394;3;24.9034298658;
13;1;16.8187427521;11.7372808456;5;24.0673980713;2;14.8488111496;11.4571752548;3;25.7698295116;
14;1;17.8187427521;12.0336990356;5;24.5325260162;2;16.8488121033;11.8107032776;3;26.500371933;
15;2;19.8187427521;12.5662631989;4;25.892534256;2;17.9922447205;12.0916318893;3;27.1177392006;
16;2;21.8187427521;12.446267128;4;26.0499999523;2;19.0456504822;12.3113050461;4;27.6441450119;
17;2;23.2912425995;12.5;4;26.1019749641;3;20.1018276215;12.4808797836;3;27.878672123;
18;2;24.3146324158;12.5;5;26.1559499502;3;21.1607131958;12.5;4;28.0836718082;
19;2;25.3389205933;12.5;6;26.2119446993;3;22.2222137451;12.5;4;28.2969486713;
20;2;25.795375824;12.5;7;26.269973278;3;22.4890842438;12.5;4;28.5179448128;
21;2;25.8214874268;12.5;7;26.3300433159;3;22.5553836823;12.5;4;28.7459800243;
22;2;25.8485202789;12.5;7;26.3921557665;3;22.6237945557;12.5;4;28.9802544117;
23;2;25.8764705658;12.5;7;26.4563041925;3;22.6940765381;12.5;4;29.2198557854;
24;2;25.90533638;12.5;8;26.5224741697;3;22.7659568787;12.5;5;29.4637694359;
25;2;23.9351139069;13.5;8;26.5906432867;3;22.8391304016;12.5;5;29.7108941078;
26;2;24.25;13.5;8;26.6607804298;3;22.913269043;12.5;5;29.9600582123;
27;2;25.25;13.6625461578;8;26.7328453064;3;22.9880180359;12.5;5;30.2100424767;
28;2;25.25;13.7129917145;8;26.8067884445;3;23.0630130768;12.5;5;30.4596014023;
29;2;25.25;13.7647514343;8;26.8825509548;4;23.1378803253;12.5;4;30.7074890137;
30;2;25.25;13.8177852631;8;26.9600640535;4;23.2122459412;12.5;4;30.952483654;
31;2;24.1320285797;13.5;8;27.0392494202;4;23.2857456207;12.5;4;31.1934113503;
32;2;24.25;13.5;8;27.120018959;4;21.5;13.5;4;31.429169178;
33;2;23.2040081024;13.5;8;27.2022752762;4;21.5;14.5;4;31.6587438583;
34;2;23.25;13.5;9;27.2859115601;4;21.5;15.5;5;31.8812294006;
35;2;22.25;13.5;9;27.3708124161;4;21.5;15.9406147003;5;32.0958390236;
36;2;21.316865921;14.5;9;27.4568536282;4;22.5;13.9406147003;5;32.3019137383;
37;2;20.3555831909;15.5;9;27.5439035892;4;21.5;13.9406147003;5;32.4989256859;
38;2;19.3947563171;16.5;10;27.6318233013;4;20.7496776581;14.5;5;32.6864795685;
39;2;19.25;18.5;10;27.7204678059;4;19.8059444427;15.5;5;32.8643078804;
40;2;21.25;19.5;10;27.8096864223;4;18.8592910767;16.5;5;34.0322656631;
41;2;21.25;20.5;11;27.8993241787;4;18.9096794128;18.0;5;34.2103190422;
42;2;23.25;21.5;12;27.989222765;4;18.9096794128;20.0;6;34.3787341118;
43;2;24.5951499939;22.5;12;28.079221487;4;19.8120594025;22.0;6;34.5376611948;
44;2;24.25;23.5;11;28.1691586971;4;20.5;24.0;6;34.6873291731;
45;2;26.25;22.5;12;28.258872509;4;21.824344635;26.0;8;34.828029871;
46;2;25.25;23.5;12;28.348202467;4;22.8305683136;27.5;8;34.9601043463;
47;2;26.25;22.5;12;28.4369900227;5;24.8368434906;27.5;8;35.0839333534;
48;2;25.25;23.5;13;28.5250804424;5;25.5;27.5;9;35.1651208401;
49;2;26.25;22.5;12;28.6123232841;5;23.5;29.0825614929;10;35.1864993572;
50;2;25.25;23.5;12;28.6985738277;5;23.5;30.0932502747;10;35.2080165148;
51;2;25.25;22.5;12;28.7836937904;5;23.5;31.1040077209;10;35.2296639681;
52;2;25.25;22.5;12;28.867552042;6;22.75;32.0656433105;9;50.2514331341;
53;2;25.25;22.5;13;28.9500255585;6;23.0878868103;31.5;8;52.0233153105;
54;2;26.25;22.5;13;29.0310001373;6;27.0937957764;31.5;8;52.7446758747;
55;2;25.25;23.5;13;29.110370636;6;30.5297317505;32.5;8;53.3852633238;
56;3;25.25;24.5;13;29.1880412102;6;31.4663600922;34.4052658081;8;53.9475847483;
57;4;24.25;23.5;12;29.2639269829;6;30.5416793823;35.748374939;8;54.4366351366;
58;4;24.1687679291;24.5;12;29.3379516602;6;30.5476837158;37.7048683167;8;54.8590253592;
59;4;23.2020778656;25.5;12;29.4100503922;6;28.1800003052;40.8364601135;9;55.2221930027;
60;4;22.25;24.5;11;29.4801678658;6;27.75;42.8310775757;9;55.5337685347;
61;4;20.25;24.5;10;29.5482587814;6;27.75;44.8311882019;9;55.7074041367;
62;4;19.25;25.5;10;29.6142878532;6;28.0;46.8454055786;10;55.764346242;
63;4;18.25;26.5;10;29.6782283783;9;28.5499992371;48.0115966797;8;55.8218060732;
64;4;17.25;27.5;10;30.7400636673;9;28.5499992371;47.7399978638;8;55.8797565699;
65;4;16.25;28.5;11;32.5797863007;9;28.5499992371;50.0646896362;9;55.938169241;
66;4;18.25;27.5;11;33.2719106674;9;28.5499992371;51.0915603638;9;55.9970146418;
67;4;20.25;27.5;10;33.81356287;10;28.5499992371;52.1186256409;8;57.8205940723;
68;4;21.25;27.5;11;34.0898559093;10;28.8064994812;53.178276062;8;59.3178328276;
69;4;22.25;28.0;12;34.1671074629;10;29.0204982758;54.2418937683;8;60.5342298746;
70;4;23.25;29.0;12;34.211841464;10;30.1968002319;52.3085632324;8;62.5174823999;
71;4;24.25;29.6059207916;12;34.2577478886;10;30.3405151367;54.3773269653;9;64.2095104456;
72;4;25.25;29.6288738251;12;34.3048160076;10;32.9087677002;56.6671676636;9;64.5305193663;
73;4;26.25;29.6524085999;12;34.3530313969;10;34.4500007629;58.4847869873;9;64.8440481424;
74;4;24.5544319153;30.0;12;35.4023760557;10;34.4500007629;59.5211486816;10;65.0589215755;
75;4;24.5655345917;32.0;13;35.5128282309;10;33.4500007629;63.5578536987;11;66.2806942463;
76;4;24.5768871307;34.0;13;35.6273264885;11;32.4500007629;68.3104095459;10;66.5693917274;
77;4;23.5884819031;36.0;13;35.7459105253;11;35.4500007629;66.1331787109;11;66.9078871012;
78;4;22.6003131866;38.0;14;35.8686079979;11;35.4500007629;71.1212234497;11;67.2614283562;
79;5;21.6123752594;40.0;13;35.995433569;11;35.4500007629;75.1966094971;11;67.6303081512;
80;5;20.25;41.0;14;36.1263872385;11;35.4500007629;79.273651123;12;68.0147508383;
81;5;19.25;42.8603363037;15;36.2614533901;11;35.4500007629;82.3523101807;12;68.4148987532;
82;5;18.25;43.8885498047;15;36.4005992413;11;35.4500007629;85.4325408936;11;69.8308005333;
83;5;18.0;44.9171867371;15;36.5437737703;11;36.4500007629;87.9254684448;10;71.2923964262;
