Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;6.0;14.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;13.0;6;20.0;2;7.0;11.3999996185;4;21.0;
3;1;8.0;12.0;6;20.0;2;8.19999980927;10.0;4;21.0399999619;
4;1;9.0;11.0;6;20.0;2;9.20800018311;10.0;2;21.0811839104;
5;2;10.0;10.3000001907;5;21.0;2;9.21623706818;10.0;2;21.1235535145;
6;2;11.4499998093;10.0;4;21.0599999428;2;10.3370656967;10.0;2;21.1671074629;
7;2;12.4770002365;10.0;4;21.1229639053;2;11.3501319885;10.0;2;21.211841464;
8;2;13.5053339005;10.0;4;21.6001901627;2;11.3635520935;10.0;2;21.6698659658;
9;2;14.5400857925;10.1999998093;4;22.0082015991;2;11.5009593964;10.1999998093;2;22.056333065;
10;2;14.9036903381;10.3632001877;4;23.2129787207;2;11.616900444;10.3632001877;2;22.3824131489;
11;2;15.4458408356;10.9097137451;3;24.245090127;2;11.714723587;10.4951858521;2;23.5259389877;
12;2;15.9102916718;11.3658018112;3;25.1164904833;2;12.0577812195;11.0209560394;2;24.4950761795;
13;2;18.4998111725;11.7372808456;3;25.8465604782;2;14.0577812195;11.4571752548;3;25.3036032915;
14;2;20.4998111725;12.0336990356;3;26.4579504728;2;15.6125736237;12.483581543;3;25.9717383385;
15;2;21.6851844788;12.2662630081;3;26.9734284878;2;16.6125736237;12.8070220947;3;26.5221761465;
16;2;22.7551460266;12.446267128;3;27.245682478;2;17.6125736237;13.0711317062;3;26.9772074223;
17;2;23.8292999268;12.5;3;27.4198198318;2;18.6125736237;13.2870588303;3;27.1360633373;
18;2;24.907661438;12.5;4;27.6032464504;2;19.6125736237;13.3544254303;3;27.2613208294;
19;2;25.9902038574;12.5;4;27.7958021164;2;20.6125736237;13.4045286179;3;27.3910908699;
20;2;26.5081100464;12.5;4;27.9972171783;2;21.5;13.6955451965;3;27.5252048969;
21;2;26.5987472534;12.5;4;28.207105875;2;21.5;13.7626028061;5;27.663454771;
22;2;26.6931972504;12.5;4;28.4249610901;2;22.299036026;12.5;4;27.8055913448;
23;2;26.7912330627;12.5;5;28.6501536369;2;22.341676712;12.5;4;27.9513251781;
24;3;26.8925685883;12.5;4;28.8819327354;3;22.3853969574;12.5;3;28.1003279686;
25;3;24.9968700409;13.5;5;29.1194319725;3;22.43009758;12.5;3;28.2522339821;
26;3;24.1037445068;14.5;5;29.3616781235;3;22.4756698608;12.5;3;28.406642437;
27;3;23.2127552032;15.5;5;29.60760355;3;21.5;13.5;3;28.5631217957;
28;3;22.3234214783;16.5;5;29.8560638428;3;21.5;14.5;4;28.7212131023;
29;3;21.4352283478;17.5;5;30.1058568954;3;21.5;15.1048488617;4;28.8804359436;
30;3;20.5476360321;18.5;5;30.3557448387;3;21.5;15.2163047791;4;29.0402932167;
31;3;19.6600856781;19.5;5;31.6044793129;3;21.5;15.3282051086;4;29.2002768517;
32;3;19.7720146179;20.5;4;31.9008252621;3;21.5;15.4401941299;4;29.359875679;
33;3;19.8828716278;21.5;4;33.5625777245;3;21.5;15.5519123077;4;29.5185804367;
34;3;19.0447711945;22.5;4;34.9604843855;3;21.5;15.6630058289;4;29.6758913994;
35;3;18.956571579;23.5;3;35.6264287233;3;21.5;15.7731237411;4;30.8313231468;
36;3;19.1171092987;24.5;3;36.5787138343;3;22.5;15.8819265366;4;31.0344121456;
37;3;19.2752418518;25.5;4;37.3754867315;3;23.5;15.9890880585;4;32.5863847733;
38;3;19.429889679;26.5;6;37.7857298851;3;23.875;16.7890872955;4;33.8741854429;
39;3;19.5800514221;27.5;5;37.6503975391;3;24.1703128815;17.4558906555;4;34.9310394526;
40;3;19.7248401642;28.5;6;37.9795180857;3;24.3962726593;18.0058517456;4;35.7969455719;
41;3;19.8634986877;31.5;8;38.2947528064;3;24.56524086;18.4587192535;4;36.5112438202;
42;3;19.9954166412;34.5;8;38.5951158404;3;25.6893692017;21.2754020691;5;36.8439928293;
43;3;20.1201248169;37.5;8;38.8799504638;3;26.6355514526;23.2754020691;5;37.1370631456;
44;3;20.2373085022;40.5;10;39.1489154994;3;26.7042274475;25.2754020691;5;37.4249833822;
45;3;20.3467903137;43.5;11;39.4019613862;3;24.7042274475;28.2754020691;5;37.706957221;
46;3;20.4485263824;44.5;12;39.6392957568;3;24.7000007629;31.2754020691;6;37.4823064804;
47;3;20.5425853729;45.5;12;39.8613488674;3;24.7000007629;32.5;6;37.7345842123;
48;3;20.6291370392;46.5;12;40.068731308;3;24.7000007629;33.5;6;37.9794070721;
49;4;20.7084369659;47.5;12;40.2621959448;3;24.7000007629;34.5;6;38.2165267467;
50;4;20.780796051;48.5;15;40.4426020384;3;24.7000007629;35.0167808533;6;37.9458093643;
51;4;20.8465805054;49.5;15;40.6108798385;3;24.7000007629;35.1336746216;7;38.1487029791;
52;5;21.9061851501;47.5;10;55.2457268238;3;24.7000007629;35.243637085;7;38.3436785936;
53;5;23.7250003815;47.5;10;56.1924096346;3;24.7000007629;35.3467254639;7;38.5309357643;
54;5;25.7958755493;47.5;11;57.0457947254;3;24.7000007629;35.4430541992;7;38.7107473612;
55;5;26.8602600098;47.5;14;57.8059847951;3;24.7000007629;35.532787323;7;38.8834425211;
56;5;27.918554306;47.5;14;58.4294133782;3;24.7000007629;35.6161460876;8;39.0493947268;
57;5;28.9500007629;47.5;12;58.4109203815;3;24.7000007629;35.6933708191;8;39.2090111971;
58;5;29.9500007629;47.5;13;59.254551053;3;24.7000007629;35.7647399902;8;39.3190867901;
59;5;28.9500007629;48.5;14;59.6852971315;3;24.7000007629;35.7999992371;9;39.3808320761;
60;5;30.9500007629;47.5;10;59.9933393002;3;24.7000007629;35.7999992371;9;39.4446150064;
61;5;32.9500007629;47.5;11;60.1648771763;3;24.7000007629;35.7999992371;10;39.5104228258;
62;5;33.9500007629;47.5;12;60.2212004662;4;23.8299999237;35.2600021362;11;54.5782344341;
63;5;34.9500007629;47.5;13;60.2795591354;4;22.8299999237;37.2600021362;12;55.8480210304;
64;5;35.9500007629;47.5;12;60.3399599791;4;22.8299999237;39.2600021362;12;57.0213432312;
65;6;36.0;47.5;11;60.4024026394;4;22.8299999237;41.2600021362;13;58.0808668137;
66;6;36.0;47.5;14;60.466879487;4;22.8299999237;42.4312515259;15;59.018102169;
67;6;37.0;44.5;14;62.4980435371;4;22.8299999237;43.3450698853;17;61.5743609667;
68;6;34.5219993591;45.5;14;64.1142538786;4;22.8299999237;44.348236084;17;63.6557300091;
69;6;35.9074440002;44.5082702637;15;65.3893208504;5;23.0;45.3592796326;15;80.3279304504;
70;6;37.1842842102;45.8158721924;15;66.9432643652;5;25.0;47.3780975342;16;82.6477069855;
71;6;36.3500022888;45.0;16;67.958550334;5;27.0;49.4037704468;16;84.3662796021;
72;6;34.3500022888;47.0;17;69.7796168327;5;28.0;51.4349212646;16;85.861017704;
73;6;34.3500022888;50.0;17;70.4458613396;5;29.0;52.6845703125;17;87.6794884205;
74;6;34.4000015259;53.0;17;72.0113563538;6;30.0;54.7195968628;16;88.9671769142;
75;6;36.4000015259;54.0;15;72.1148810387;6;30.7999992371;56.7145614624;17;89.4373040199;
76;6;37.4000015259;55.0;14;72.6026084423;6;28.7999992371;59.7145614624;16;89.8423955441;
77;6;36.4000015259;59.0;17;73.0878072977;6;29.7999992371;60.7145614624;16;90.0678846836;
78;6;37.4000015259;59.665145874;17;73.5774261951;6;27.7999992371;63.7145614624;18;90.1885173321;
79;6;36.4000015259;62.7028579712;16;73.9838140011;7;27.7999992371;63.7145614624;17;90.3100471497;
80;6;36.4000015259;65.6128845215;16;74.3787385225;7;25.7999992371;66.7145614624;17;91.4321863651;
81;7;37.4000015259;64.7518463135;18;74.7967705727;7;25.7999992371;70.7145614624;18;92.4146404266;
82;7;37.4000015259;63.9015617371;18;75.2384620905;7;27.7999992371;68.7145614624;18;93.2474501133;
83;7;36.4000015259;66.0624389648;18;75.7041670084;7;24.7999992371;72.7145614624;16;93.9464837313;
84;7;37.4000015259;65.2347869873;19;76.1939940453;7;23.7999992371;76.7145614624;21;94.5303951502;
85;8;37.4000015259;64.4188079834;16;100.236098289;6;21.7999992371;65.5;21;71.1435258389;
86;8;35.4000015259;68.6145401001;16;100.52042532;6;20.0;67.5;22;71.2840074301;
87;8;36.4000015259;69.8218688965;16;101.852511883;6;21.0;67.016494751;23;72.4232130051;
88;8;37.4000015259;72.0404968262;17;102.288474798;6;22.0;67.0261917114;23;72.5908713341;
89;8;37.4000015259;77.2698669434;18;102.767193317;6;22.0;70.0359573364;23;72.7573170662;
90;8;38.4000015259;79.5092544556;20;103.284417033;6;23.0;70.045791626;25;72.9223035574;
91;8;38.4000015259;80.7576446533;19;103.83563447;6;23.0;70.0556869507;25;73.0856016874;
92;8;37.4000015259;85.0138320923;18;104.416090846;6;22.0;70.5;24;73.2469998598;
93;8;38.4000015259;85.9415130615;18;105.02082479;6;23.0;68.5;23;73.4063072205;
94;8;38.026512146;86.2464904785;18;105.644727707;6;23.0;66.5;23;73.563352108;
95;8;35.9938621521;89.556022644;21;106.282631278;6;22.0;70.6580200195;23;73.7179836035;
96;8;36.9644775391;92.2155456543;22;106.929408312;6;23.0;70.6837921143;23;73.8700710535;
97;8;37.9380264282;93.6537399292;22;107.580077529;6;23.0;70.7098464966;23;74.0195049047;
98;8;38.9142227173;95.0903549194;24;108.229916692;6;22.0;73.7361602783;24;74.1661945581;
99;8;39.8928031921;96.5228042603;24;108.874562263;6;23.0;72.7627334595;25;74.3100687265;
100;8;41.8735198975;94.9486923218;26;109.510097742;6;23.0;71.7895355225;25;74.4510742426;
101;8;42.8561706543;93.3658599854;27;110.133111477;6;22.0;73.8165740967;25;74.5891740322;
102;8;42.8405532837;94.7724456787;27;110.740745068;6;23.0;72.8438262939;26;74.724347353;
103;8;44.826499939;93.1669006348;28;111.330693245;6;23.0;71.8712692261;26;74.8565871716;
104;8;45.8138504028;91.5480117798;29;111.901204586;6;22.0;73.8989028931;27;74.9858993292;
105;7;37.4000015259;88.9149169922;29;91.1436510086;7;23.0;72.9266967773;25;96.4538429976;
106;7;39.4000015259;88.267036438;30;91.7027752399;7;26.0;70.9546432495;26;97.3456279039;
107;7;39.4000015259;87.6041183472;30;92.6434710026;7;24.0;73.9827270508;26;98.0435400009;
108;7;38.4000015259;90.0511245728;31;93.5682849884;7;24.0;77.010925293;26;98.6151000261;
109;7;39.4000015259;89.4884872437;32;94.4744586945;7;25.0;77.0392227173;26;99.0795866251;
110;7;39.4000015259;88.9155273438;33;95.3593661785;7;25.0;77.0675964355;27;99.4558335543;
111;7;38.4000015259;91.3316116333;33;96.2205395699;7;24.0;82.5205764771;27;99.5315814018;
112;7;39.4000015259;90.7361221313;33;97.0556993484;7;24.0;85.5602111816;28;99.593565464;
113;7;39.4000015259;90.1284790039;35;97.7692196369;7;24.0;88.5998764038;29;99.6555653811;
114;7;38.4000015259;92.4426345825;37;98.4368133545;7;24.0;91.6395568848;31;99.7175402641;
115;7;39.4000015259;91.7323379517;37;99.0853939056;7;24.0;94.6792221069;31;99.7794488668;
116;8;39.4000015259;91.0170288086;36;99.7125484943;8;24.0;97.7188415527;30;99.8412501812;
117;8;38.4000015259;93.295463562;37;100.316250801;8;26.0;92.2999954224;30;99.9029033184;
118;8;39.4000015259;92.5665359497;39;100.894878864;8;24.0;97.2999954224;31;99.9643672705;
119;8;39.4000015259;91.8292770386;40;101.447212219;8;24.0;100.837188721;32;100.025602102;
120;8;38.4000015259;94.0828552246;40;101.972419262;8;26.0;97.8763809204;32;100.08656764;
121;8;39.4000015259;93.3266296387;40;102.470036507;8;25.0;97.9154052734;33;100.147224665;
122;9;39.4000015259;92.5600891113;40;103.939936638;8;24.0;100.954223633;33;101.207534552;
123;9;39.4000015259;96.782875061;38;104.532294154;8;27.0;98.9928207397;34;101.357459664;
124;9;41.4000015259;97.9947967529;39;105.11831665;8;27.0;100.031173706;34;101.514082074;
125;9;41.4000015259;99.1957550049;40;105.700989127;8;26.0;104.069252014;36;101.677747607;
126;10;40.4000015259;103.385803223;35;122.255609035;8;28.0;102.107040405;39;102.449944258;
127;10;42.4000015259;105.565086365;36;123.544034839;9;27.0;103.287651062;38;103.255438209;
