Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;6.0;14.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;7.0;11.0;5;20.0;
3;1;8.0;12.0;6;20.0;1;8.0;10.0;5;20.0;
4;1;9.0;11.0;6;20.0;1;9.0;10.0;5;20.0;
5;1;10.0;10.0;6;20.0;1;9.0;10.0;5;20.0;
6;1;11.0;10.0;6;20.0;1;10.0;10.0;5;20.0;
7;1;12.0;10.0;6;20.0;1;11.0;10.0;5;20.0;
8;2;13.0;10.3000001907;5;21.3999996185;2;11.0;10.1999998093;4;21.3999996185;
9;2;14.4499998093;10.1999998093;5;21.8264003992;2;11.4200000763;10.1999998093;4;21.7264003754;
10;2;14.8218793869;10.3632001877;5;23.0613274574;2;11.5179204941;10.3632001877;3;21.9903717041;
11;2;15.3775978088;10.9097137451;5;24.1319464445;2;11.597111702;10.4951858521;3;23.0719120502;
12;2;15.8593769073;11.3658018112;5;25.0513429642;2;11.9215736389;11.0209560394;3;23.9749414921;
13;2;18.4488964081;11.7372808456;4;25.8400663137;2;13.9215736389;11.4571752548;4;24.7131726742;
14;2;20.4488964081;12.0336990356;4;26.5219442844;2;15.9215736389;11.8107032776;4;25.3067810535;
15;2;21.7139816284;12.2662630081;4;27.12089324;2;16.94962883;12.0916318893;4;25.7784451246;
16;2;22.8215045929;12.446267128;4;27.4906733036;2;17.9593238831;12.3113050461;4;26.1504684687;
17;2;23.9395446777;12.5;4;27.7773330212;2;18.9691867828;12.4808797836;4;26.2221269608;
18;2;25.0685424805;12.5;5;28.0890238285;2;19.9792118073;12.5;4;26.2560760975;
