Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;6.0;14.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;7.0;11.0;5;20.0;
3;1;8.0;12.0;6;20.0;1;8.0;10.0;5;20.0;
4;1;9.0;11.0;6;20.0;1;9.0;10.0;5;20.0;
5;1;10.0;10.0;6;20.0;1;9.0;10.0;5;20.0;
6;1;11.0;10.0;6;20.0;1;10.0;10.0;5;20.0;
7;1;12.0;10.0;6;20.0;1;11.0;10.0;5;20.0;
8;1;13.0;10.0;6;20.3999996185;1;11.0;10.0;5;20.3999996185;
9;1;14.0;10.1999998093;6;20.7264003754;1;11.1199998856;10.1999998093;4;20.7264003754;
10;2;14.3268795013;10.6632003784;5;22.8194274902;2;11.2179203033;10.5631999969;3;21.9903717041;
11;2;14.8187427521;10.9097137451;5;23.8216036558;2;11.597111702;10.4951858521;3;23.251912117;
12;2;15.2292222977;11.3658018112;5;25.5709462166;2;11.9755735397;11.0209560394;3;24.3759095669;
13;2;17.8187427521;12.1919136047;5;27.0450037718;2;13.9755735397;11.4571752548;4;25.3831470013;
14;2;19.8187427521;12.8766326904;5;28.25116539;2;15.9755735397;11.8107032776;4;26.3015499115;
15;2;20.8187427521;13.4234695435;5;29.2183699608;2;17.2480602264;12.0916318893;4;27.162047863;
16;2;21.8187427521;13.8467197418;5;29.986374259;2;18.3744049072;12.3113050461;4;27.9953861237;
17;2;22.8187427521;14.1661024094;5;30.5969511271;2;19.5226612091;12.4808797836;4;28.6089954376;
18;2;23.8187427521;14.4023637772;6;30.9393253326;2;20.6952724457;12.5;4;29.272726059;
