Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;6.0;14.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;7.0;11.0;5;20.0;
3;1;8.0;12.0;5;20.0;1;8.0;10.0;5;20.0;
4;1;9.0;11.0;5;20.0;1;9.0;10.0;5;20.0;
5;1;10.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
6;1;11.0;10.0;5;20.0;1;10.0;10.0;5;20.0;
7;1;12.0;10.0;5;20.0;1;11.0;10.0;5;20.0;
8;1;13.0;10.0;5;20.3999996185;1;11.0;10.0;5;20.3999996185;
9;1;14.0;10.1999998093;4;20.7264003754;2;12.1199998856;10.3999996185;4;21.7264003754;
10;1;14.3268795013;10.3632001877;4;21.8194274902;2;13.2179203033;10.3632001877;3;21.9903717041;
11;2;14.8187427521;11.2097139359;3;23.7316036224;2;14.2971115112;10.4951858521;3;23.0719120502;
12;2;15.6792221069;11.3658018112;3;24.5045616627;2;14.9215736389;11.0209560394;3;23.9749414921;
13;2;18.268743515;11.7372808456;3;25.1279890537;2;16.9215736389;11.4571752548;4;24.7131726742;
14;2;20.268743515;12.0336990356;3;25.6242921352;2;18.9215736389;11.8107032776;4;25.3067810535;
15;2;21.3100376129;12.2662630081;3;26.0160515308;2;19.94962883;12.0916318893;3;25.7784451246;
16;2;22.3243255615;12.446267128;3;26.1558350325;2;20.9593238831;12.3113050461;3;26.1504684687;
17;2;23.3388690948;12.5;3;26.1887089014;2;21.9691867828;12.4808797836;3;26.2221269608;
18;2;24.3536624908;12.5;4;26.2221269608;2;22.9792118073;12.5;3;26.2560760975;
