Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;6.0;14.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;7.0;11.0;5;20.0;
3;1;8.0;12.0;6;20.0;1;8.0;10.0;5;20.0;
4;1;9.0;11.0;6;20.0;1;9.0;10.0;5;20.0;
5;1;10.0;10.0;6;20.0;2;10.0;10.1999998093;4;21.0;
6;1;11.0;10.0;6;20.0;2;12.0;10.0;4;21.1200000048;
7;1;12.0;10.0;6;20.0;2;14.0;10.0;4;21.2530560493;
8;1;13.0;10.0;6;20.3999996185;2;14.375916481;10.0;4;21.8127820492;
9;1;14.0;10.1999998093;6;20.7264003754;2;14.5438346863;10.1999998093;4;22.3170127869;
10;1;14.3268795013;10.3632001877;6;21.8194274902;2;14.695104599;10.3632001877;4;23.6710497141;
11;1;14.8187427521;10.9097137451;6;22.7316036224;2;15.1013145447;10.9097137451;4;24.8822329044;
12;1;15.2292222977;11.3658018112;6;23.4745616913;2;17.1013145447;11.3658018112;4;25.9660522938;
13;1;16.8187427521;11.7372808456;6;24.0673980713;2;19.1013145447;11.7372808456;5;26.945281744;
14;1;17.8187427521;12.0336990356;6;24.5325260162;2;20.4091930389;12.0336990356;5;27.8456065655;
15;1;18.8187427521;12.2662630081;6;24.892534256;2;21.5397529602;12.2662630081;5;28.692204237;
16;1;19.8187427521;12.446267128;6;25.0;2;22.6857299805;12.446267128;5;29.3392357826;
17;1;20.8187427521;12.5;6;25.0;2;23.8475990295;12.5;5;29.9320087433;
18;1;21.8187427521;12.5;7;25.0;2;25.0254306793;12.5;5;30.576523304;
19;1;22.8187427521;12.5;7;25.0;2;24.5;13.5;5;31.2693214417;
