Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;6.0;14.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;7.0;11.0;5;20.0;
3;2;8.0;12.3000001907;5;21.0;1;8.0;10.0;6;20.0;
4;2;9.30000019073;11.0;5;21.0900000334;1;9.0;10.0;5;20.0;
5;2;10.3269996643;10.0;5;21.1871190071;1;9.0;10.0;5;20.0;
6;2;11.5342035294;10.0;5;21.2917383909;1;10.0;10.0;5;20.0;
7;2;12.5812826157;10.0;4;21.4042263031;1;11.0;10.0;5;20.0;
8;2;13.631901741;10.0;4;21.9389723539;1;11.0;10.0;5;20.3999996185;
9;2;14.6925373077;10.1999998093;4;22.4109756947;1;11.1199998856;10.1999998093;5;20.7264003754;
10;2;15.0849380493;10.3632001877;4;23.7114653587;1;11.2179203033;10.3632001877;5;20.9903717041;
11;2;15.6701593399;10.9097137451;4;24.8527286053;1;11.2971115112;10.4951858521;5;22.0419120789;
12;2;16.1837291718;11.3658018112;4;25.8476524353;1;11.6125736237;11.0209560394;5;22.9143505096;
13;2;18.7732486725;11.7372808456;4;26.7164058685;2;13.6125736237;11.6571750641;4;24.6214065552;
14;2;20.7732486725;12.0336990356;4;27.4822225571;2;15.6125736237;11.8107032776;4;25.3532637358;
15;2;22.14610672;12.2662630081;4;28.168181181;2;16.6059799194;12.0916318893;4;25.9895210266;
16;2;23.2927837372;12.446267128;4;28.6269388199;2;16.7968559265;12.3113050461;4;26.556030035;
17;2;24.4508647919;12.5;4;29.0031633377;2;16.9668083191;12.4808797836;4;26.8558222055;
18;2;25.6201667786;12.5;5;29.4033532143;2;18.9435310364;12.5;4;27.1554293633;
