Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;6.0;14.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;7.0;11.0;4;20.0;
3;1;8.0;12.0;6;20.0;1;8.0;10.0;4;20.0;
4;1;9.0;11.0;6;20.0;1;9.0;10.0;3;20.0;
5;1;10.0;10.0;6;20.0;1;9.0;10.0;3;20.0;
6;1;11.0;10.0;6;20.0;1;10.0;10.0;3;20.0;
7;2;12.0;10.3000001907;5;21.0;1;11.0;10.0;3;20.0;
8;2;13.4499998093;10.0;5;21.4999996424;2;11.0;10.1999998093;2;21.3999996185;
9;2;14.4949998856;10.1999998093;5;21.9353003502;2;11.4200000763;10.1999998093;2;21.7264003754;
10;2;14.8708848953;10.3632001877;5;23.1829590797;2;11.5179204941;10.3632001877;2;21.9903717041;
11;2;15.4323320389;10.9097137451;5;24.267437458;2;11.597111702;10.4951858521;2;23.1019120216;
12;2;15.9203472137;11.3658018112;5;25.2018244267;2;11.9305734634;11.0209560394;2;24.037314415;
13;2;18.5098686218;11.7372808456;5;26.0066431761;2;13.9305734634;11.4571752548;3;24.810367465;
14;2;20.5098686218;12.0336990356;5;26.7056586742;2;15.9305734634;11.8107032776;3;25.4413156509;
15;2;21.7966518402;12.2662630081;5;27.3226804733;2;16.9899902344;12.0916318893;3;25.9528986216;
16;2;22.9123077393;12.446267128;5;27.7113106251;2;18.0116596222;12.3113050461;3;26.3674715757;
17;2;24.0388336182;12.5;5;28.0173821449;2;19.034286499;12.4808797836;3;26.484351635;
18;2;25.1765651703;12.5;6;28.3487696648;2;20.0578784943;12.5;3;26.5662232637;
19;2;26.3256893158;12.5;6;28.7054548264;2;21.08244133;12.5;3;26.6513283253;
20;3;26.9174537659;12.5;5;29.0869145393;2;21.9953994751;12.5;4;26.7396525145;
21;3;27.0891113281;12.5;5;29.4920539856;2;22.0218963623;12.5;5;26.8311642408;
22;3;27.2714233398;12.5;5;29.9191560745;2;22.0493488312;12.5;5;26.9258141518;
23;3;27.4636192322;12.5;6;30.3658571243;2;22.0777435303;12.5;5;27.0235335827;
24;4;27.6646347046;12.5;5;30.8291530609;2;22.1070594788;12.5;6;27.1242339611;
25;4;25.6646347046;13.5;5;31.3054442406;2;22.1372699738;12.5;6;27.2278065681;
26;4;24.6646347046;13.5;5;31.790620327;2;22.1683425903;12.5;6;27.3341217041;
27;4;24.6646347046;14.5;5;32.2801818848;2;22.2002372742;12.5;6;27.4430289268;
28;4;24.5260810852;15.5;5;32.7693967819;2;22.2329082489;12.5;6;27.5543570518;
29;4;23.5260810852;14.5;5;34.2534770966;2;21.5;13.5;5;27.667914629;
30;4;24.5260810852;14.5;5;34.7577650547;2;20.3003749847;13.5;5;27.7834908962;
31;4;26.25;15.5;5;35.2485039234;2;19.3350467682;14.5;5;27.9008569717;
32;4;27.25;17.2424125671;6;35.7218091488;3;18.370256424;15.5;4;28.0197672844;
33;5;27.7412948608;17.5;5;36.1743891239;3;17.4059295654;16.5;4;28.1399610043;
34;5;27.25;18.5;6;36.603628993;3;17.5;15.5;4;28.2611646652;
35;5;27.7701263428;19.5;6;37.0076299906;3;16.4783496857;15.5;4;28.3830943108;
36;5;28.25;18.3320960999;6;37.3852062225;3;15.5149288177;16.5;5;28.5054576397;
37;5;29.7999572754;20.3320960999;6;37.7358429432;3;15.5;15.5;5;28.6279573441;
38;5;30.25;22.3320960999;6;38.059625864;3;15.0;15.5;5;28.7502937317;
39;5;31.25;24.3320960999;6;39.3571505547;3;15.125087738;16.5;5;28.8721673489;
40;5;33.8464813232;27.3320960999;7;39.6694270372;3;15.0;15.5;5;28.9932823181;
41;5;34.7708091736;30.3320960999;8;39.9589600563;3;16.0;15.4966411591;5;29.1133489609;
42;5;35.4949989319;30.5;9;40.2272891998;3;15.0;14.5;5;30.2320871353;
43;5;35.5966796875;31.5;9;40.4760850668;3;16.2696266174;15.5;5;30.3792273998;
44;5;35.5527267456;33.5;9;40.7070763111;3;17.3047676086;16.5;4;30.5251066685;
45;5;35.0946083069;34.4033432007;9;40.8025363684;3;17.6575317383;17.5;4;30.6694791317;
46;5;35.6659851074;33.5813522339;10;40.8875323534;3;17.700843811;18.5;4;30.8121154308;
47;6;35.6871681213;33.6079025269;7;61.9740065336;3;17.3370552063;19.5;4;30.9528053999;
48;6;34.0999984741;36.5818023682;8;63.3219147921;3;19.0;21.5;4;31.0913578272;
49;6;34.0999984741;38.6433410645;8;64.4663321972;3;19.0;23.5;5;31.2276015282;
50;6;34.7537727356;39.6888656616;9;65.4160895348;3;20.3666381836;25.5;5;31.3613860607;
51;6;34.0999984741;42.7162284851;10;66.1910890341;3;21.3768234253;27.5;5;31.4925816059;
52;6;34.8995513916;43.5898666382;11;66.816801548;3;22.3871631622;28.5;6;31.621078968;
53;6;34.8247489929;44.5;11;67.3198416233;4;24.3976516724;27.5;5;31.7467886209;
54;6;34.0999984741;46.7991638184;12;67.6164125204;4;23.9082870483;28.5;7;31.869641304;
55;6;35.7273864746;45.5;12;67.7127302885;4;24.5;28.1984367371;7;31.989585638;
56;6;34.0999984741;48.5;13;70.0348623991;4;25.1669044495;28.2166194916;7;32.1065878868;
57;7;34.0999984741;48.2054023743;12;71.9147360325;4;23.5;29.2350120544;8;32.2206300497;
58;7;32.0999984741;48.9384231567;13;73.4242866039;4;24.9521656036;27.5;8;32.3317095041;
59;7;31.8500003815;51.9807891846;14;74.4866600037;4;25.6995124817;27.5;8;32.4398373365;
60;8;31.8500003815;54.5401992798;13;75.0734183788;4;25.7319526672;27.5;9;32.5450359583;
61;8;32.0;55.0900039673;14;75.4517641068;4;25.277217865;28.3104877472;9;32.6473386288;
62;8;33.0;58.1651916504;14;75.8050272465;4;23.9978618622;28.5;10;32.6983793974;
63;8;34.0;60.8953971863;14;77.0251522064;4;24.5;28.3491897583;10;32.7374696732;
64;8;36.0;64.0176086426;15;77.2820132971;4;25.8212394714;27.5;13;32.7767804861;
65;8;38.0;67.1414108276;14;77.54639256;4;25.833032608;27.5;13;32.8162822723;
66;8;39.0;70.2666015625;15;78.8182172775;4;25.2999992371;28.4081420898;13;32.8559447527;
67;8;42.0;72.5648956299;14;79.137385726;4;25.8567829132;27.5;13;32.8957372904;
68;8;44.2032546997;76.6485214233;16;79.4649498463;4;25.2999992371;28.4478683472;13;32.9356285334;
69;9;45.0;79.3773727417;16;79.800745368;4;25.2999992371;28.4678153992;14;32.9755871296;
70;9;45.0;84.3909759521;18;80.1445689201;4;25.8926753998;27.5;14;33.015581131;
71;9;46.0;88.4923553467;20;80.4961762428;4;25.2999992371;28.5;14;33.0555787086;
72;9;49.0;85.5434799194;21;80.8552776575;4;25.2999992371;28.5277900696;15;33.0955479145;
73;9;48.0;89.63306427;22;81.2215371132;4;25.9286632538;27.5;15;34.4564123154;
74;10;49.0;92.7842559814;22;81.5945677757;5;26.6899986267;30.0;15;36.5938327312;
75;10;51.1999969482;89.9351730347;23;81.9739307165;5;28.0128307343;31.4988651276;15;37.5705385208;
76;10;49.1999969482;93.0855636597;23;82.3591324091;5;28.2783317566;32.8269767761;15;39.8762841225;
77;10;49.1999969482;96.2351760864;24;82.7496225834;5;29.6447067261;33.457233429;14;41.8365225792;
78;10;50.1999969482;95.8837585449;24;83.1447942257;5;30.2234268188;35.0478897095;14;43.4945344925;
79;10;50.1999969482;96.0310745239;24;83.5439829826;5;29.9284267426;36.4849128723;15;45.9039000273;
80;10;51.1999969482;97.1768875122;25;84.9464689493;6;29.9357948303;37.4849128723;14;47.0743709803;
81;10;51.1999969482;98.3210067749;25;85.5914783478;6;29.9707393646;39.0;14;47.8241205215;
