Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;6.0;14.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;7.0;11.0;5;20.0;
3;1;8.0;12.0;6;20.0;1;8.0;10.0;5;20.0;
4;1;9.0;11.0;6;20.0;1;9.0;10.0;5;20.0;
5;1;10.0;10.0;6;20.0;1;9.0;10.0;5;20.0;
6;1;11.0;10.0;6;20.0;1;10.0;10.0;5;20.0;
7;1;12.0;10.0;6;20.0;1;11.0;10.0;5;20.0;
8;1;13.0;10.0;6;20.3999996185;1;11.0;10.0;5;20.3999996185;
9;1;14.0;10.1999998093;6;20.7264003754;1;11.1199998856;10.1999998093;5;20.7264003754;
10;1;14.3268795013;10.3632001877;6;21.8194274902;1;11.2179203033;10.3632001877;4;20.9903717041;
11;1;14.8187427521;10.9097137451;6;22.7316036224;1;11.2971115112;10.4951858521;4;22.0419120789;
12;1;15.2292222977;11.3658018112;6;23.4745616913;1;11.6125736237;11.0209560394;5;22.9143505096;
13;1;16.8187427521;11.7372808456;6;24.0673980713;1;13.2971115112;11.4571752548;5;23.6214065552;
14;1;17.8187427521;12.0336990356;6;24.5325260162;2;15.2971115112;12.0107030869;4;25.1832637787;
15;1;18.8187427521;12.2662630081;6;24.892534256;2;17.2971115112;12.0916318893;4;25.6426100731;
16;1;19.8187427521;12.446267128;6;25.0;2;18.6031112671;12.3113050461;4;26.0019555092;
17;1;20.8187427521;12.5;6;25.0;2;19.6091709137;12.4808797836;4;26.0605818033;
18;1;21.8187427521;12.5;7;25.0;2;20.6152858734;12.5;4;26.0811508894;
19;1;22.8187427521;12.5;7;25.0;2;21.6214561462;12.5;5;26.1018965244;
