Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;6.0;14.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;7.0;11.0;4;20.0;
3;1;8.0;12.0;6;20.0;2;8.0;10.1999998093;3;21.0;
4;1;9.0;11.0;6;20.0;2;9.19999980927;10.0;3;21.1499999762;
5;1;10.0;10.0;6;20.0;2;9.22999954224;10.0;3;21.320775032;
6;1;11.0;10.0;6;20.0;2;10.396232605;10.0;3;21.5146545172;
7;1;12.0;10.0;6;20.0;2;11.4543962479;10.0;3;21.7340574265;
8;1;13.0;10.0;6;20.3999996185;2;11.5202169418;10.0;3;22.3987772465;
9;1;14.0;10.1999998093;6;20.7264003754;2;11.7196331024;10.1999998093;3;23.0250191689;
10;1;14.3268795013;10.3632001877;6;21.8194274902;2;11.9075059891;10.3632001877;3;23.6269192696;
11;1;14.8187427521;10.9097137451;6;22.7316036224;2;12.0880756378;10.4951858521;3;25.1889863014;
12;1;15.2292222977;11.3658018112;6;23.4745616913;2;12.5566959381;11.0209560394;3;26.6547403336;
13;1;16.8187427521;11.7372808456;6;24.0673980713;2;14.5566959381;11.4571752548;3;28.0447769165;
14;1;17.8187427521;12.0336990356;6;24.5325260162;2;16.5566959381;11.8107032776;3;29.3841137886;
15;1;18.8187427521;12.2662630081;5;24.892534256;2;18.1728286743;12.0916318893;3;30.6971588135;
16;1;19.8187427521;12.446267128;5;25.0;2;19.4349384308;12.3113050461;4;32.0037074089;
17;1;20.8187427521;12.5;5;25.0;3;20.7251586914;12.4808797836;3;33.0952863693;
18;1;21.8187427521;12.5;6;25.0;3;19.7251586914;12.5;3;34.2209129333;
19;1;22.8187427521;12.5;7;25.0;3;21.7251586914;12.5;3;35.3992614746;
20;1;23.25;12.5;7;25.0;3;23.6125831604;12.5;3;36.6056528091;
21;1;23.25;12.5;7;25.0;3;24.6125831604;12.5;3;37.8119850159;
22;1;23.25;12.5;7;25.0;3;25.3435955048;12.5;4;38.9891519547;
23;1;23.25;12.5;8;25.0;3;25.6967449188;12.5;4;40.1098012924;
24;1;23.25;12.5;8;25.0;3;26.0329399109;12.5;4;41.1508960724;
25;1;23.25;12.5;8;25.0;3;26.3452682495;12.5;4;42.0955791473;
26;1;23.25;12.5;8;25.0;3;26.6286735535;12.5;4;42.9340190887;
27;1;23.25;12.5;8;25.0;3;26.8802051544;12.5;4;43.6632137299;
28;1;23.25;12.5;8;25.0;3;27.0989646912;12.5;5;44.2859649658;
29;1;23.25;12.5;8;25.0;4;27.2857894897;12.5;4;44.8093929291;
30;1;23.25;12.5;8;25.0;4;27.442817688;12.5;4;45.2433395386;
31;1;23.25;12.5;8;25.0;4;27.5730018616;12.5;4;45.5989456177;
32;1;23.25;12.5;8;25.0;4;27.6796836853;12.5;3;45.8875484467;
33;1;23.25;12.5;8;25.0;4;27.7662639618;12.5;3;46.0;
34;1;23.25;12.5;9;25.0;4;27.7999992371;12.5;3;46.0;
35;1;23.25;12.5;9;25.0;4;27.7999992371;12.5;3;46.0;
36;1;23.25;12.5;9;25.0;4;27.7999992371;12.5;3;46.0;
37;1;23.25;12.5;9;25.0;4;27.7999992371;12.5;3;46.0;
38;1;23.25;12.5;10;25.0;4;27.7999992371;12.5;4;46.0;
39;1;23.25;12.5;10;25.0;4;27.7999992371;12.5;4;46.0;
40;1;23.25;13.5;10;25.0;4;27.7999992371;14.5;4;46.0;
41;1;23.25;14.5;10;25.0;4;27.7999992371;16.5;4;46.0;
42;1;23.25;15.5;11;25.0;4;27.7999992371;18.5;5;46.0;
43;1;23.25;16.5;11;25.0;5;27.7999992371;20.5;4;46.0;
44;1;23.25;17.5;11;25.0;5;27.7999992371;22.5;5;46.0;
45;1;23.25;17.5;11;25.0;5;27.7999992371;22.5;5;46.0;
46;1;23.25;17.5;12;25.0;5;27.7999992371;22.5;5;46.0;
47;1;23.25;17.5;12;25.0;5;27.7999992371;22.5;5;46.0;
48;3;24.25;18.5;10;26.0;5;27.7999992371;22.5;5;46.0;
49;3;25.25;19.5;10;26.0399999619;5;27.7999992371;22.5;5;46.0;
50;3;25.718000412;20.5;11;26.0811839104;5;27.7999992371;22.5;5;46.0;
51;3;25.25;21.5;11;26.1235535145;5;27.7999992371;22.5;6;46.0;
52;3;25.25;22.5;11;26.1671074629;5;27.7999992371;22.5;6;46.0;
53;3;25.7751979828;22.5;12;26.211841464;5;27.7999992371;22.5;6;46.0;
54;3;25.25;23.3482894897;12;26.2577478886;5;27.7999992371;22.5;7;46.0;
55;3;25.8159866333;22.5;12;26.3048160076;5;27.7999992371;22.5;7;46.0;
56;3;25.8371677399;22.5;12;26.3530313969;5;27.7999992371;22.5;8;46.0;
57;3;25.25;23.4471225739;12;27.4023760557;5;27.7999992371;22.5;8;46.0;
58;3;26.25;24.4816627502;13;27.5228283405;5;27.7999992371;22.5;8;46.0;
59;3;27.9037723541;24.5;13;27.6485136747;5;27.7999992371;22.5;8;46.0;
60;3;27.25;26.5;14;27.7795419693;5;25.7999992371;23.5;9;46.0;
61;4;27.25;27.5898647308;13;27.9160085917;5;24.7999992371;24.5;9;48.0499992371;
62;4;27.9747505188;27.5;13;28.0579916239;5;23.7999992371;23.5;11;49.7009754181;
63;4;27.25;29.4749927521;14;28.2055493593;6;23.7999992371;24.5;13;51.0012340546;
64;4;28.0243034363;28.5394115448;14;28.3587173223;6;22.7999992371;24.6872596741;13;52.0069293976;
65;4;27.25;29.607131958;14;29.5846800804;6;21.7999992371;24.6872596741;13;52.6258563995;
66;4;27.7000007629;30.5092773438;14;30.60268116;6;21.7999992371;25.6872596741;13;52.9642505646;
67;4;28.0510005951;31.0658760071;17;31.4473667145;6;21.7999992371;26.6872596741;13;53.0;
68;5;29.2476978302;30.0928878784;16;32.1547179222;6;21.7999992371;27.6872596741;13;53.0;
69;5;28.5187683105;29.9097423553;16;32.6097838879;6;21.5;28.6872596741;14;53.0;
70;5;29.5999984741;30.0;16;32.8963463306;6;19.5;30.6872596741;14;53.0;
71;5;29.6704769135;30.7622528076;16;33.1946485043;6;18.5;32.6872596741;14;53.0;
72;5;29.7199459076;30.8941135406;16;33.5042927265;6;17.5;34.6872596741;14;53.0;
73;5;29.7704696655;31.0322723389;15;33.8247478008;6;16.5;36.6872596741;15;53.0;
74;5;28.5999984741;32.1764984131;14;35.1553449631;7;15.5;38.6872596741;14;53.0;
75;5;29.3477935791;31.1764984131;14;35.5152750015;7;14.5;40.6872596741;14;54.0;
76;5;29.725151062;33.0;14;35.8837864399;7;16.5;40.6872596741;15;54.1499999762;
77;5;28.5999984741;34.0;14;36.2597934008;7;18.5;41.6872596741;14;54.320775032;
78;5;29.5999984741;37.0;14;36.6420856714;8;19.896232605;42.6872596741;15;54.5146545172;
79;5;30.5999984741;40.0;23;37.0293426514;8;20.9543952942;43.6872596741;15;54.7340574265;
80;6;30.5999984741;42.5509490967;15;48.9201513529;8;22.0202178955;44.6872596741;15;54.9814370871;
81;6;31.5999984741;45.5614051819;15;49.9455273151;8;23.0944309235;45.6872596741;16;55.2592060566;
82;6;32.5999984741;48.5719451904;15;50.9294888973;9;24.1777610779;46.6872596741;15;55.5696389675;
83;6;32.5999984741;51.5825614929;17;51.8660428524;9;24.2708911896;47.6872596741;15;55.9147508144;
84;7;32.5999984741;54.3388938904;16;52.7511125803;10;24.3744239807;48.6872596741;14;56.296153307;
85;7;32.5999984741;56.4341545105;16;53.5824376345;10;24.4888458252;49.6872596741;14;56.7148916721;
86;7;32.5999984741;57.7161636353;16;54.3593556881;10;24.6144676208;50.6872596741;14;57.1712703705;
