Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;6.0;14.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;7.0;11.0;4;20.0;
3;1;8.0;12.0;6;20.0;1;8.0;10.0;4;20.0;
4;1;9.0;11.0;6;20.0;1;9.0;10.0;4;20.0;
5;1;10.0;10.0;6;20.0;1;9.0;10.0;4;20.0;
6;1;11.0;10.0;6;20.0;1;10.0;10.0;5;20.0;
7;1;12.0;10.0;6;20.0;2;11.0;10.0;4;20.0;
8;1;13.0;10.0;6;20.3999996185;2;11.0;10.0;5;20.3999996185;
9;1;14.0;10.1999998093;6;20.7264003754;2;11.1199998856;10.1999998093;5;20.7264003754;
10;1;14.3268795013;10.3632001877;6;21.8194274902;2;11.2179203033;10.3632001877;5;20.9903717041;
11;1;14.8187427521;10.9097137451;6;22.7316036224;2;11.2971115112;10.4951858521;5;22.0419120789;
12;2;15.2292222977;11.665802002;5;24.4745616913;2;11.6125736237;11.0209560394;5;22.9143505096;
13;2;17.8187427521;11.7372808456;5;25.1073980331;2;12.6125736237;11.4571752548;5;23.6214065552;
14;2;19.8187427521;12.0336990356;5;25.6137099266;2;13.6125736237;11.8107032776;5;24.1832637787;
15;2;21.3052749634;12.2662630081;5;26.0160877705;2;14.2549791336;12.0916318893;5;24.6226100922;
16;2;22.3243408203;12.446267128;5;26.1671074629;2;14.3867835999;12.3113050461;5;24.9617595673;
17;2;23.3439407349;12.5;5;26.211841464;2;14.488527298;12.4808797836;5;25.0;
18;2;24.3640708923;12.5;6;26.2577478886;2;16.3867835999;12.5;5;25.0;
19;2;25.3847293854;12.5;6;26.3048160076;2;17.3867835999;12.5;5;25.0;
20;3;25.8371677399;12.5;5;26.3530313969;2;18.3867835999;12.5;5;25.0;
21;3;25.25;12.5;5;26.4023760557;2;19.3867835999;12.5;5;25.0;
22;3;25.8810691833;12.5;6;26.4528282881;2;19.5;12.5;5;25.0;
23;3;25.9037723541;12.5;6;26.5043625832;2;19.5;12.5;6;25.0;
24;3;25.9269638062;12.5;6;26.5569496155;2;19.5;12.5;6;25.0;
25;3;23.9506263733;13.5;6;26.6105561256;2;19.5;12.5;6;25.0;
26;3;22.9747505188;14.5;6;26.6651450396;2;19.5;12.5;6;25.0;
27;3;21.9993152618;15.5;6;26.72067523;2;19.5;12.5;6;25.0;
28;3;21.0243034363;16.5;6;27.7771017551;2;19.5;12.5;6;25.0;
29;3;21.0496959686;17.5;6;27.8743759394;2;19.5;12.5;6;25.0;
30;3;21.0754699707;18.5;6;27.9736293554;2;19.5;12.5;6;25.0;
31;3;20.5881328583;19.5;7;28.0748077631;2;19.5;12.5;6;25.0;
32;3;19.6336631775;20.5;7;28.1778506041;2;19.5;12.5;7;25.0;
33;3;18.6800327301;21.5;7;28.2826908827;2;19.5;12.5;8;25.0;
34;4;17.7272109985;22.5;6;28.3892555237;2;19.5;12.5;8;25.0;
35;4;16.9591789246;23.5;6;28.4974658489;2;19.5;12.5;8;25.0;
36;4;17.5738601685;24.5;7;28.6072366238;2;19.5;12.5;8;25.0;
37;4;17.6232566833;25.5;6;28.7184771299;2;19.5;12.5;7;25.0;
38;4;17.6733150482;26.5;6;28.8310912848;2;19.5;12.5;7;25.0;
39;4;17.723991394;27.5;6;28.9449772835;2;19.5;12.5;8;25.0;
40;4;17.7752399445;28.5;6;29.0600290298;3;20.5;13.0;8;26.0;
41;4;17.8270130157;29.5;6;30.17613554;3;21.5;13.0;8;26.0299999714;
42;4;19.8792610168;30.5;7;30.3431814909;3;21.8090000153;12.5;9;26.0605909824;
43;4;21.1826171875;32.5;7;30.5130226612;3;21.5;13.030295372;9;26.091766119;
44;4;23.4808578491;34.5;8;30.6855617762;4;21.0447769165;12.5;8;41.1235172749;
45;4;23.2386302948;36.5;9;30.8606932163;4;19.75;14.5;8;41.9058350325;
46;5;23.545375824;38.5;9;31.0383030176;4;19.75;17.0316848755;8;42.6080833673;
47;5;24.0;38.3889808655;11;31.2182689905;4;19.75;20.0316848755;8;43.2294168472;
48;5;25.5985202789;38.5;11;31.4004608393;4;19.75;22.3309555054;9;43.7723457813;
49;5;26.9048347473;38.4745101929;11;31.5847398043;4;19.75;24.2800579071;9;44.2418682575;
50;5;27.0;38.6597213745;11;31.7709590197;4;20.0;26.2365531921;9;44.644598484;
51;5;29.6851139069;35.1323661804;11;31.9589637518;4;21.0;28.1997756958;10;44.9879771471;
52;5;32.1315345764;32.5;11;33.1485910416;4;22.0;29.2633399963;10;45.2796382904;
53;5;32.4524726868;34.5;11;33.3896698952;5;23.0;30.2542858124;9;45.4332377911;
54;5;33.5106048584;36.1212692261;12;33.6339974403;5;24.0;30.6000003815;9;45.4700255394;
55;5;34.06508255;37.1647834778;12;33.8814131021;6;24.5499992371;32.2762107849;7;60.5072168112;
56;5;33.781036377;37.5;13;34.1317441463;6;25.5499992371;34.2933197021;7;61.2947884798;
57;6;32.677406311;39.5;13;34.3848061562;6;26.5499992371;36.3106040955;7;62.0020908117;
58;7;33.25;41.5;13;35.6404018402;6;27.5499992371;38.3280487061;9;62.6282650232;
59;7;35.3866271973;41.9936141968;14;35.9583216906;6;28.5499992371;40.3456497192;9;63.1758081913;
60;7;34.4606666565;45.0039710999;14;36.2813087702;6;29.5499992371;42.3633880615;10;64.6497057676;
61;7;35.4886283875;45.083946228;14;36.6091990471;6;31.5499992371;42.3812561035;10;65.1865595579;
62;7;35.0019798279;46.0988044739;15;36.9418085814;6;31.5499992371;45.3992347717;12;65.6792294979;
63;8;35.25;44.0988044739;14;39.5834063292;6;31.5499992371;48.4173164368;12;66.1367692947;
64;8;34.7000007629;47.4311294556;13;41.0688383579;6;32.5499992371;48.4354896545;11;66.4742797613;
65;8;38.0510025024;48.9888038635;13;42.3935431242;6;31.5499992371;51.4537315369;11;66.7144491673;
66;8;39.6584892273;48.2860641479;15;43.5930335522;6;31.5499992371;54.3086471558;12;66.9758828878;
67;8;39.4275894165;47.9097442627;15;44.5518035889;6;32.5499992371;53.4289054871;17;67.2598507404;
68;8;40.0556335449;49.0;16;45.3529876471;6;31.5499992371;55.1595306396;18;67.5674631596;
69;8;38.1790313721;50.0;16;47.1760864258;6;31.5499992371;56.30103302;18;67.8996031284;
70;8;38.5999984741;51.0;17;48.0798580647;6;32.5499992371;54.4538192749;16;68.2568509579;
71;8;39.5999984741;53.0;16;49.0057857037;6;31.5499992371;55.6181488037;17;70.8635847569;
72;8;40.6060943604;54.0;18;49.9522116184;6;31.8064994812;57.0038490295;17;73.0995085239;
73;9;39.743938446;58.7011871338;17;50.9172199965;6;32.0205001831;58.3787307739;17;75.0201427937;
74;9;38.7032470703;59.7264137268;17;51.8986381292;6;32.1968002319;59.74584198;17;76.6827666759;
75;9;39.1681060791;56.665145874;19;52.8940421343;6;32.3405151367;61.1079559326;18;77.9626348019;
76;9;38.2859535217;61.4813308716;20;53.9007697105;6;33.4500007629;59.4628143311;19;78.605453968;
77;9;38.408241272;63.4543762207;18;54.9159433842;6;30.4500007629;61.7585105896;20;79.2733221054;
78;10;35.534488678;61.558303833;17;55.9364967346;6;31.4500007629;62.0657348633;21;79.9600567818;
79;10;38.6641235352;59.600856781;16;56.9592152834;7;30.4500007629;61.3816261292;21;80.6584916115;
80;10;37.7964935303;62.6450195312;16;57.9807744026;7;28.4500007629;63.702911377;21;81.3607554436;
81;11;33.7964935303;62.6907730103;14;58.9977940321;7;27.4500007629;66.0259552002;21;82.0586292744;
82;11;33.5999984741;63.7380981445;14;60.0068923235;7;28.4500007629;65.3469696045;21;82.7439527512;
