Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;6.0;14.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;7.0;11.0;5;20.0;
3;1;8.0;12.0;5;20.0;1;8.0;10.0;5;20.0;
4;1;9.0;11.0;5;20.0;1;9.0;10.0;5;20.0;
5;1;10.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
6;1;11.0;10.0;5;20.0;1;10.0;10.0;5;20.0;
7;2;12.0;10.3000001907;4;21.0;1;11.0;10.0;5;20.0;
8;2;13.4499998093;10.0;4;21.3999996185;1;11.0;10.0;5;20.3999996185;
9;2;14.4499998093;10.1999998093;4;21.7264003754;1;11.1199998856;10.1999998093;5;20.7264003754;
10;2;14.7768793106;10.3632001877;3;22.8394274712;1;11.2179203033;10.3632001877;5;20.9903717041;
11;2;15.2777423859;10.9097137451;3;23.7717995644;1;11.2971115112;10.4951858521;5;22.0419120789;
12;2;15.6973104477;11.3658018112;3;24.5351434946;2;11.6125736237;11.2209558487;5;23.9143505096;
13;2;18.2868309021;11.7372808456;3;25.1485489607;2;14.2971115112;11.4571752548;5;24.6714065075;
14;2;20.2868309021;12.0336990356;3;25.6344225407;2;16.2971115112;11.8107032776;5;25.2852387428;
15;2;21.3145961761;12.2662630081;3;26.0153459311;2;17.6277046204;12.0916318893;5;25.7785600424;
16;2;22.3240089417;12.446267128;3;26.1438889503;2;18.6438961029;12.3113050461;5;26.1737042665;
17;2;23.3334922791;12.5;3;26.1651208401;2;19.6606941223;12.4808797836;5;26.269973278;
18;2;24.3430480957;12.5;4;26.1864993572;2;20.6781044006;12.5;4;26.3300433159;
