Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;6.0;14.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;13.0;6;20.0;2;7.0;11.1999998093;4;21.0;
3;1;8.0;12.0;6;20.0;2;8.19999980927;10.0;4;21.0900000334;
4;1;9.0;11.0;6;20.0;2;9.21800041199;10.0;4;21.1871190071;
5;1;10.0;10.0;6;20.0;2;9.23742389679;10.0;4;21.2917383909;
6;2;11.0;10.3000001907;5;21.0;2;10.3875217438;10.0;4;21.4042263031;
7;2;12.4499998093;10.0;5;21.0599999428;2;11.4212675095;10.0;4;21.5249304771;
8;2;13.4770002365;10.0;5;21.5335636139;2;11.4574794769;10.0;4;22.0694183111;
9;2;14.5101041794;10.1999998093;5;21.9377998114;2;11.6208257675;10.1999998093;4;22.5515855551;
10;2;14.8720092773;10.3632001877;5;23.1372920275;2;11.7654762268;10.3632001877;4;22.983014226;
11;2;15.411781311;10.9097137451;5;24.1638869047;2;11.8949041367;10.4951858521;4;24.2738182545;
12;2;15.873749733;11.3658018112;5;25.029558897;2;12.2821455002;11.0209560394;4;25.4089095592;
13;2;18.4632701874;11.7372808456;5;25.7537147999;2;14.2821455002;11.4571752548;5;26.4029755592;
14;2;20.4632701874;12.0336990356;5;26.3590377569;2;16.2821464539;11.8107032776;5;27.276881218;
15;2;21.6406726837;12.2662630081;5;26.8683357239;2;17.5406589508;12.0916318893;5;28.0536293983;
16;2;22.7078533173;12.446267128;5;27.1343436241;2;18.6418800354;12.3113050461;5;28.755402565;
17;2;23.7791976929;12.5;5;27.3022236824;2;19.750667572;12.4808797836;5;29.1808357239;
18;2;24.8547439575;12.5;5;27.4794437885;2;20.8668251038;12.5;5;29.5913586617;
19;2;25.9344921112;12.5;5;27.6659116745;2;21.9899806976;12.5;5;30.0233430862;
20;2;26.4496612549;12.5;6;27.8614320755;2;21.5;13.5;6;30.4742712975;
21;2;26.5376434326;12.5;7;28.0656974316;2;22.5;12.5;6;30.9409928322;
22;2;26.6295642853;12.5;7;28.2782821655;2;23.2822971344;12.5;6;31.4197778702;
23;2;26.725227356;12.5;7;28.4986391068;2;23.4259338379;12.5;6;31.906411171;
24;2;26.8243865967;12.5;7;28.726098299;2;23.5719223022;12.5;6;32.3963236809;
25;2;24.9267444611;13.5;8;28.9598701;3;21.5719223022;13.5;5;32.8847527504;
26;3;24.0319404602;14.5;8;29.1990513802;3;22.5719223022;12.5;5;33.3669252396;
27;3;23.1395721436;15.5;8;29.442636013;3;21.5;13.5;7;33.8382406235;
28;3;22.2491855621;16.5;8;29.6895294189;4;21.5;14.5;6;34.2944498062;
29;3;21.36028862;17.5;9;29.938565731;4;21.5;15.5;6;34.7318048477;
30;3;20.4723548889;18.5;9;30.1885280609;4;21.5;16.5;6;35.1471776962;
31;3;19.5848388672;19.5;9;30.4381728172;4;21.5;17.5;6;35.5381307602;
32;4;18.697177887;20.5;7;39.1862530708;4;20.5;16.5;7;35.9029474258;
33;4;18.8088150024;21.5;7;39.7715439796;4;20.5;16.5;6;37.2406177521;
34;4;18.9191951752;22.5;7;40.3364095688;4;21.5;17.0;6;37.6407898664;
35;4;18.7777900696;23.5;7;41.878390789;4;21.9652366638;16.5;7;38.0208115578;
36;4;20.8840999603;25.2000007629;8;42.425522089;4;21.0501079559;17.5;7;38.3817852736;
37;4;22.987663269;26.2210006714;8;42.946927309;4;20.1270141602;18.5;7;38.7251873016;
38;4;24.0880718231;27.2424144745;9;43.4416153431;4;19.1270141602;17.5;7;39.0527653694;
39;4;23.579366684;28.5;9;43.9090459347;4;19.1270141602;17.5;7;39.3664344549;
40;5;23.8135223389;29.5;8;52.8490880728;4;18.1270141602;16.5;8;39.6681886911;
41;6;27.4281082153;32.5;8;53.6019693613;4;17.5;15.5;8;39.9393253326;
42;6;27.9061431885;35.5;8;54.3117675781;4;18.5;15.5;9;40.0956480503;
43;6;30.5344753265;38.5;9;54.9779179096;4;19.5;15.5;9;40.261295557;
44;7;30.0554618835;41.5;10;55.6004621983;4;20.5;18.5;9;40.4362905025;
45;7;31.1194458008;42.5;11;56.1756291389;4;21.5;21.5;10;40.6205644608;
46;7;32.7714767456;42.5;12;56.5986434221;4;22.5;23.5;11;40.8139474392;
47;7;34.1749992371;40.452671051;11;56.9933080673;4;23.5;25.5;12;41.016159296;
48;7;34.1749992371;40.4778137207;12;57.3603141308;4;23.5;27.5;12;41.2268030643;
49;8;35.8199577332;40.5;11;57.7006306648;4;23.5;27.5;13;41.445360899;
50;8;37.1749992371;38.5;11;59.0154451132;4;23.5;27.5;13;41.6711919308;
51;8;37.4249992371;41.5;11;59.3691482544;4;23.5;27.5;13;41.9035346508;
52;8;39.4249992371;40.5813522339;11;59.646381259;4;23.5;27.5;14;42.141512394;
53;8;40.4249992371;41.6079025269;11;59.9127135277;4;23.5;27.5;14;42.3841423988;
54;8;41.4249992371;42.6346817017;11;60.0637648106;4;23.5;27.5;14;42.6303496361;
55;8;41.1717910767;43.5;11;61.2233098745;4;23.5;27.5;14;42.8789830208;
56;8;42.4749984741;44.5;12;61.4216390848;5;23.5;27.5;13;43.1288366318;
57;9;44.4749984741;45.7162284851;11;61.6295950413;5;23.5;27.5;13;43.3786706924;
58;9;44.4749984741;45.5;13;61.847373724;5;23.5;27.5;13;43.6272368431;
59;9;44.4749984741;47.5;14;63.6485834122;5;23.5;27.5;13;43.8733024597;
60;9;43.0026245117;50.3118743896;14;65.1959197521;5;23.5;27.5;13;44.1156759262;
61;9;44.4233551025;50.3320236206;14;66.5269030333;5;23.5;27.5;14;44.353228569;
62;9;44.6496810913;50.2989196777;14;67.5007910728;5;23.5;27.5;14;45.5849161148;
63;9;44.8921203613;49.5445022583;13;69.144924283;5;24.5;28.5;14;45.8397963047;
64;9;46.0499992371;51.6584396362;14;69.6712030172;5;25.5;29.5;14;46.0876338482;
65;9;48.0280189514;52.6826896667;14;70.199313283;5;25.5;30.5;14;46.3277199268;
66;9;48.5056648254;54.7075042725;15;70.6373419762;5;25.5;31.5;15;46.5594761372;
67;10;49.5334739685;57.7328681946;14;71.0899176598;5;25.5;32.5;16;46.7824548483;
68;10;48.5614128113;58.758769989;14;71.5559517145;5;25.5;32.5;16;46.996337533;
69;10;49.4054260254;60.450340271;17;72.034150362;5;25.5;32.5;16;47.2009277344;
70;10;48.5343399048;61.5149803162;17;72.5230287313;5;25.5;32.5;17;48.8781539202;
71;10;47.8118209839;63.5817108154;18;73.0209296942;5;25.7999992371;33.0;17;50.2834866047;
72;10;47.8001556396;63.6505279541;19;73.526053071;6;25.2306003571;33.3899993896;14;66.4526305199;
73;10;47.8001556396;64.7214050293;20;74.0364891291;6;26.3911209106;34.6872596741;14;68.4735565186;
74;10;48.729850769;64.7943115234;20;74.5502576828;6;27.5112609863;35.9097442627;14;70.0889904499;
75;10;49.5;63.8691902161;23;75.0653518438;6;27.5599994659;37.0;13;71.3753781319;
76;10;48.5;65.9456176758;24;75.5797796249;6;28.5599994659;37.2145614624;14;72.5128594637;
77;10;49.5;65.0246887207;24;76.0916082859;6;29.5599994659;38.2145614624;14;73.3962625265;
78;10;48.8403549194;64.105178833;25;76.5990021229;7;28.5599994659;38.0772209167;12;102.872929811;
79;10;48.8674507141;64.1873474121;25;77.1002578735;8;28.5599994659;41.0772209167;11;107.020421743;
80;10;46.5;65.1795883179;24;77.5938322544;8;29.5599994659;43.8500328064;13;110.373344421;
81;10;47.5;66.2989807129;25;78.0783612728;8;28.5599994659;43.5683631897;12;112.871429443;
82;10;48.5;67.4202880859;25;78.5526738167;8;28.5599994659;44.3609390259;11;114.494522929;
83;10;47.5;66.5433273315;25;79.0157938004;8;28.5599994659;46.2183380127;11;115.483933687;
84;10;47.5;66.6679077148;26;79.4669411182;8;28.5599994659;48.1252937317;13;116.024292231;
85;10;47.9000015259;67.793800354;21;79.9055187702;8;28.5599994659;50.0772209167;9;116.084529161;
86;10;47.9000015259;68.360458374;20;80.3311026096;8;28.5599994659;52.0772209167;8;116.145303011;
