Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;6.0;14.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;7.0;11.0;5;20.0;
3;1;8.0;12.0;5;20.0;1;8.0;10.0;6;20.0;
4;1;9.0;11.0;4;20.0;1;9.0;10.0;6;20.0;
5;1;10.0;10.0;4;20.0;1;9.0;10.0;6;20.0;
6;1;11.0;10.0;4;20.0;1;10.0;10.0;6;20.0;
7;1;12.0;10.0;4;20.0;2;11.0;10.1999998093;5;21.0;
8;1;13.0;10.0;4;20.3999996185;2;11.0;10.0;5;21.5299996138;
9;1;14.0;10.1999998093;4;20.7264003754;2;11.1199998856;10.1999998093;5;22.8178313971;
10;1;14.3268795013;10.3632001877;4;21.8194274902;2;11.462720871;10.7712001801;5;23.9403982162;
11;1;14.8187427521;10.9097137451;4;22.7316036224;2;11.7508029938;11.2513370514;5;25.8512402773;
12;1;15.2292222977;11.3658018112;4;23.4745616913;2;12.2569313049;12.0948867798;5;27.5115662813;
13;1;16.8187427521;11.7372808456;4;24.0673980713;2;14.2569313049;12.797627449;5;28.9280219078;
14;1;17.8187427521;12.0336990356;4;24.5325260162;2;16.2569313049;13.3613300323;5;30.1300888062;
15;1;18.8187427521;12.2662630081;4;24.892534256;2;17.2569313049;13.7992258072;5;31.1591656208;
16;1;19.8187427521;12.446267128;4;25.0;2;17.4783725739;14.1306209564;5;32.0592269897;
17;1;20.8187427521;12.5;4;25.0;2;17.6257896423;14.3763179779;5;32.759376049;
18;1;21.8187427521;12.5;5;25.0;2;20.4783725739;14.5;5;33.2571411133;
19;1;22.8187427521;12.5;6;25.0;2;21.7555141449;14.5;5;33.3996229172;
