Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_EGASSEM;Research_KI_6_SP_EGASSEM;Industry_KI_6_SP_EGASSEM;Ships_KI_6_SP_EGASSEM;Population_KI_6_SP_EGASSEM;
1;1;9.0;10.0;4;20.0;1;6.0;13.3000001907;4;17.0;
2;1;9.0;10.0;5;20.0;1;7.0;12.3000001907;5;17.0;
3;1;9.0;10.0;6;20.0;1;7.55000019073;11.3000001907;5;17.0;
4;1;9.0;10.0;6;20.0;1;7.55000019073;10.3000001907;5;17.0;
5;1;10.0;10.0;6;20.0;1;7.55000019073;9.30000019073;5;17.0;
6;1;11.0;10.0;6;20.0;1;8.55000019073;8.5;5;17.0;
7;1;11.0;10.0;6;20.3999996185;1;8.82499980927;8.5;5;17.0;
8;2;12.1199998856;10.1999998093;5;21.7264003754;1;8.82499980927;8.5;5;17.0;
9;2;13.2179203033;10.3632001877;5;21.9903717041;1;8.82499980927;8.5;5;17.3400001526;
10;2;14.2971115112;10.4951858521;5;23.0619120598;1;8.9015007019;8.67000007629;5;17.6278438568;
11;2;14.9185733795;11.0209560394;5;23.9545464516;1;8.96626472473;8.81392192841;5;17.869726181;
12;2;16.9185733795;11.4571752548;5;24.6819883585;1;9.02068901062;8.93486309052;5;18.786491394;
13;2;18.9185733795;11.8107032776;5;25.2644146681;1;9.22696018219;9.39324569702;6;19.5780620575;
14;2;19.5793247223;12.0916318893;4;25.7245066166;1;11.0206890106;9.78903102875;6;20.2480106354;
15;2;19.7173538208;12.3113050461;4;26.0845712423;1;12.0206890106;10.1240053177;6;20.8052330017;
16;2;19.8253707886;12.4808797836;3;26.1438889503;1;13.0206890106;10.4026165009;6;21.2618598938;
17;2;21.7299499512;12.5;3;26.1651208401;1;14.0206890106;10.6309299469;6;21.6314201355;
18;2;22.7363204956;12.5;2;26.1864993572;1;15.0206890106;10.8157100677;5;21.9274635315;
19;2;23.7427330017;12.5;2;26.2080165148;1;16.0206890106;10.9637317657;5;22.0;
20;2;24.7491874695;12.5;2;26.2296639681;1;16.9500007629;11.0;6;22.0;
21;2;24.8689002991;12.5;4;26.2514331341;1;16.9500007629;11.0;6;22.0;
22;2;24.8754310608;12.5;4;26.2733153105;1;16.9500007629;11.0;6;22.0;
23;2;24.8819942474;12.5;4;26.2953014374;1;16.9500007629;11.0;6;22.0;
24;3;24.888589859;12.5;4;26.3173824549;1;16.9500007629;11.0;6;22.0;
25;3;24.5;12.5;4;26.3395489454;1;16.9500007629;11.0;7;22.0;
26;3;24.9018650055;12.5;3;26.3617914915;1;16.9500007629;11.0;8;22.0;
27;3;24.5;13.044716835;3;26.3841004372;1;16.9500007629;11.0;8;22.0;
28;3;24.5;13.0536403656;3;26.4064661264;1;16.9500007629;11.0;8;22.0;
29;4;24.9219398499;12.5;1;41.428878665;1;16.9500007629;11.0;8;22.0;
30;4;23.5;13.5;1;42.2013280392;1;16.9500007629;11.0;8;22.0;
31;4;25.5;14.0805311203;1;42.8931788206;1;16.9500007629;11.0;9;22.0;
32;4;26.9421424866;14.5;1;43.5035873652;1;16.9500007629;11.0;9;22.0;
33;4;25.9488887787;13.5;1;44.0350670815;1;14.9500007629;12.0;9;22.0;
34;4;25.5;15.1075191498;1;44.4926202297;1;13.9500007629;13.0;8;22.0;
35;4;25.5;16.1165180206;1;44.8828667402;1;12.9500007629;14.0;7;22.0;
36;4;25.9691333771;16.5;2;45.2132540941;1;12.0;15.0;7;22.0;
37;4;24.9758720398;15.5;2;45.4914246798;1;12.0;16.0;7;22.0;
38;4;26.5;18.5;2;45.6310436726;1;12.0;17.0;7;22.0;
39;4;28.5;21.5;2;45.6533719301;1;12.0;18.0;7;22.0;
40;4;27.996011734;24.5;2;45.6756366491;1;12.0;19.0;7;22.0;
41;4;28.0026912689;26.5;2;46.6978281736;1;12.0;20.0;7;22.0;
42;4;29.5;28.5;2;46.7499368191;1;12.0;21.0;6;22.0;
43;4;32.0159797668;29.5;2;46.802544117;1;12.0;22.0;7;22.0;
44;4;33.340763092;30.5;3;46.8556338549;1;12.0;23.0;7;22.0;
45;4;34.3566894531;31.5;3;46.9091887474;1;12.0;24.0;7;22.0;
46;4;34.7357025146;32.5;3;46.9631904364;1;12.0;25.0;8;22.0;
47;4;34.7422065735;32.9623336792;4;47.0176196098;1;12.0;26.0;8;22.0;
48;4;34.5566139221;33.2315635681;5;47.072455883;1;12.0;27.0;9;22.0;
49;4;35.1217384338;32.5;6;47.1276776791;1;12.0;28.0;9;22.0;
50;5;35.1383056641;32.5;5;47.1832625866;1;12.0;29.0;8;22.0;
51;5;34.5871620178;32.5;5;47.2391870022;1;12.0;30.0;9;22.0;
52;5;34.5976524353;33.2654724121;6;47.2954262495;1;13.0;28.0;10;22.0;
53;5;35.1886291504;32.5;6;47.3519548178;1;12.0;29.0;10;22.0;
54;5;35.2055892944;32.5;6;47.4087462425;1;12.0;30.0;9;22.0;
55;5;34.2000007629;33.8634986877;6;47.4657728672;1;13.0;28.0;10;22.0;
56;6;34.7987251282;33.0880126953;6;47.5072168112;1;12.0;29.0;10;22.0;
57;7;34.6521644592;32.5;5;48.5447884798;1;12.0;30.0;9;22.0;
58;7;35.6634368896;33.5;5;50.2281638384;1;13.0;28.0;11;22.0;
59;7;37.1504478455;35.7999992371;5;51.601047039;1;12.0;29.0;12;22.0;
60;7;37.3845558167;37.8510093689;5;52.7086596489;1;12.0;30.0;12;22.0;
61;7;37.8559112549;38.4872589111;6;53.5983111858;1;12.0;31.0;14;22.0;
