Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_EGASSEM;Research_KI_6_SP_EGASSEM;Industry_KI_6_SP_EGASSEM;Ships_KI_6_SP_EGASSEM;Population_KI_6_SP_EGASSEM;
1;1;9.0;10.0;4;20.0;1;6.0;13.3000001907;4;17.0;
2;1;9.0;10.0;5;20.0;1;7.0;12.3000001907;5;17.0;
3;1;9.0;10.0;5;20.0;1;7.55000019073;11.3000001907;5;17.0;
4;1;9.0;10.0;5;20.0;1;7.55000019073;10.3000001907;5;17.0;
5;1;10.0;10.0;5;20.0;1;7.55000019073;9.30000019073;5;17.0;
6;1;11.0;10.0;5;20.0;1;8.55000019073;8.5;5;17.0;
7;1;11.0;10.0;5;20.3999996185;1;8.82499980927;8.5;5;17.0;
8;1;11.1199998856;10.1999998093;5;20.7264003754;1;8.82499980927;8.5;5;17.0;
9;1;11.2179203033;10.3632001877;5;20.9903717041;1;8.82499980927;8.5;5;17.3400001526;
10;2;11.597111702;10.4951858521;4;23.0419120789;1;8.9015007019;8.67000007629;5;17.6278438568;
11;2;11.9125738144;11.0209560394;3;24.0443505049;1;8.96626472473;8.81392192841;5;17.869726181;
12;2;12.2133054733;11.4571752548;3;24.8968375921;1;9.02068901062;8.93486309052;5;18.786491394;
13;2;14.9515733719;11.8107032776;4;25.6209878922;1;9.22696018219;9.39324569702;6;19.5780620575;
14;2;16.9515743256;12.0916318893;4;26.2409451008;1;11.0206890106;9.78903102875;6;20.2480106354;
15;2;18.0980739594;12.3113050461;4;26.7804714441;1;12.0206890106;10.1240053177;6;20.8052330017;
16;2;19.1581878662;12.4808797836;4;27.0402543545;1;13.0206890106;10.4026165009;6;21.2618598938;
17;2;20.2246494293;12.5;4;27.2842636108;1;14.0206890106;10.6309299469;6;21.6314201355;
18;2;21.2978534698;12.5;4;27.5518820286;1;15.0206890106;10.8157100677;6;21.9274635315;
19;2;22.2655639648;12.5;5;27.8440244198;1;16.0206890106;10.9637317657;6;22.0;
20;2;22.3532066345;12.5;5;28.1613030434;1;16.9500007629;11.0;6;22.0;
21;2;22.4483909607;12.5;5;28.5039470196;1;16.9500007629;11.0;6;22.0;
22;2;22.5511837006;12.5;5;28.871723175;1;16.9500007629;11.0;7;22.0;
23;2;22.6615161896;12.5;5;29.263862133;1;16.9500007629;11.0;8;22.0;
24;2;22.7791595459;12.5;5;29.6789975166;1;16.9500007629;11.0;8;22.0;
25;3;22.9036998749;12.5;4;30.1151270866;1;16.9500007629;11.0;8;22.0;
26;3;23.034538269;12.5;4;30.5695996284;1;16.9500007629;11.0;9;22.0;
27;3;21.5;13.5;4;31.0391392708;1;16.9500007629;11.0;9;22.0;
28;3;20.5;13.5;5;31.5199065208;1;16.9500007629;11.0;9;22.0;
29;3;20.4559726715;14.5;5;32.007601738;1;16.9500007629;11.0;9;22.0;
30;3;19.6022796631;15.5;5;32.4976010323;1;16.9500007629;11.0;9;22.0;
31;3;18.7492790222;16.5;5;32.9851250648;1;16.9500007629;11.0;10;22.0;
32;3;17.8955383301;17.5;5;33.465420723;1;16.9500007629;11.0;10;22.0;
33;3;14.8955373764;19.5;6;33.9339466095;1;14.9500007629;12.0;10;22.0;
34;3;14.0;21.5;6;35.3865451813;1;13.9500007629;13.0;10;22.0;
35;3;15.0;24.1000003815;7;35.8695895672;1;12.9500007629;14.0;10;22.0;
36;3;16.0;26.0578346252;7;36.3320641518;1;12.0;15.0;10;22.0;
37;3;18.0;22.0890197754;7;36.7717040777;1;12.0;16.0;10;22.0;
38;3;16.0;24.1214046478;9;37.1869622469;1;12.0;17.0;10;22.0;
39;3;16.0;26.155002594;9;37.576982975;1;12.0;18.0;10;22.0;
40;4;18.0;22.1898193359;8;52.941549778;1;12.0;19.0;11;22.0;
41;4;17.0;25.2258605957;9;54.0310021639;1;12.0;20.0;11;22.0;
42;4;18.0;28.2631282806;9;55.0155168772;1;12.0;21.0;11;22.0;
43;4;20.0;25.301618576;11;55.8954228163;1;12.0;22.0;12;22.0;
44;4;20.0;26.3413200378;11;56.6746686697;1;12.0;23.0;12;22.0;
45;4;20.0;27.3413200378;12;57.3598637581;1;12.0;24.0;13;22.0;
46;4;21.0;30.3413200378;12;57.9593248367;1;12.0;25.0;14;22.0;
47;4;23.0;33.3413200378;14;58.4338064194;1;12.0;26.0;13;22.0;
48;4;20.0;34.3413200378;14;58.7653138638;1;12.0;27.0;15;22.0;
49;4;20.0;36.3413200378;14;58.9600640535;1;12.0;28.0;15;22.0;
50;5;21.0;38.6038742065;13;79.0392494202;2;12.0;29.0;13;39.0;
51;5;23.0;41.651386261;14;80.320019722;2;13.0;30.0;13;40.0200004578;
52;5;25.0;44.699848175;14;81.419875145;2;14.0;30.8000011444;14;40.9173965454;
53;5;27.0;47.7491989136;17;82.343870163;2;15.0;30.8000011444;14;41.6897182465;
54;6;30.0;47.7993812561;16;83.1071462631;2;16.0;30.8000011444;14;42.3415031433;
55;6;31.5;47.8503227234;16;83.7304990292;2;17.0;30.8000011444;15;42.8822822571;
56;6;31.5;49.9019470215;17;84.2365972996;2;18.0;30.8000011444;15;43.3245105743;
57;6;33.5;48.9541778564;17;84.6318233013;2;19.0;30.8000011444;15;43.6818008423;
58;6;34.125;48.0069274902;17;84.7204678059;2;20.0;32.8000030518;15;43.9676094055;
59;6;33.125;50.0601158142;18;84.8096864223;2;21.0;34.8000030518;16;44.0;
60;6;34.125;49.1136474609;18;84.8993241787;2;22.0;36.8000030518;16;44.0;
