Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;11.3999996185;16.0;4;32.0;1;9.0;10.0;4;20.0;
2;1;11.3999996185;16.0;6;32.0;1;9.0;10.0;5;20.0;
3;1;11.3999996185;16.0;6;31.7439994812;1;9.0;10.0;5;20.0;
4;1;11.3487997055;15.8719997406;5;31.5135993958;1;9.0;10.0;5;20.0;
5;1;12.3487997055;15.7567996979;5;31.3062400818;1;10.0;10.0;5;20.0;
6;1;13.3487997055;15.6531200409;5;31.1196155548;1;11.0;10.0;5;20.0;
7;1;14.3358850479;15.5598077774;5;31.0436534882;1;11.0;10.0;5;20.3999996185;
8;1;14.3130960464;15.5218267441;5;30.9752883911;1;11.1199998856;10.1999998093;5;20.7264003754;
9;1;14.2925863266;15.4876441956;5;32.2343444824;1;11.2179203033;10.3632001877;5;20.9903717041;
10;1;16.3130950928;16.1171722412;5;33.1387290955;1;11.2971115112;10.4951858521;5;22.0419120789;
11;2;18.3130950928;16.5693645477;4;34.768787384;2;11.9125738144;11.0209560394;4;23.9143505096;
12;2;20.3130950928;16.884393692;4;35.2424008846;2;12.1743059158;11.4571752548;4;24.6514065266;
13;2;21.6738147736;17.0200004578;5;35.4833329916;2;14.9125738144;11.8107032776;5;25.2438547611;
14;2;22.74609375;17.0200004578;6;35.7690646648;2;16.9125728607;12.0916318893;5;25.7143762112;
15;2;23.8318138123;17.0200004578;7;36.1064212322;2;17.9401035309;12.3113050461;5;26.0852768421;
16;2;24.8319263458;17.0200004578;8;36.502628088;2;18.94962883;12.4808797836;5;26.1558350325;
17;2;24.9507884979;17.0200004578;8;36.9650447369;2;19.9593238831;12.5;5;26.1887089014;
18;2;25.0895137787;17.0200004578;8;37.5007653236;2;20.9691867828;12.5;5;26.2221269608;
19;2;25.2502288818;17.0200004578;8;38.1160626411;2;21.8666381836;12.5;5;26.2560760975;
20;2;25.4348182678;17.0200004578;8;38.8156752586;2;21.8768234253;12.5;5;26.2905418873;
21;2;25.6447029114;17.0200004578;9;39.601957798;2;21.8871631622;12.5;4;26.3255085945;
22;2;25.8805866241;17.0200004578;9;40.4739637375;2;21.8976516724;12.5;4;26.3609591722;
23;2;24.2119998932;18.0200004578;10;41.4265785217;2;21.9082870483;12.5;4;26.3968753815;
24;2;25.2119998932;17.0200004578;10;42.4498720169;2;21.9190635681;12.5;4;26.4332377911;
25;2;24.2119998932;18.0200004578;10;43.5288696289;2;21.5;12.9299716949;4;26.4700255394;
26;2;24.0586605072;19.0200004578;10;44.6439189911;2;21.5;12.9410076141;4;26.5072168112;
27;2;23.0586605072;18.0200004578;10;45.7717599869;2;21.9521656036;12.5;4;26.5447884798;
28;2;23.2119998932;19.0200004578;10;46.8872442245;2;21.9634361267;12.5;4;26.5827163458;
29;2;24.2119998932;20.0200004578;10;47.9654817581;2;21.5;13.2913579941;14;26.6209751368;
30;2;23.2119998932;19.0200004578;10;48.9840641022;2;19.9862918854;13.5;14;26.6595385075;
31;2;23.2119998932;19.0200004578;10;49.9249324799;2;18.9978618622;14.5;14;26.6983793974;
32;2;23.2119998932;20.0200004578;10;50.7755813599;2;18.009513855;15.5;14;26.7374696732;
33;2;23.2119998932;21.0200004578;9;51.52942276;2;17.0212402344;16.5;15;26.7767804861;
34;2;23.2119998932;22.0200004578;10;52.185377121;2;16.033033371;17.5;15;26.8162822723;
35;2;22.6556129456;23.0200004578;11;52.7469081879;2;15.0448846817;18.5;15;26.8559447527;
36;2;21.8240718842;24.0200004578;11;53.2207717896;2;14.5567836761;19.5;15;26.8957372904;
37;2;22.9662322998;23.0200004578;11;53.6157474518;2;14.5687217712;20.5;16;26.9356285334;
38;2;24.0847244263;24.0200004578;12;53.9415378571;3;15.0;19.4678134918;16;26.9755871296;
39;2;25.1824607849;25.0200004578;12;54.2079124451;3;14.5926761627;19.5;16;27.015581131;
40;2;26.2623729706;26.0200004578;13;54.2800006866;3;14.6046743393;20.5;15;27.0555787086;
41;2;27.2840003967;27.0200004578;13;54.2800006866;3;15.0;19.5;16;27.0955479145;
42;2;28.2840003967;27.0200004578;14;54.2800006866;3;14.6286640167;19.5;16;27.135456562;
43;2;29.2840003967;27.0200004578;14;54.2800006866;3;15.0;18.5;17;27.17527318;
44;2;30.2840003967;27.0200004578;16;54.2800006866;3;16.0;17.5876369476;17;27.2149660587;
45;3;28.6767997742;27.0200004578;14;74.2800006866;3;17.0;16.6074829102;17;27.2545039654;
46;3;29.6555995941;28.0200004578;14;75.4800014496;3;18.0;15.6272516251;18;27.293856144;
47;3;30.6555995941;29.0200004578;14;76.4976005554;3;19.6881561279;17.6272525787;18;27.3329925537;
48;3;31.6555995941;29.7982406616;13;77.3379592896;3;20.6998977661;19.6272525787;19;27.3718836308;
49;3;32.6556015015;29.7142047882;13;78.0163345337;3;21.7115650177;21.6272525787;20;27.4105007648;
50;3;33.6556015015;29.6463661194;14;78.5536460876;3;22.2231502533;22.5;20;27.4488155842;
51;3;34.6556015015;29.5926361084;13;78.972694397;3;22.2346439362;22.5;20;27.4868011475;
52;3;35.6556015015;29.5507316589;14;79.2800006866;3;22.2460403442;22.5;21;27.5244314671;
53;3;34.6556015015;30.5200004578;14;79.2800006866;3;22.2573299408;22.5;21;27.5616812706;
54;3;34.6556015015;31.5200004578;14;79.2800006866;3;21.5;23.5;21;27.5985264778;
55;3;34.6556015015;32.5200004578;14;79.2800006866;3;22.2795581818;22.5;21;27.6349442005;
56;3;34.6556015015;33.5200004578;15;79.2800006866;3;22.2904834747;22.5;21;27.6709127426;
57;3;34.6556015015;34.5200004578;15;79.2800006866;3;22.3012733459;22.5;21;27.7064116001;
58;3;34.6556015015;35.5200004578;14;82.1347198486;3;22.3119239807;22.5;21;27.7414214611;
59;3;34.510799408;36.4200019836;14;84.2621841431;4;21.5;23.5;21;27.7759244442;
60;3;33.9891052246;37.341999054;14;85.8191394806;4;21.5;22.5;21;27.8099038601;
61;3;34.168926239;38.2825469971;14;86.5935325623;4;21.5;23.5;21;27.84334445;
62;3;33.3691635132;37.2380523682;16;86.8799991608;4;21.5;23.921672821;22;27.8762321472;
63;3;33.4503936768;37.2200012207;17;86.8799991608;4;22.3628692627;22.5;22;27.9085543156;
64;3;34.4503936768;38.2200012207;18;86.8799991608;4;22.3725662231;22.5;22;27.940299511;
65;3;34.5615997314;39.2200012207;18;86.8799991608;4;21.5;23.5;22;27.9714579582;
66;3;34.5615997314;40.2200012207;19;86.8799991608;4;21.5;23.9857292175;23;28.0;
67;3;34.5615997314;41.2200012207;19;86.8799991608;4;22.3999996185;22.5;23;28.0;
68;3;34.5615997314;42.2200012207;19;86.8799991608;4;22.3999996185;22.5;22;28.0;
69;3;34.5615997314;43.2200012207;19;86.8799991608;4;22.3999996185;22.5;22;29.0;
70;3;32.5615997314;45.2200012207;19;86.8799991608;4;23.3999996185;23.5;22;29.0299999714;
71;3;31.5615997314;47.2200012207;18;86.8799991608;4;24.3999996185;24.5;23;29.0605909824;
72;3;30.5615997314;49.2200012207;21;86.8799991608;4;24.3999996185;25.5;23;29.091766119;
73;4;29.5615997314;51.2200012207;14;104.129999161;5;24.3999996185;26.5;22;29.1235172749;
74;4;30.5999984741;51.2200012207;14;105.466875076;5;24.3999996185;27.5;22;30.2270702124;
75;4;30.5999984741;54.2200012207;15;106.658874512;5;24.7179985046;28.5835342407;22;31.1111679077;
76;4;31.5999984741;57.2200012207;15;107.691555023;5;24.0340003967;29.9959011078;22;31.8102539778;
77;4;33.5999984741;57.2200012207;17;108.563236237;5;24.2123565674;29.3161144257;22;32.360191226;
78;4;34.5999984741;57.2200012207;18;109.282417297;5;24.3458442688;28.9097423553;22;32.6460050344;
79;4;34.5999984741;60.2200012207;18;109.864337921;5;24.3999996185;29.0;12;32.7515599728;
80;5;36.5999984741;60.2200012207;17;110.327625275;5;24.3999996185;29.0;12;32.8572993279;
81;5;35.5999984741;63.2200012207;17;110.691619873;5;24.3999996185;29.0;12;32.9631512165;
82;6;36.5999984741;67.2200012207;17;111.879999161;5;24.3999996185;29.0;15;33.0690437555;
