Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;6.0;14.1000003815;4;23.0;1;11.8999996185;8.625;4;17.25;
2;1;7.0;13.1000003815;6;23.0;1;11.8999996185;8.625;5;17.25;
3;1;8.0;12.1000003815;6;23.0;1;11.8999996185;8.625;5;17.25;
4;2;9.0;11.6999998093;5;24.0;1;11.8999996185;8.625;5;17.25;
5;2;9.80000019073;11.5;5;24.1499999762;1;12.8999996185;8.625;5;17.25;
6;2;10.9450006485;11.5;5;24.320775032;1;13.8999996185;8.625;5;17.25;
7;2;11.9962329865;11.5;5;24.5146545172;1;14.8999996185;8.625;4;17.5949993134;
8;2;12.3543958664;11.5;5;25.209203124;1;15.5569992065;8.79749965668;4;17.8861961365;
9;2;12.5627613068;11.7299995422;5;25.8372550011;2;16.3317184448;8.94309806824;3;19.6667137146;
10;2;12.7511768341;11.9106416702;5;27.4536044598;2;16.8000278473;9.3333568573;2;20.4405961037;
11;2;13.2360811234;12.5274600983;5;28.8882269859;2;18.8000278473;9.6677980423;2;21.1189774275;
12;2;14.9998464584;13.0216779709;5;30.174726963;2;20.8000278473;9.94955635071;2;21.7121870518;
13;2;16.9998474121;13.4066829681;4;31.3539347649;2;21.2000274658;10.1834592819;2;22.2323212624;
14;2;18.9998474121;13.6998376846;4;32.4664516449;2;22.2000274658;10.3752222061;2;22.6919423342;
15;2;20.5348720551;13.9190797806;4;33.3860225677;2;23.2000274658;10.5308046341;3;23.0412415266;
16;2;21.7621917725;14.0;4;34.2269949913;2;24.2000274658;10.625;3;23.2151488066;
17;2;23.0144844055;14.0;5;35.1469092369;2;25.2000274658;10.625;3;23.4025228024;
18;2;24.2904586792;14.0;6;36.1369771957;2;26.2000274658;10.625;3;23.6037294865;
19;2;24.8410930634;14.0;6;37.1836385727;2;26.75;10.625;3;23.8190078735;
20;2;25.155090332;14.0;6;38.2688102722;2;26.75;10.625;3;24.0484457016;
21;2;25.4806423187;14.0;7;39.3707761765;2;26.75;10.625;4;24.2919540405;
22;2;25.8112335205;14.0;7;40.4656934738;2;26.75;10.625;4;24.549243927;
23;3;26.1397075653;14.0;6;41.5295543671;2;27.75;10.625;4;24.8198068142;
24;3;26.4588661194;14.0;6;42.5402727127;2;28.75;10.625;4;25.102899313;
25;3;26.7620811462;14.0;6;43.4795351028;2;29.0617408752;10.625;4;25.3975343704;
26;3;25.0438594818;15.0;6;44.3340778351;2;29.2385215759;10.625;3;25.7024803162;
27;3;24.3002223969;16.0;6;45.0962123871;2;29.4214878082;10.625;3;26.0162696838;
28;3;23.5288639069;17.0;6;45.7636127472;2;29.6097621918;10.625;3;26.3372173309;
29;3;22.7290840149;18.0;5;46.3385124207;2;29.8023300171;10.625;3;26.6634492874;
30;3;21.9015541077;19.0;5;46.8265895844;2;27.8023300171;11.625;3;26.9929418564;
31;3;21.0479774475;20.0;5;47.2357692719;2;26.8023300171;12.625;4;27.3235664368;
