Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;6.0;14.1000003815;4;23.0;1;11.8999996185;8.625;4;17.25;
2;1;7.0;13.1000003815;6;23.0;1;11.8999996185;8.625;4;17.25;
3;1;8.0;12.1000003815;6;23.0;1;11.8999996185;8.625;4;17.25;
4;2;9.0;11.6999998093;5;24.0;1;11.8999996185;8.625;3;17.25;
5;2;9.80000019073;11.5;5;24.1349999905;1;12.8999996185;8.625;3;17.25;
6;2;10.9405002594;11.5;5;24.2866927385;1;13.8999996185;8.625;2;17.25;
7;2;11.9860086441;11.5;5;24.4567073584;1;14.8999996185;8.625;3;17.5949993134;
8;2;12.337012291;11.5;5;25.1212761402;2;15.5569992065;8.79749965668;2;17.8861961365;
9;2;12.5363836288;11.7299995422;5;25.7124599218;2;15.7317180634;8.94309806824;3;18.6667137146;
10;2;12.7137384415;11.9106416702;5;26.1485433578;2;16.2000274658;9.3333568573;4;19.3355960846;
11;2;12.8445634842;12.0;5;27.6783769131;2;17.2000274658;9.6677980423;4;19.8991127014;
12;2;14.8898983002;12.6000003815;5;29.0082688332;2;18.2000274658;9.94955635071;4;20.3669185638;
13;2;16.8898983002;13.0788002014;5;30.1693763733;2;19.2000274658;10.1834592819;4;20.7504444122;
14;2;18.8898983002;13.4505519867;5;31.1991345882;2;19.4502677917;10.3752222061;4;21.0616092682;
15;2;20.2664070129;13.7328653336;5;32.1344952583;2;19.6369667053;10.5308046341;4;21.25;
16;2;21.4205951691;13.943564415;5;32.8102545738;2;19.75;10.625;4;21.25;
17;2;22.5894622803;14.0;6;33.4206638336;2;19.75;10.625;4;21.25;
18;2;23.7725849152;14.0;6;34.0754442215;2;19.75;10.625;4;21.25;
19;2;24.2226333618;14.0;6;34.769536972;2;19.75;10.625;4;21.25;
20;2;24.4308605194;14.0;6;35.4959397316;2;19.75;10.625;4;21.25;
21;2;24.6487808228;14.0;7;36.2458381653;2;21.75;10.625;5;21.25;
22;3;24.8737506866;14.0;6;37.0089216232;2;22.75;10.625;5;21.25;
23;3;25.1026763916;14.0;6;37.7738761902;2;23.75;10.625;6;21.25;
24;3;25.3321628571;14.0;6;38.5290184021;2;24.75;10.625;6;21.25;
25;3;25.5587043762;14.0;6;39.2629947662;2;24.75;10.625;6;21.25;
26;3;23.7788982391;15.0;6;39.9654684067;2;24.75;10.625;6;21.25;
27;3;22.9896392822;16.0;6;40.6277008057;2;24.75;10.625;6;21.25;
28;3;21.9896392822;15.0;6;41.2429599762;2;24.75;10.625;6;21.25;
29;3;20.9896392822;15.0;6;41.8067178726;2;24.75;10.625;6;21.25;
30;3;20.9896392822;16.0;6;42.3166389465;2;24.75;10.625;6;21.25;
31;3;20.6949920654;17.0;6;42.7723894119;2;24.75;10.625;6;21.25;
32;3;19.8317165375;18.0;6;43.1753225327;2;24.75;10.625;6;21.25;
33;3;18.9525966644;19.0;6;43.5281000137;2;24.75;10.625;6;21.25;
34;3;18.6584300995;20.0;7;43.8342990875;2;24.75;10.625;6;21.25;
35;3;18.750289917;21.0;8;44.0980510712;2;24.75;10.625;6;21.25;
36;3;18.8294143677;22.0;8;44.3237380981;2;24.75;10.625;6;21.25;
37;3;19.8971214294;23.5;7;45.5;2;24.75;10.625;6;21.25;
38;3;20.9500007629;24.0;7;45.6299999952;2;24.75;10.625;6;21.25;
39;3;21.2890014648;25.0;8;45.7754310369;2;24.75;11.625;7;21.25;
40;3;21.3326301575;26.0;9;45.9377241135;2;24.75;12.625;7;21.25;
41;3;21.3813171387;27.0;9;46.1183350086;2;24.75;13.625;7;21.25;
42;3;22.4355010986;27.0;10;46.3187118769;2;24.75;14.625;7;21.25;
43;3;22.9500007629;28.0;10;46.5402543545;2;24.75;15.625;7;21.25;
44;3;23.9500007629;29.0;11;46.7842636108;2;24.75;15.625;7;21.25;
45;3;25.6352806091;30.0;12;47.0518820286;2;24.75;15.625;7;21.25;
46;3;26.7155647278;31.0;13;47.3440244198;2;24.75;15.625;6;21.25;
47;3;26.9500007629;31.0;14;47.6613030434;2;24.75;15.625;6;21.25;
48;4;28.8983917236;29.0;14;48.0039470196;2;24.75;15.625;6;21.25;
49;4;30.0011844635;29.0;16;48.371723175;2;24.75;15.625;6;21.25;
50;4;30.5115146637;29.0;16;48.763862133;2;24.75;15.625;6;21.25;
51;4;29.3499984741;30.0;16;49.1789975166;2;24.75;15.625;6;21.25;
52;4;30.3499984741;29.0;16;49.6151270866;2;24.75;15.625;6;21.25;
53;4;30.8845367432;29.0;17;50.0695996284;2;24.75;15.625;7;21.25;
54;4;31.0208778381;29.0;18;51.5391392708;2;24.75;15.625;9;21.25;
55;4;32.1617393494;30.0;17;52.0599064827;2;24.75;15.625;9;21.25;
56;4;31.3499984741;32.0;19;52.5887856483;2;24.75;15.625;9;21.25;
57;4;31.3499984741;34.0;20;53.1211545467;2;24.75;15.625;10;21.25;
58;4;31.6870651245;36.0;20;53.6522325277;2;24.75;15.625;10;21.25;
59;4;32.3499984741;35.0;20;54.177262187;2;24.75;15.625;10;21.25;
60;4;33.7135505676;34.0;21;54.6916944981;2;24.75;15.625;11;21.25;
61;4;34.4075088501;34.0;22;55.1913611889;2;24.75;15.625;11;21.25;
62;4;34.1659622192;34.6524085999;22;55.6726210117;2;24.75;15.625;12;21.25;
63;5;34.7017860413;34.0;22;58.2522121668;3;24.75;15.625;12;22.046875;
64;5;35.0437889099;35.4197921753;22;60.4107477665;3;25.2281265259;16.0234375;12;22.6979465485;
65;5;33.9263534546;36.2291984558;23;62.2035752535;4;26.6187667847;17.3489723206;11;24.2204647064;
66;5;33.2769851685;37.6162643433;23;63.6926528215;4;27.9322776794;18.6102333069;11;24.6086803675;
67;5;34.5480766296;35.8922767639;23;64.7371051311;4;28.765209198;19.8168411255;11;24.9090926051;
68;5;35.1500396729;36.9145584106;23;65.3413306475;4;28.9454555511;20.9782962799;11;24.9322500229;
69;5;36.731262207;36.0;24;65.9024507999;4;28.9593505859;22.0;11;24.9140250087;
70;6;35.765045166;37.0;23;66.4206860065;4;28.9484157562;22.0;13;24.8976225257;
