Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;6.0;14.1000003815;4;23.0;1;11.8999996185;8.625;4;17.25;
2;1;7.0;13.1000003815;6;23.0;1;11.8999996185;8.625;5;17.25;
3;1;8.0;12.1000003815;6;23.0;1;11.8999996185;8.625;5;17.25;
4;1;9.0;11.5;6;23.0;1;11.8999996185;8.625;5;17.25;
5;1;9.60000038147;11.5;6;23.0;2;13.5;8.625;3;18.25;
6;1;10.6000003815;11.5;6;23.0;2;14.5;8.625;3;18.3624999523;
7;1;11.6000003815;11.5;6;23.0;2;15.5674991608;8.625;3;18.8425289392;
8;1;11.8999996185;11.5;6;23.4599990845;2;16.3055171967;8.79749965668;3;19.2834601402;
9;1;12.0380001068;11.7299995422;6;23.8212833405;2;16.5700759888;8.94309806824;3;20.2715096474;
10;2;12.1463851929;12.1106414795;5;25.0;2;17.1629047394;9.3333568573;3;21.1754176617;
11;2;12.5000009537;12.0;5;26.2200007439;2;19.1629047394;9.6677980423;3;22.0040557384;
12;2;14.4523849487;12.6000003815;5;27.1977963448;2;21.1629047394;9.94955635071;3;22.7696070671;
13;2;16.4523849487;13.0788002014;5;27.9616857767;2;22.6416397095;10.1834592819;3;23.485840559;
14;2;18.4523849487;13.4505519867;5;28.5468815565;2;23.8412647247;10.3752222061;3;24.1666834354;
15;2;19.4707298279;13.7328653336;5;28.9890253544;2;25.0630722046;10.5308046341;4;24.7632339001;
16;2;20.4769535065;13.943564415;5;29.1228116751;2;26.3079681396;10.625;4;25.210706234;
17;2;21.4832286835;14.0;6;29.1438889503;2;27.5764503479;10.625;4;25.6974492073;
18;2;22.4895515442;14.0;6;29.1651208401;2;28.8684959412;10.625;4;26.2223615646;
19;3;22.7495365143;14.0;5;29.1864993572;2;29.733417511;10.625;4;26.7831263542;
20;3;22.7559490204;14.0;5;29.2080165148;2;30.0698757172;10.625;4;27.3761043549;
21;3;22.7624053955;14.0;5;29.2296639681;2;30.4256629944;10.625;5;27.9963049889;
22;3;22.7688980103;14.0;6;29.2514331341;2;30.7977828979;10.625;5;28.6374530792;
23;3;22.775428772;14.0;6;29.2733153105;2;31.182472229;10.625;4;29.2921695709;
24;3;22.781993866;14.0;6;29.2953014374;3;31.575302124;10.625;4;29.9522571564;
25;3;22.7885894775;14.0;6;29.3173824549;3;31.9713554382;10.625;4;30.6090812683;
26;3;22.7952136993;14.0;6;29.3395489454;3;32.365447998;10.625;4;31.2540082932;
27;3;22.801864624;14.0;6;29.3617914915;3;32.7524032593;10.625;4;31.8788576126;
28;3;22.3999996185;14.6808958054;6;30.3841004372;3;33.1273155212;10.625;4;32.4763212204;
29;3;23.3999996185;15.1920499802;6;30.4464660883;3;33.4857940674;10.625;4;33.0402956009;
30;3;22.8219394684;15.0;6;30.5100625753;3;33.8241767883;10.625;4;33.5661077499;
31;3;22.1530170441;16.0;6;30.5748815536;3;34.1396636963;10.625;4;34.0506105423;
