Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;6.0;14.1000003815;4;23.0;1;11.8999996185;8.625;4;17.25;
2;1;7.0;13.1000003815;6;23.0;1;11.8999996185;8.625;5;17.25;
3;1;8.0;12.1000003815;6;23.0;1;11.8999996185;8.625;5;17.25;
4;1;9.0;11.5;6;23.0;1;11.8999996185;8.625;5;17.25;
5;1;9.60000038147;11.5;6;23.0;1;12.8999996185;8.625;5;17.25;
6;1;10.6000003815;11.5;6;23.0;1;13.8999996185;8.625;5;17.25;
7;1;11.6000003815;11.5;6;23.0;1;14.8999996185;8.625;5;17.5949993134;
8;1;11.8999996185;11.5;6;23.4599990845;1;15.5569992065;8.79749965668;5;17.8861961365;
9;2;12.0380001068;11.9299993515;5;24.8212833405;1;15.7317180634;8.94309806824;5;18.6667137146;
10;2;12.4463853836;11.9106416702;5;25.1599999666;2;16.8000278473;9.3333568573;4;20.3355960846;
11;2;12.5480003357;12.0;5;26.5901447535;2;18.8000278473;9.6677980423;4;20.9566127062;
12;2;14.5634279251;12.6000003815;5;27.8203495741;2;20.8000278473;9.94955635071;3;21.4846167564;
13;2;16.5634288788;13.0788002014;5;28.8853831291;2;21.8706474304;10.1834592819;3;21.9310947657;
14;2;18.5634288788;13.4505519867;5;29.8273348808;2;22.908416748;10.3752222061;3;22.3080141544;
15;2;19.8548660278;13.7328653336;5;30.6888980865;2;23.9478702545;10.5308046341;4;22.5650019646;
16;2;20.9869155884;13.943564415;5;31.3116416931;2;24.9890289307;10.625;4;22.6364723444;
17;2;22.1398773193;14.0;5;31.8974168301;2;26.0319099426;10.625;4;22.7108361721;
18;2;23.3156108856;14.0;5;32.563975811;2;27.0765285492;10.625;4;22.78810215;
19;2;23.7691917419;14.0;7;33.3141121864;2;27.6728610992;10.625;4;22.8682664633;
20;2;23.9942321777;14.0;7;34.1476778984;2;27.7209606171;10.625;4;22.9513115883;
21;2;24.2443027496;14.0;8;35.0607509613;2;27.7707862854;10.625;5;23.0372054577;
22;2;24.5182247162;14.0;8;36.0449666977;2;27.8223228455;10.625;4;23.1259007454;
23;2;24.8134899139;14.0;8;37.0871944427;2;27.8755397797;10.625;4;23.2173340321;
24;2;25.1261577606;14.0;9;38.1697340012;3;27.9304008484;10.625;3;23.3114249706;
25;2;25.450920105;14.0;9;39.2711429596;3;27.9868545532;10.625;3;23.4080765247;
26;2;23.7813415527;15.0;9;40.3676967621;3;28.0448455811;10.625;3;23.5071737766;
27;2;23.1103096008;16.0;9;41.4353141785;3;28.1043052673;10.625;3;23.6085846424;
28;2;22.4305934906;17.0;10;42.4516534805;3;28.1651496887;10.625;3;23.7121598721;
29;2;21.735496521;18.0;10;43.3979978561;3;28.2272949219;10.625;3;23.8177332878;
30;2;21.0193996429;19.0;10;44.2605934143;3;28.2906398773;10.625;3;23.9251227379;
31;2;20.2781772614;20.0;10;45.03125;3;28.3550739288;10.625;4;24.0341308117;
