Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;6.0;14.1000003815;4;23.0;1;11.8999996185;8.625;4;17.25;
2;1;7.0;13.1000003815;6;23.0;1;11.8999996185;8.625;5;17.25;
3;2;8.0;12.3000001907;5;24.0;1;11.8999996185;8.625;5;17.25;
4;2;9.19999980927;11.5;5;24.0824999809;1;11.8999996185;8.625;5;17.25;
5;2;9.81650066376;11.5;5;24.1709132195;1;12.8999996185;8.625;5;17.25;
6;2;10.9512739182;11.5;5;24.2655123472;1;13.8999996185;8.625;5;17.25;
7;2;11.9796543121;11.5;5;24.3665570021;2;15.5;8.625;4;18.5949993134;
8;2;12.309967041;11.5;5;24.9479533434;2;16.156999588;8.79749965668;4;18.8861961365;
9;2;12.4843864441;11.7299995422;5;25.4396128654;2;16.3317184448;8.94309806824;4;19.7067136765;
10;2;12.6318836212;11.9106416702;5;25.7580183744;2;16.8240280151;9.3333568573;4;20.416779995;
11;2;12.7274065018;12.0;5;27.1600502729;2;18.8240280151;9.6677980423;4;21.0226662159;
12;2;14.7343997955;12.6000003815;5;28.3389384747;2;20.8240280151;9.94955635071;4;21.5340260267;
13;2;16.7343997955;13.0788002014;5;29.3238868713;2;21.9002914429;10.1834592819;4;21.9622858763;
14;2;18.7343997955;13.4505519867;5;30.1508336067;2;22.9271316528;10.3752222061;4;22.3193571568;
15;2;19.951915741;13.7328653336;5;30.8559100628;2;23.9546756744;10.5308046341;5;22.5548160076;
16;2;21.0370197296;13.943564415;5;31.2740080357;2;24.9829177856;10.625;5;22.6030313969;
17;2;22.1285877228;14.0;6;31.6006228924;2;26.0118465424;10.625;5;22.6523760557;
18;2;23.2265720367;14.0;6;31.9480605125;2;27.0414524078;10.625;5;22.7028282881;
19;2;23.5844173431;14.0;6;32.3153066635;2;27.6216964722;10.625;5;22.7543625832;
20;2;22.3999996185;15.0;6;32.7008662224;2;27.6526184082;10.625;5;22.8069496155;
21;2;22.3999996185;15.4102602005;6;33.1027493477;2;27.6841697693;10.625;5;22.8605561256;
22;2;22.3999996185;15.5308246613;7;33.5184831619;2;27.7163333893;10.625;6;22.9151450396;
23;2;22.3999996185;15.6555452347;8;33.945145607;2;27.74908638;10.625;6;22.97067523;
24;3;22.3999996185;15.7835435867;7;34.3794298172;2;27.7824058533;10.625;6;23.0271017551;
25;3;22.3999996185;15.9138288498;8;34.817732811;2;27.8162612915;10.625;6;23.0843759775;
26;3;21.3999996185;15.0;8;35.2562675476;2;27.8506259918;10.625;6;23.1424454451;
27;3;21.3999996185;16.0;8;35.6911888123;2;27.8854675293;10.625;6;23.2012542486;
28;3;20.7073554993;17.0;8;36.118727684;2;27.920753479;10.625;6;23.2607431412;
29;3;19.8356170654;18.0;8;36.5353212357;3;27.956445694;10.625;5;23.3208494186;
30;3;18.9605960846;19.0;8;36.9377346039;3;24.75;12.625;5;23.3815076351;
