Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;6.0;14.1000003815;4;23.0;1;11.8999996185;8.625;4;17.25;
2;1;7.0;13.1000003815;6;23.0;1;11.8999996185;8.625;5;17.25;
3;1;8.0;12.1000003815;6;23.0;1;11.8999996185;8.625;5;17.25;
4;1;9.0;11.5;6;23.0;1;11.8999996185;8.625;5;17.25;
5;1;9.60000038147;11.5;6;23.0;1;12.8999996185;8.625;5;17.25;
6;1;10.6000003815;11.5;6;23.0;2;14.5;8.625;4;18.25;
7;2;11.6000003815;11.6999998093;5;24.0;2;15.5;8.625;4;18.7174992561;
8;2;12.1999998093;11.5;5;24.4599990845;2;16.2304992676;8.79749965668;4;19.1448272467;
9;2;12.3380002975;11.7299995422;5;24.8212833405;2;16.4868965149;8.94309806824;4;20.114030838;
10;2;12.4463853836;11.9106416702;5;25.0;2;17.0684185028;9.3333568573;4;20.9971549511;
11;2;12.5000009537;12.0;5;26.2300007343;2;19.0684185028;9.6677980423;4;21.8030670881;
12;2;14.4553852081;12.6000003815;5;27.2181913853;2;21.0684185028;9.94955635071;4;22.5440151691;
13;2;16.4553852081;13.0788002014;5;27.9928700924;2;22.5062847137;10.1834592819;4;23.2339217663;
14;2;18.4553852081;13.4505519867;5;28.589247942;2;23.6901130676;10.3752222061;4;23.88697505;
15;2;19.4834403992;13.7328653336;4;29.0429638624;2;24.8952465057;10.5308046341;5;24.4546608925;
16;2;20.4931354523;13.943564415;4;29.1887089014;2;26.1228237152;10.625;5;24.8727197647;
17;2;21.5029983521;14.0;5;29.2221269608;2;27.3736591339;10.625;5;25.3301706314;
18;2;22.5130233765;14.0;5;29.2560760975;2;28.6481304169;10.625;5;25.8267202377;
19;2;22.7768230438;14.0;5;29.2905418873;2;29.4960327148;10.625;5;26.3609733582;
20;2;22.7871627808;14.0;5;29.3255085945;2;29.8165836334;10.625;5;26.9302859306;
21;2;22.7976531982;14.0;6;29.3609591722;2;30.1581726074;10.625;5;27.5306758881;
22;3;22.8082866669;14.0;5;29.3968753815;2;30.5184059143;10.625;5;28.1568169594;
23;3;22.8190612793;14.0;5;29.4332377911;2;30.8940906525;10.625;5;28.8021335602;
24;3;22.8299713135;14.0;5;29.4700255394;2;31.2812805176;10.625;5;29.4590082169;
25;3;22.3999996185;14.4410076141;5;29.5072168112;2;31.6754055023;10.625;5;30.119093895;
26;3;22.8521652222;14.0;5;29.5447884798;2;32.0714569092;10.625;7;30.7737131119;
27;3;22.8634357452;14.0;5;29.5827163458;2;32.464225769;10.625;7;31.414305687;
28;3;22.8748149872;14.0;6;29.6209751368;2;32.8485832214;10.625;7;32.0328741074;
29;3;22.8862915039;14.0;5;29.6595385075;2;33.2197265625;10.625;7;32.622387886;
30;3;20.8978614807;15.0;6;29.6983793974;2;33.5734329224;10.625;7;33.1770887375;
31;3;19.9095134735;16.0;6;29.7374696732;3;33.9062538147;10.625;6;33.6926860809;
