Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;6.0;14.1000003815;4;23.0;1;11.8999996185;8.625;4;17.25;
2;1;7.0;13.1000003815;6;23.0;1;11.8999996185;8.625;5;17.25;
3;1;8.0;12.1000003815;6;23.0;1;11.8999996185;8.625;5;17.25;
4;1;9.0;11.5;6;23.0;1;11.8999996185;8.625;5;17.25;
5;1;9.60000038147;11.5;6;23.0;2;13.5;8.625;4;18.25;
6;1;10.6000003815;11.5;6;23.0;2;14.5;8.625;4;18.3999999762;
7;1;11.6000003815;11.5;6;23.0;2;15.5899991989;8.625;4;18.9272742271;
8;1;11.8999996185;11.5;6;23.4599990845;2;16.3563632965;8.79749965668;4;19.4272081852;
9;1;12.0380001068;11.7299995422;6;23.8212833405;2;16.6563243866;8.94309806824;4;20.5075911283;
10;1;12.1463851929;11.9106416702;6;24.0;2;17.3045539856;9.3333568573;4;21.5291695595;
11;1;12.2000007629;12.0;6;25.2000007629;2;19.3045539856;9.6677980423;4;22.5052189827;
12;1;14.1463851929;12.6000003815;6;26.1576004028;2;21.3045539856;9.94955635071;4;23.4523892403;
13;1;15.1463851929;13.0788002014;6;26.9011039734;2;23.0513095856;10.1834592819;4;24.3886625767;
14;1;16.1463851929;13.4505519867;6;27.4657306671;2;24.3829574585;10.3752222061;4;25.331486702;
15;1;17.1463851929;13.7328653336;6;27.88712883;2;25.7619533539;10.5308046341;5;26.2342333794;
16;1;18.1463851929;13.943564415;7;28.0;2;27.1905670166;10.625;5;27.0324964523;
17;1;19.1463851929;14.0;7;28.0;2;28.6695251465;10.625;5;27.9124479294;
18;1;20.1463851929;14.0;7;28.0;2;30.1974964142;10.625;5;28.8676800728;
19;1;20.3999996185;14.0;7;28.0;2;31.320608139;10.625;5;29.8871021271;
20;1;20.3999996185;14.0;8;28.0;2;31.9322624207;10.625;5;30.9548978806;
21;1;20.3999996185;14.0;8;28.0;2;32.5729370117;10.625;4;32.0510759354;
22;1;20.3999996185;14.0;8;28.0;2;33.2306442261;10.625;4;33.1526699066;
23;1;20.3999996185;14.0;9;28.0;2;33.8916015625;10.625;4;34.2354946136;
24;1;20.3999996185;14.0;9;28.0;2;34.5412979126;10.625;3;35.2762174606;
25;1;20.3999996185;14.0;9;28.0;2;35.1657295227;10.625;3;36.2543754578;
26;1;20.3999996185;14.0;9;28.0;2;35.7526245117;10.625;3;37.1539812088;
27;1;20.3999996185;14.0;9;28.0;2;36.292388916;10.625;3;37.9644508362;
28;1;20.3999996185;14.0;9;28.0;2;36.7786712646;10.625;3;38.6807575226;
29;1;20.3999996185;14.0;9;28.0;2;37.2084541321;10.625;3;39.302904129;
30;1;20.3999996185;14.0;9;28.0;3;35.2084541321;11.625;2;39.8349399567;
31;1;20.3999996185;14.0;9;28.0;3;36.2084541321;13.625;3;40.2837772369;
32;1;20.3999996185;14.0;10;28.0;4;37.2084541321;15.625;3;40.6580238342;
