Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;6.0;14.1000003815;4;23.0;1;11.8999996185;8.625;4;17.25;
2;1;7.0;13.1000003815;6;23.0;1;11.8999996185;8.625;4;17.25;
3;1;8.0;12.1000003815;6;23.0;1;11.8999996185;8.625;4;17.25;
4;1;9.0;11.5;6;23.0;1;11.8999996185;8.625;4;17.25;
5;1;9.60000038147;11.5;6;23.0;1;12.8999996185;8.625;4;17.25;
6;1;10.6000003815;11.5;6;23.0;1;13.8999996185;8.625;4;17.25;
7;1;11.6000003815;11.5;6;23.0;1;14.8999996185;8.625;5;17.5949993134;
8;1;11.8999996185;11.5;6;23.4599990845;2;15.5569992065;8.79749965668;4;17.8861961365;
9;1;12.0380001068;11.7299995422;6;23.8212833405;3;16.3317184448;8.94309806824;4;19.6667137146;
10;1;12.1463851929;11.9106416702;6;24.0;3;16.8000278473;9.3333568573;5;20.488096118;
11;1;12.2000007629;12.0;6;25.2000007629;3;18.8000278473;9.6677980423;5;21.2256114483;
12;1;14.1463851929;12.6000003815;6;26.1576004028;3;20.8000278473;9.94955635071;5;21.8913773298;
13;1;15.1463851929;13.0788002014;5;26.9011039734;3;22.1147022247;10.1834592819;5;22.4993879795;
14;1;16.1463851929;13.4505519867;5;27.4657306671;3;22.4996337891;10.3752222061;5;23.0641682148;
15;2;18.1463851929;13.9328651428;4;28.88712883;3;22.8385009766;10.5308046341;5;23.5378723145;
16;2;20.1463851929;13.943564415;4;29.1525000334;3;23.1227226257;10.625;5;23.8573079109;
17;2;21.4921360016;14.0;5;29.3264987469;3;23.3143844604;10.625;5;24.2130148411;
18;2;22.5443344116;14.0;6;29.524458766;3;23.5278091431;10.625;5;24.6067101955;
19;2;22.3999996185;14.4573373795;6;29.7489435673;3;23.7640266418;10.625;5;25.0395004749;
20;2;22.3999996185;14.5246829987;6;30.0025589466;3;24.0237007141;10.625;5;25.5116910934;
21;2;22.3999996185;14.6007680893;6;30.2878723145;3;24.0237007141;11.625;5;26.0225958824;
22;2;23.0863609314;14.0;6;30.6073079109;3;24.75;12.0567789078;5;26.5703659058;
23;2;23.1821918488;14.0;6;30.9630148411;3;26.75;10.625;5;27.1518626213;
24;2;23.2889041901;14.0;6;31.3567101955;3;28.75;10.625;5;27.7625956535;
25;2;23.4070129395;14.0;6;31.7895004749;3;29.75;10.625;5;28.3967533112;
26;2;23.5368499756;14.0;6;32.2616910934;3;30.75;10.625;5;29.0473399162;
27;2;22.3999996185;15.0;6;32.7725958824;3;31.4284038544;10.625;5;29.7064228058;
28;2;23.3999996185;14.0;6;33.3203659058;3;31.8238525391;10.625;5;30.365480423;
29;2;23.9961090088;14.0;6;33.9018626213;3;32.2192878723;10.625;5;31.0158262253;
30;2;20.3999996185;15.0;6;34.5125956535;3;32.6094970703;10.625;4;31.6490592957;
31;2;19.3999996185;16.0;6;35.1467533112;3;32.9894332886;10.625;5;32.2575025558;
32;2;20.3999996185;15.0;6;35.7973399162;3;33.3544998169;10.625;5;32.8345708847;
33;2;19.3999996185;15.0;7;36.4564228058;3;33.7007446289;10.625;5;33.375041008;
34;2;19.3999996185;16.0;7;37.115480423;3;34.0250244141;12.625;5;33.8751935959;
35;2;18.3999996185;15.0;7;37.7658262253;3;34.3251152039;14.625;5;34.3328323364;
36;2;19.3999996185;16.0;7;38.3990592957;3;34.5997009277;16.625;5;34.7471876144;
37;2;20.3999996185;17.0;7;39.0075025558;3;34.8483123779;18.625;5;35.1187400818;
38;2;19.3999996185;16.0;7;39.5845708847;3;35.0712432861;20.625;6;35.4489908218;
39;2;19.3999996185;16.0;7;40.125041008;3;35.2693939209;20.625;6;35.7402133942;
40;3;20.3999996185;17.5;6;41.6251935959;3;35.4441299438;20.625;6;35.9952106476;
41;3;21.1875572205;18.5;6;42.0828323364;3;35.5971260071;20.625;6;36.2170953751;
42;3;20.1875572205;17.5;7;42.4971876144;3;35.730255127;20.625;6;36.4091091156;
43;3;20.1875572205;20.5;7;42.8687400818;3;35.8454666138;20.625;6;36.5;
44;3;22.1875572205;23.5;7;43.1989908218;3;35.9000015259;20.625;6;36.5;
45;3;24.1875572205;26.5;7;43.4902133942;3;35.9000015259;20.625;6;36.5;
46;3;26.1875572205;28.5;7;43.7452106476;3;35.9000015259;20.625;6;36.5;
47;3;27.8235626221;29.5;7;43.9670953751;3;33.9000015259;21.625;7;36.5;
48;3;28.8901290894;29.5;7;44.1591091156;3;32.9000015259;22.625;7;36.5;
49;3;28.9477329254;29.5;7;44.25;3;31.8999996185;23.625;8;36.5;
50;4;28.9749984741;29.5;7;44.25;4;30.8999996185;24.625;7;36.5;
51;4;28.9749984741;29.5;7;44.25;4;31.8999996185;22.625;7;36.5;
52;4;28.9749984741;29.5;8;44.25;4;32.9000015259;21.625;7;37.8687496185;
53;4;28.9749984741;29.5;9;44.25;5;35.3781280518;22.0234375;6;40.0226593018;
54;4;28.9749984741;29.5;9;44.25;5;37.7687683105;23.3489723206;6;41.1619106531;
55;4;28.9749984741;29.5;10;44.25;5;39.7902755737;24.6102333069;7;42.160615921;
56;4;28.9749984741;29.5;11;44.25;5;40.3302078247;25.8168411255;7;43.0476669073;
57;4;28.9749984741;29.5;12;44.25;5;40.8475418091;26.9782962799;7;43.6445332766;
58;5;28.9749984741;29.5;7;73.0;5;41.0353012085;27.0;7;44.1982347965;
59;5;29.9749984741;30.5;7;76.0125007629;5;41.1708488464;27.0;8;44.6232366562;
60;5;31.9749984741;32.5;8;77.5867795944;5;39.2000007629;28.0;10;45.0528378487;
61;5;32.9749984741;34.5;8;78.7432436943;6;38.2000007629;29.0;9;45.539678812;
62;5;32.9749984741;36.5;10;79.566767931;6;37.2000007629;30.0;11;46.0869245529;
63;5;33.3120651245;38.5;10;80.1426361799;6;36.2000007629;31.0;11;46.696410656;
64;5;32.9749984741;40.5;11;80.211841464;6;35.2000007629;32.0;11;47.3681659698;
65;5;33.3385505676;41.5;11;84.4473228455;6;34.2000007629;33.0;11;48.0999455452;
66;5;34.2576332092;42.7000007629;13;87.610201478;6;33.2000007629;34.0;12;49.886841774;
