Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;6.0;14.1000003815;4;23.0;1;11.8999996185;8.625;4;17.25;
2;1;7.0;13.1000003815;6;23.0;1;11.8999996185;8.625;4;17.25;
3;1;8.0;12.1000003815;6;23.0;1;11.8999996185;8.625;3;17.25;
4;1;9.0;11.5;6;23.0;1;11.8999996185;8.625;3;17.25;
5;1;9.60000038147;11.5;6;23.0;1;12.8999996185;8.625;3;17.25;
6;1;10.6000003815;11.5;6;23.0;1;13.8999996185;8.625;3;17.25;
7;1;11.6000003815;11.5;6;23.0;1;14.8999996185;8.625;3;17.5949993134;
8;1;11.8999996185;11.5;6;23.4599990845;2;16.156999588;8.79749965668;2;18.8861961365;
9;1;12.0380001068;11.7299995422;6;23.8212833405;2;16.3317184448;8.94309806824;2;19.696713686;
10;2;12.1463851929;12.1106414795;5;25.0;2;16.8180274963;9.3333568573;2;20.396187067;
11;2;12.5000009537;12.0;5;26.2850008011;2;18.8180274963;9.6677980423;2;20.9908788204;
12;2;14.4718856812;12.6000003815;5;27.3339031935;2;20.8180274963;9.94955635071;2;21.4904358387;
13;2;16.4718856812;13.0788002014;5;28.1753185987;2;21.8741378784;10.1834592819;2;21.9062794447;
14;2;18.4718856812;13.4505519867;5;28.8447594643;2;22.8935279846;10.3752222061;2;22.2503181696;
15;2;19.560092926;13.7328653336;5;29.3781481981;2;23.9132537842;10.5308046341;2;22.4721269608;
16;2;20.5936908722;13.943564415;5;29.6104347706;2;24.933303833;10.625;2;22.5060760975;
17;2;21.6295166016;14.0;6;29.7374911308;2;25.9536724091;10.625;2;22.5405418873;
18;2;22.6676330566;14.0;6;29.8723640442;2;26.9743518829;10.625;3;22.5755085945;
19;2;22.9617080688;14.0;6;30.0151810646;3;27.5453052521;10.625;3;22.6109591722;
20;2;23.0045547485;14.0;6;30.1660137177;3;26.75;10.625;4;22.6468753815;
21;2;23.0498046875;14.0;7;30.3248689175;3;27.5881252289;10.625;4;22.6832377911;
22;3;23.0974597931;14.0;6;30.4916813374;3;27.6099433899;10.625;5;22.7200255394;
23;3;22.3999996185;14.0;6;30.6663062572;3;27.6320152283;10.625;5;22.7572168112;
24;3;23.1998920441;14.0;6;30.8485133648;3;27.6543292999;10.625;5;22.7947884798;
25;3;22.3999996185;14.8545541763;6;31.0379817486;3;27.6768722534;10.625;5;22.8327163458;
26;3;23.3113937378;14.0;6;31.2342967987;3;27.6996307373;10.625;5;22.8709751368;
27;3;22.3999996185;15.0;6;31.4369482994;3;27.7225856781;10.625;5;22.9095385075;
28;3;23.3999996185;14.0;6;31.6453323364;3;27.7457237244;10.625;5;22.9483793974;
29;3;23.493598938;14.0;6;31.8587543964;3;27.76902771;10.625;5;22.9874696732;
30;3;22.3999996185;15.0;6;32.0764360428;3;27.7924823761;10.625;5;23.0267804861;
31;3;23.3999996185;14.0;6;32.2975239754;3;27.8160686493;10.625;5;23.0662822723;
32;3;22.3999996185;15.0;6;32.5211014748;3;27.8397693634;10.625;5;23.1059447527;
33;3;23.3999996185;14.0;6;32.7462024689;3;27.8635673523;10.625;5;23.1457372904;
34;3;23.8238601685;14.0;6;32.971827507;3;27.8874416351;10.625;6;23.1856285334;
35;3;23.8915481567;14.0;7;33.1969604492;3;27.9113769531;12.625;6;23.2255871296;
36;3;23.9590873718;14.0;7;33.4205875397;3;27.9353523254;14.625;6;23.265581131;
37;3;24.0261764526;14.0;7;33.6417155266;3;27.9593486786;16.625;6;23.3055787086;
38;3;24.0925140381;14.0;8;33.8593888283;3;27.9833469391;18.625;6;23.3455479145;
39;3;24.1578159332;14.0;8;34.0727062225;3;28.0073280334;20.625;6;23.385456562;
40;3;22.3999996185;15.0;8;34.2808356285;3;28.0312728882;20.625;7;23.42527318;
41;3;23.3999996185;17.0;8;34.4830260277;3;28.0551643372;20.625;7;23.4649660587;
42;3;24.3449077606;19.0;8;34.6786170006;3;28.0789794922;20.625;7;23.5045039654;
43;3;24.4035835266;21.0;10;34.8670463562;3;28.1027030945;20.625;8;23.543856144;
44;4;25.4601135254;24.0;9;36.0478525162;3;28.1263141632;20.625;8;23.5829925537;
45;4;26.5143547058;26.0;10;36.3556764126;3;28.1497955322;20.625;8;23.6218836308;
46;4;26.9067020416;27.0;11;36.67195189;3;28.1731300354;20.625;8;23.6605007648;
47;4;27.0015850067;28.0;12;36.9981454611;4;28.1963005066;20.625;7;33.6988155842;
48;4;27.0994415283;29.0;12;37.3358516693;4;29.2192897797;21.625;7;34.136800766;
49;4;27.200756073;29.0;13;37.6867474318;4;30.2420806885;22.625;7;34.5488312244;
50;5;27.3060245514;29.0;12;38.0525360107;4;30.2646598816;23.625;8;34.933619976;
51;5;27.4157600403;29.0;12;38.4348778725;4;30.2870082855;24.625;8;35.2905611992;
52;5;27.530462265;29.0;12;38.8353078365;4;30.3091163635;25.625;7;35.6196625233;
53;5;26.8589458466;30.0;11;39.2551453114;4;30.3309669495;26.625;7;35.9214553833;
54;5;27.7765426636;29.0;11;39.695389986;5;30.3525466919;27.625;5;36.1968996525;
55;5;27.9086170197;29.0;11;40.1566157341;5;30.3738479614;28.625;5;36.3665626049;
56;6;26.9484672546;30.0;10;40.5585894585;5;30.5729751587;29.7734375;5;37.0391230583;
57;6;27.9500007629;29.0;11;40.982363224;5;31.0647773743;30.9179229736;5;38.084731102;
58;6;28.294708252;29.0;10;41.4313902855;5;31.472454071;31.3663215637;6;38.9744923115;
59;6;26.9500007629;30.0;9;41.9032559395;5;31.8068943024;31.7402553558;6;39.728464365;
60;6;27.9500007629;29.0;9;42.3947763443;5;32.0796585083;32.0497283936;6;41.3147511482;
61;7;28.7184333801;29.0;8;43.9020352364;5;34.270778656;31.1716117859;6;41.6669876575;
62;7;29.8706092834;30.0;8;44.4504697323;5;34.3153419495;33.1716117859;6;41.9921278954;
63;7;31.0261421204;31.0;8;45.0055997372;5;35.3595428467;35.1716117859;6;42.2923460007;
64;8;31.0261421204;34.0;7;48.4030503035;5;36.4033203125;36.5319709778;7;42.5698777437;
