Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;6.0;14.1000003815;4;23.0;1;11.8999996185;8.625;4;17.25;
2;1;7.0;13.1000003815;6;23.0;1;11.8999996185;8.625;5;17.25;
3;1;8.0;12.1000003815;6;23.0;1;11.8999996185;8.625;5;17.25;
4;1;9.0;11.5;6;23.0;1;11.8999996185;8.625;5;17.25;
5;1;9.60000038147;11.5;6;23.0;1;12.8999996185;8.625;5;17.25;
6;2;10.6000003815;11.6999998093;5;24.0;1;13.8999996185;8.625;5;17.25;
7;2;11.9000005722;11.5;5;24.2024999857;1;14.8999996185;8.625;5;17.5949993134;
8;2;12.2607498169;11.5;5;24.915595293;1;15.5569992065;8.79749965668;5;17.8861961365;
9;2;12.4746789932;11.7299995422;5;25.579562068;1;15.7317180634;8.94309806824;5;18.6667137146;
10;2;12.673869133;11.9106416702;5;26.1185803413;1;16.2000274658;9.3333568573;5;19.3355960846;
11;2;12.8355751038;12.0;5;27.8086388111;1;17.2000274658;9.6677980423;5;19.8991127014;
12;2;14.9289770126;12.6000003815;5;29.3568696976;1;18.2000274658;9.94955635071;5;20.3669185638;
13;2;16.928976059;13.0788002014;5;30.8058354855;1;19.2000274658;10.1834592819;5;20.7504444122;
14;2;18.928976059;13.4505519867;5;32.2039375305;1;20.2000274658;10.3752222061;5;21.0616092682;
15;2;20.5678482056;13.7328653336;5;33.5972270966;1;21.2000274658;10.5308046341;6;21.25;
16;2;21.8594150543;13.943564415;4;34.8258457184;1;22.2000274658;10.625;5;21.25;
17;2;23.1941394806;14.0;5;36.0834503174;1;23.2000274658;10.625;5;21.25;
18;2;24.5714206696;14.0;5;37.4710998535;1;24.2000274658;10.625;5;21.25;
19;2;25.2413291931;14.0;5;38.9655351639;1;24.75;10.625;5;21.25;
20;2;25.6896591187;14.0;5;40.5319032669;1;24.75;10.625;5;21.25;
21;2;26.159570694;14.0;5;42.1257228851;1;24.75;10.625;5;21.25;
22;2;26.6377162933;14.0;6;43.6971073151;1;24.75;10.625;5;21.25;
23;2;27.1091308594;14.0;6;45.1966342926;1;24.75;10.625;6;21.25;
24;2;27.5589904785;14.0;6;46.5815429688;1;24.75;10.625;6;21.25;
25;2;27.9744625092;14.0;6;47.8206443787;1;24.75;10.625;7;21.25;
26;2;28.3461933136;14.0;6;48.8967781067;1;24.75;10.625;7;21.25;
27;2;28.6690330505;14.0;6;49.8064613342;1;24.75;10.625;7;21.25;
28;2;28.9419384003;14.0;6;50.5573749542;1;24.75;10.625;7;21.25;
29;2;29.1672115326;14.0;6;51.1647605896;1;24.75;10.625;7;21.25;
30;2;27.3494281769;15.0;6;51.6478004456;1;24.75;10.625;7;21.25;
31;2;26.3494281769;15.0;6;52.0266857147;1;24.75;10.625;6;21.25;
32;2;25.3494281769;15.0;6;52.25;1;24.75;10.625;7;21.25;
33;2;24.3494281769;15.0;6;52.25;1;24.75;10.625;8;21.25;
