Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;6.0;14.1000003815;4;23.0;1;11.8999996185;8.625;4;17.25;
2;1;7.0;13.1000003815;6;23.0;1;11.8999996185;8.625;5;17.25;
3;1;8.0;12.1000003815;6;23.0;1;11.8999996185;8.625;5;17.25;
4;1;9.0;11.5;6;23.0;1;11.8999996185;8.625;5;17.25;
5;1;9.60000038147;11.5;6;23.0;2;13.5;8.625;4;18.25;
6;1;10.6000003815;11.5;6;23.0;2;14.5;8.625;3;18.3624999523;
7;1;11.6000003815;11.5;5;23.0;2;15.5674991608;8.625;2;18.8425289392;
8;2;11.8999996185;11.6999998093;4;24.4599990845;2;16.3055171967;8.79749965668;2;19.2834601402;
9;2;12.3380002975;11.7299995422;4;24.9437832832;2;16.5700759888;8.94309806824;2;20.2715096474;
10;2;12.4831352234;11.9106416702;4;25.2586311102;2;17.1629047394;9.3333568573;2;21.1754176617;
11;2;12.5775899887;12.0;3;26.6473178864;2;19.1629047394;9.6677980423;2;22.0040557384;
12;2;14.5805807114;12.6000003815;3;27.8191592693;2;21.1629047394;9.94955635071;2;22.7696070671;
13;2;16.5805797577;13.0788002014;3;28.8050583601;2;22.6416397095;10.1834592819;2;23.485840559;
14;2;18.5805797577;13.4505519867;3;29.6428272724;2;23.8412647247;10.3752222061;2;24.1666834354;
15;2;19.7995147705;13.7328653336;3;30.370606184;2;25.0630722046;10.5308046341;3;24.7632339001;
16;2;20.8914279938;13.943564415;3;30.8253657818;2;26.3079681396;10.625;3;25.210706234;
17;2;21.9939956665;14.0;4;31.2046608925;2;27.5764503479;10.625;3;25.6974492073;
18;2;23.1077842712;14.0;4;31.6227197647;2;28.8684959412;10.625;3;26.2223615646;
19;3;23.4868164062;14.0;3;32.0801706314;2;29.733417511;10.625;3;26.7831263542;
20;3;23.6240501404;14.0;3;32.5767202377;2;30.0698757172;10.625;3;27.3761043549;
21;3;23.773015976;14.0;4;33.1109733582;2;30.4256629944;10.625;4;27.9963049889;
22;4;23.9332923889;14.0;3;33.6802859306;2;30.7977828979;10.625;4;28.6374530792;
23;4;24.1040859222;14.0;3;34.2806758881;2;31.182472229;10.625;4;29.2921695709;
24;4;24.2842025757;14.0;4;34.9068169594;2;31.575302124;10.625;4;29.9522571564;
25;4;24.4720458984;14.0;4;35.5521335602;2;31.9713554382;10.625;4;30.6090812683;
26;4;24.6656398773;14.0;4;36.2090082169;2;32.365447998;10.625;4;31.2540082932;
27;4;24.862701416;14.0;4;36.869093895;2;32.7524032593;10.625;4;31.8788576126;
28;4;25.0607280731;14.0;4;37.5237131119;2;33.1273155212;10.625;4;32.4763212204;
29;4;25.2571144104;14.0;4;39.164305687;2;33.4857940674;10.625;4;33.0402956009;
30;4;26.4492912292;14.5;4;39.8128740788;2;33.8241767883;10.625;4;33.5661077499;
31;4;25.6348609924;15.0;4;40.4329788685;2;34.1396636963;10.625;5;34.0506105423;
