Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;6.0;14.1000003815;4;23.0;1;11.8999996185;8.625;4;17.25;
2;1;7.0;13.1000003815;6;23.0;1;11.8999996185;8.625;5;17.25;
3;1;8.0;12.1000003815;6;23.0;1;11.8999996185;8.625;5;17.25;
4;1;9.0;11.5;6;23.0;1;11.8999996185;8.625;5;17.25;
5;1;9.60000038147;11.5;6;23.0;1;12.8999996185;8.625;5;17.25;
6;1;10.6000003815;11.5;6;23.0;1;13.8999996185;8.625;5;17.25;
7;1;11.6000003815;11.5;6;23.0;1;14.8999996185;8.625;5;17.5949993134;
8;1;11.8999996185;11.5;6;23.4599990845;1;15.5569992065;8.79749965668;5;17.8861961365;
9;1;12.0380001068;11.7299995422;6;23.8212833405;1;15.7317180634;8.94309806824;5;18.6667137146;
10;1;12.1463851929;11.9106416702;6;24.0;1;16.2000274658;9.3333568573;5;19.3355960846;
11;1;12.2000007629;12.0;6;25.2000007629;1;17.2000274658;9.6677980423;5;19.8991127014;
12;1;14.1463851929;12.6000003815;6;26.1576004028;1;18.2000274658;9.94955635071;5;20.3669185638;
13;2;16.1463851929;13.2788000107;5;27.9011039734;1;19.2000274658;10.1834592819;5;20.7504444122;
14;2;18.1463851929;13.4505519867;5;28.4957306385;1;20.2000274658;10.3752222061;5;21.0616092682;
15;2;19.4553852081;13.7328653336;5;28.9477198124;1;21.2000274658;10.5308046341;6;21.25;
16;2;20.4645614624;13.943564415;5;29.091766119;1;22.2000274658;10.625;6;21.25;
17;2;21.4739151001;14.0;5;29.1235172749;1;23.2000274658;10.625;6;21.25;
18;2;22.4834403992;14.0;5;29.1558350325;1;24.2000274658;10.625;6;21.25;
19;2;22.7467498779;14.0;7;29.1887089014;1;24.75;10.625;6;21.25;
20;2;22.7566127777;14.0;7;29.2221269608;1;24.75;10.625;6;21.25;
21;2;22.7666378021;14.0;8;29.2560760975;1;24.75;10.625;6;21.25;
22;2;22.7768230438;14.0;8;29.2905418873;1;24.75;10.625;6;21.25;
23;2;22.7871627808;14.0;8;29.3255085945;1;24.75;10.625;7;21.25;
24;2;22.7976531982;14.0;8;29.3609591722;1;24.75;10.625;7;21.25;
25;2;22.8082866669;14.0;8;29.3968753815;1;24.75;10.625;8;21.25;
26;2;22.8190612793;14.0;8;29.4332377911;1;24.75;10.625;8;21.25;
27;2;22.8299713135;14.0;9;29.4700255394;1;24.75;10.625;8;21.25;
28;2;22.8410072327;14.0;9;29.5072168112;1;24.75;10.625;8;21.25;
29;2;22.8521652222;14.0;9;29.5447884798;1;24.75;10.625;8;21.25;
30;2;22.8634357452;14.0;9;29.5827163458;1;24.75;10.625;9;21.25;
31;2;22.8748149872;14.0;9;29.6209751368;1;24.75;10.625;9;21.25;
32;2;22.8862915039;14.0;9;29.6595385075;1;24.75;10.625;9;21.25;
33;2;22.8978614807;14.0;9;29.6983793974;1;24.75;10.625;9;21.25;
