Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;6.0;14.1000003815;4;23.0;1;11.8999996185;8.625;4;17.25;
2;1;7.0;13.1000003815;6;23.0;1;11.8999996185;8.625;4;17.25;
3;1;8.0;12.1000003815;6;23.0;1;11.8999996185;8.625;4;17.25;
4;1;9.0;11.5;5;23.0;1;11.8999996185;8.625;4;17.25;
5;1;9.60000038147;11.5;5;23.0;1;12.8999996185;8.625;4;17.25;
6;1;10.6000003815;11.5;4;23.0;1;13.8999996185;8.625;4;17.25;
7;1;11.6000003815;11.5;4;23.0;1;14.8999996185;8.625;4;17.5949993134;
8;1;11.8999996185;11.5;4;23.4599990845;1;15.5569992065;8.79749965668;4;17.8861961365;
9;1;12.0380001068;11.7299995422;4;23.8212833405;1;15.7317180634;8.94309806824;4;18.6667137146;
10;1;12.1463851929;11.9106416702;4;24.0;1;16.2000274658;9.3333568573;4;19.3355960846;
11;1;12.2000007629;12.0;3;25.2000007629;1;17.2000274658;9.6677980423;4;19.8991127014;
12;1;14.1463851929;12.6000003815;3;26.1576004028;1;18.2000274658;9.94955635071;4;20.3669185638;
13;1;15.1463851929;13.0788002014;3;26.9011039734;1;19.2000274658;10.1834592819;4;20.7504444122;
14;1;16.1463851929;13.4505519867;3;27.4657306671;1;20.2000274658;10.3752222061;4;21.0616092682;
15;1;17.1463851929;13.7328653336;3;27.88712883;1;21.2000274658;10.5308046341;4;21.25;
16;1;18.1463851929;13.943564415;4;28.0;1;22.2000274658;10.625;4;21.25;
17;1;19.1463851929;14.0;4;28.0;1;23.2000274658;10.625;5;21.25;
18;1;20.1463851929;14.0;5;28.0;2;24.2000274658;10.625;4;21.25;
19;1;20.3999996185;14.0;5;28.0;2;24.75;10.625;4;21.25;
20;1;20.3999996185;14.0;5;28.0;2;24.75;10.625;4;21.25;
21;1;20.3999996185;14.0;5;28.0;2;24.75;10.625;4;21.25;
22;1;20.3999996185;14.0;5;28.0;2;24.75;10.625;5;21.25;
23;1;20.3999996185;14.0;6;28.0;2;24.75;10.625;5;21.25;
24;1;20.3999996185;14.0;6;28.0;2;24.75;10.625;5;21.25;
25;1;20.3999996185;14.0;6;28.0;2;24.75;10.625;5;21.25;
26;1;20.3999996185;14.0;5;28.0;2;24.75;10.625;5;21.25;
27;1;20.3999996185;14.0;5;28.0;2;24.75;10.625;5;21.25;
28;1;20.3999996185;14.0;5;28.0;2;24.75;10.625;5;21.25;
29;1;20.3999996185;14.0;5;28.0;2;24.75;10.625;5;21.25;
30;1;18.3999996185;15.0;5;28.0;2;24.75;10.625;5;21.25;
31;1;17.3999996185;16.0;6;28.0;2;24.75;10.625;5;21.25;
32;1;16.3999996185;17.0;6;28.0;2;24.75;10.625;5;21.25;
33;1;15.3999996185;18.0;7;28.0;2;24.75;10.625;5;21.25;
34;1;14.3999996185;19.0;8;28.0;2;24.75;10.625;5;21.25;
35;1;13.3999996185;20.0;8;28.0;2;24.75;10.625;6;21.25;
36;1;12.3999996185;21.0;8;28.0;2;24.75;10.625;7;21.25;
37;1;12.0;22.0;8;28.0;2;24.75;10.625;7;21.25;
38;1;12.0;23.0;9;28.0;2;24.75;11.625;7;21.25;
39;1;12.0;24.0;8;28.0;2;24.75;12.625;7;21.25;
40;1;12.0;25.0;7;28.0;2;24.75;13.625;7;21.25;
41;1;12.0;26.0;7;28.0;2;24.75;14.625;8;21.25;
42;1;12.0;27.0;8;28.0;2;24.75;15.625;9;21.25;
43;2;13.0;25.0;8;28.0;2;24.75;15.625;10;21.25;
44;2;12.0;26.0;8;28.0;2;24.75;15.625;10;21.25;
45;2;12.0;27.0;8;28.0;3;25.75;16.625;9;22.25;
46;2;13.0;25.0;8;28.0;3;26.75;17.625;9;22.3550000191;
47;2;12.0;26.0;8;28.0;3;27.4130001068;18.625;10;22.4698647261;
48;2;12.0;27.0;8;28.0;3;27.481918335;19.625;10;22.5952684879;
49;2;13.0;25.0;8;28.0;3;27.5571613312;20.625;10;22.7318768501;
50;2;12.0;26.0;8;28.0;3;27.639125824;20.625;10;22.880333066;
51;2;12.0;27.0;9;29.0;3;27.7281990051;20.625;11;23.0412415266;
52;2;14.0;26.0;9;29.1525000334;3;27.8247451782;20.625;11;23.2151488066;
53;2;16.0;26.0;9;29.3264987469;3;27.9290885925;20.625;11;23.4025228024;
54;2;17.3979492188;26.0;9;29.524458766;3;28.041513443;20.625;11;23.6037294865;
55;2;18.0;26.0;10;29.7489435673;3;28.1622371674;20.625;12;23.8190078735;
56;2;19.5246829987;26.0;11;30.0025589466;3;28.2914047241;20.625;13;24.0484457016;
57;3;21.6007671356;26.0;10;31.2878723145;3;28.4290676117;20.625;13;24.2919540405;
58;3;23.6863613129;26.0;11;31.6373078823;3;28.5751724243;20.625;13;24.549243927;
59;3;25.0911922455;27.0;11;32.0236058235;3;28.7295455933;20.625;14;24.8198068142;
60;4;25.6070823669;28.0;10;32.4484763145;4;28.8918838501;20.625;14;25.102899313;
61;4;24.7275295258;30.0;10;32.9130177498;4;29.0617408752;20.625;14;26.2522029877;
62;4;25.7370548248;29.0;12;33.4175261259;4;29.7513237;21.0234375;14;27.2731194496;
63;4;24.3999996185;30.577917099;12;33.9613047838;4;30.3638706207;21.3489723206;14;28.1810879707;
64;4;25.3999996185;29.5943546295;12;34.5424928665;4;30.9086513519;21.6102333069;14;28.993106842;
65;4;26.3627471924;29.0;12;35.1579387188;4;31.3958644867;21.8168411255;14;29.7255101204;
66;4;24.7768230438;30.0;14;36.8031375408;4;31.8353042603;21.9782962799;15;30.1860728264;
67;4;25.7871627808;32.0;14;37.5122618675;4;32.1116447449;22.0;15;30.6075873375;
68;4;26.7976531982;34.0;14;38.2394829988;4;30.3645534515;23.0;15;31.0299715996;
69;4;27.8082866669;35.8986701965;15;38.9768517017;4;29.6179847717;24.0;15;31.4496626854;
70;4;29.8190612793;34.8986701965;18;39.7158256769;4;28.8697986603;25.0;16;31.8631439209;
71;5;29.3999996185;37.6152877808;17;40.4476932287;4;28.1178874969;26.0;16;33.2670621872;
