Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;6.0;14.1000003815;4;23.0;1;11.8999996185;8.625;4;17.25;
2;1;7.0;13.1000003815;6;23.0;1;11.8999996185;8.625;5;17.25;
3;1;8.0;12.1000003815;6;23.0;1;11.8999996185;8.625;5;17.25;
4;1;9.0;11.5;6;23.0;2;12.2999992371;8.625;4;18.25;
5;1;9.60000038147;11.5;6;23.0;2;13.5;8.625;4;18.3624999523;
6;1;10.6000003815;11.5;6;23.0;2;14.5674991608;8.625;4;18.4864046574;
7;1;11.6000003815;11.5;6;23.0;2;15.6418428421;8.625;4;18.9799406528;
8;1;11.8999996185;11.5;6;23.4599990845;2;16.3879642487;8.79749965668;4;19.4354615211;
9;1;12.0380001068;11.7299995422;6;23.8212833405;2;16.661277771;8.94309806824;4;20.4437325001;
10;1;12.1463851929;11.9106416702;6;24.0;2;17.2662391663;9.3333568573;4;21.369802475;
11;1;12.2000007629;12.0;6;25.2000007629;2;19.2662391663;9.6677980423;4;22.2224977016;
12;1;14.1463851929;12.6000003815;5;26.1576004028;2;21.2662391663;9.94955635071;4;23.013872385;
13;1;15.1463851929;13.0788002014;5;26.9011039734;2;22.7882003784;10.1834592819;4;23.7574646473;
14;1;16.1463851929;13.4505519867;5;27.4657306671;2;24.004240036;10.3752222061;4;24.4668486118;
15;1;17.1463851929;13.7328653336;5;27.88712883;2;25.2431716919;10.5308046341;5;25.092634201;
16;1;18.1463851929;13.943564415;6;28.0;2;26.505607605;10.625;5;25.5694036484;
17;1;19.1463851929;14.0;6;28.0;2;27.7916698456;10.625;4;26.0847344398;
18;1;20.1463851929;14.0;6;28.0;2;29.1008682251;10.625;4;26.6366324425;
19;1;20.3999996185;14.0;6;28.0;2;29.9819793701;10.625;4;27.2218022346;
20;1;20.3999996185;14.0;6;28.0;2;30.3330802917;10.625;4;27.8355960846;
21;1;20.3999996185;14.0;7;28.0;2;30.7013587952;10.625;5;28.4720544815;
22;2;20.3999996185;14.0;6;28.0;2;31.0832328796;10.625;4;29.1240577698;
23;2;20.3999996185;14.0;6;28.0;2;31.4744338989;10.625;4;29.7835845947;
24;2;20.3999996185;14.0;5;28.0;2;31.8701515198;10.625;4;30.442070961;
25;2;20.3999996185;14.0;5;28.0;2;32.2652435303;10.625;4;31.0908403397;
26;2;20.3999996185;14.0;6;28.0;2;32.6545028687;10.625;4;31.7215557098;
27;2;20.3999996185;14.0;6;28.0;2;33.0329360962;10.625;4;32.3266487122;
28;2;20.3999996185;14.0;7;28.0;2;33.3959884644;10.625;4;32.8996829987;
29;2;20.3999996185;14.0;7;28.0;2;33.7398071289;10.625;4;33.4356050491;
30;2;20.3999996185;14.0;5;28.0;2;34.0613632202;10.625;4;33.9308757782;
31;2;20.3999996185;14.0;4;28.0;2;34.3585281372;10.625;4;34.3834724426;
32;2;20.3999996185;14.0;4;28.0;2;34.6300811768;12.625;4;34.7927808762;
