Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;6.0;14.1000003815;4;23.0;1;11.8999996185;8.625;4;17.25;
2;1;7.0;13.1000003815;6;23.0;1;11.8999996185;8.625;4;17.25;
3;1;8.0;12.1000003815;6;23.0;1;11.8999996185;8.625;4;17.25;
4;1;9.0;11.5;6;23.0;1;11.8999996185;8.625;4;17.25;
5;1;9.60000038147;11.5;6;23.0;1;12.8999996185;8.625;4;17.25;
6;1;10.6000003815;11.5;6;23.0;1;13.8999996185;8.625;4;17.25;
7;1;11.6000003815;11.5;6;23.0;1;14.8999996185;8.625;5;17.5949993134;
8;2;11.8999996185;11.6999998093;5;24.4599990845;2;15.5569992065;8.79749965668;4;17.8861961365;
9;2;12.3380002975;11.7299995422;5;25.0187833309;2;15.7317180634;8.94309806824;4;18.6667137146;
10;2;12.5056352615;11.9106416702;5;25.431641221;3;16.8000278473;9.3333568573;4;20.3355960846;
11;2;12.6294927597;12.0;5;26.9797936678;3;18.8000278473;9.6677980423;4;21.0991127491;
12;2;14.6803226471;12.6000003815;5;28.3640134335;3;20.8000278473;9.94955635071;4;21.8045185804;
13;2;16.6803226471;13.0788002014;4;29.6269857883;3;22.062587738;10.1834592819;4;22.469273448;
14;2;18.6803226471;13.4505519867;4;30.8192226887;3;22.4815654755;10.3752222061;4;23.1118485928;
15;2;20.1524333954;13.7328653336;4;31.9916858673;3;22.8671112061;10.5308046341;4;23.688754797;
16;2;21.3777523041;13.943564415;4;32.9930067062;3;23.2132530212;10.625;4;24.1414179802;
17;2;22.6442871094;14.0;4;34.0294046402;3;23.4848518372;10.625;4;24.6650128365;
18;2;23.9552059174;14.0;4;35.2184391022;3;23.7990074158;10.625;4;25.2655425072;
19;2;24.565530777;14.0;6;36.5561285019;3;24.159324646;10.625;4;25.9475607872;
20;2;24.9668388367;14.0;6;38.0272579193;3;24.5685367584;10.625;4;26.7133779526;
21;2;25.4081764221;14.0;7;39.6038179398;3;27.0280265808;10.625;5;27.5622024536;
22;2;25.8811454773;14.0;7;41.2453155518;3;28.5373210907;10.625;5;28.4893260002;
23;2;26.3735942841;14.0;7;42.9016008377;3;30.0935955048;10.625;5;29.4855060577;
24;2;26.8704795837;14.0;7;44.5181865692;3;31.6913032532;10.625;5;30.5367269516;
25;3;27.3554553986;14.0;6;46.0431156158;3;32.3220367432;10.625;5;31.6245069504;
26;3;25.8129348755;15.0;6;47.4336776733;3;32.9747047424;10.625;5;32.726849556;
27;3;25.2301025391;16.0;6;48.6611709595;3;33.6361083984;10.625;5;33.8198070526;
28;3;24.2301025391;15.0;6;49.7125835419;3;34.291885376;10.625;5;34.8794660568;
29;3;23.2301025391;15.0;6;50.5892105103;3;34.9276809692;10.625;2;35.8840303421;
30;3;23.2301025391;16.0;6;51.3032073975;3;35.530418396;10.625;2;36.8156280518;
31;3;23.2301025391;17.0;6;51.8733882904;3;36.0893783569;10.625;1;37.6615219116;
32;3;22.2301025391;16.0;7;52.3213996887;3;36.596912384;10.625;2;38.414560318;
33;4;22.2301025391;16.0;6;52.6688556671;3;37.0487365723;10.625;2;39.0728969574;
34;4;21.2301025391;15.0;6;52.75;3;37.44373703;12.625;3;39.6391487122;
35;4;20.2301025391;15.0;6;52.75;3;37.7834892273;14.625;3;40.1192626953;
36;4;20.2301025391;16.0;6;52.75;3;38.0715560913;16.625;3;40.5213165283;
37;4;20.2301025391;17.0;6;52.75;3;38.312789917;18.625;3;40.8544559479;
38;4;20.3999996185;18.0;6;53.75;3;38.5126724243;20.625;3;41.1280441284;
39;4;22.3999996185;19.5;6;53.8075000048;3;38.6768264771;20.625;3;41.25;
40;4;24.3999996185;20.0;6;53.8676981926;3;38.75;20.625;4;41.25;
41;4;25.3999996185;21.0;6;53.9306503534;3;38.75;20.625;4;41.25;
42;4;26.3999996185;23.0;6;53.9964048862;3;38.75;20.625;4;41.25;
43;4;27.7739219666;25.0;12;54.0650019646;3;38.75;20.625;5;41.25;
44;5;28.3999996185;27.0;6;82.8864723444;4;38.75;20.625;4;41.25;
45;5;30.3999996185;30.0;7;84.973336935;4;36.75;21.625;4;41.25;
46;5;32.4000015259;31.7304191589;7;86.5848817825;4;35.75;22.625;4;41.25;
47;5;31.3999996185;33.7690505981;7;87.7803262472;4;34.75;23.625;6;41.25;
48;5;31.8854789734;35.0;7;88.6445260048;4;33.75;24.625;6;41.25;
49;5;31.9103927612;37.0;8;89.2627341747;4;32.75;25.625;6;43.046875;
50;6;31.3999996185;38.8936004639;7;90.3759007454;4;32.2281265259;27.0234375;6;44.537946701;
51;6;33.9627685547;41.0;8;91.6673340797;4;31.6187667847;28.3489723206;6;45.7506084442;
52;6;36.9902000427;44.0;9;92.1040250063;4;30.9322776794;29.6102333069;6;46.7202854156;
53;6;38.4000015259;48.0;9;92.5967702866;5;30.1802082062;30.8168411255;5;48.4849357605;
54;6;41.5630722046;50.0;13;93.1526815891;5;30.3739547729;32.9782943726;6;48.9145994186;
55;6;43.0771522522;53.0;13;93.7792162895;5;30.4000015259;35.0;6;49.0811839104;
56;6;43.2837638855;55.0;13;94.4839109182;5;30.4000015259;37.0;6;49.1235535145;
57;6;43.3141021729;57.0;14;95.2739876509;5;29.4000015259;37.0;7;49.1671074629;
58;6;42.3623733521;58.2838668823;17;96.1558140516;5;29.4000015259;38.0;8;49.211841464;
59;6;41.4145431519;58.337562561;17;97.1342144012;5;29.4000015259;38.6059188843;9;49.2577478886;
60;6;41.8249969482;57.3920669556;17;103.55755353;5;29.4000015259;38.6288757324;9;49.3048160076;
61;7;40.4765625;57.6437606812;11;123.824069262;5;29.4000015259;38.6524085999;9;49.3530313969;
62;8;41.928276062;58.2291984558;10;129.216043234;5;29.4000015259;38.6765136719;11;49.4023760557;
63;8;42.928276062;59.6162643433;10;133.795391321;5;29.4000015259;38.7011871338;12;49.4528282881;
64;8;44.928276062;63.8922767639;11;137.283051491;5;29.4000015259;38.7264137268;12;50.5043625832;
65;8;46.928276062;66.6918792725;14;140.28452754;5;30.4000015259;39.7521820068;13;50.5969495773;
