Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;6.0;14.1000003815;4;23.0;1;11.8999996185;8.625;4;17.25;
2;1;7.0;13.1000003815;6;23.0;2;12.2999992371;8.625;3;18.25;
3;1;8.0;12.1000003815;6;23.0;2;12.2999992371;8.625;3;18.3250000477;
4;1;9.0;11.5;6;23.0;2;12.3299999237;8.625;3;18.4048187733;
5;1;9.60000038147;11.5;6;23.0;2;13.5928907394;8.625;3;18.4896422625;
6;1;10.6000003815;11.5;6;23.0;2;14.6437854767;8.625;3;18.9370404482;
7;1;11.6000003815;11.5;6;23.0;2;15.7052240372;8.79749965668;3;19.3377203941;
8;1;11.8999996185;11.5;6;23.4599990845;2;16.6026325226;8.94309806824;3;20.2640939951;
9;1;12.0380001068;11.7299995422;6;23.8212833405;2;17.158454895;9.3333568573;3;21.0911588669;
10;1;12.1463851929;11.9106416702;6;24.0;2;17.6546936035;9.6677980423;3;21.825745225;
11;2;12.2000007629;12.1999998093;5;26.2000007629;2;19.6546936035;9.94955635071;3;22.4779946804;
12;2;14.4463853836;12.6000003815;5;27.3101004362;2;21.6546936035;10.1834592819;3;23.0597279072;
13;2;16.4463844299;13.0788002014;5;28.2276027203;2;22.8358383179;10.3752222061;3;23.5831325054;
14;2;18.4463844299;13.4505519867;5;28.9901894331;2;24.1142711639;10.5308046341;4;23.9979176521;
15;2;19.603723526;13.7328653336;5;29.6360723972;2;25.2501068115;10.625;4;24.2384176254;
16;2;20.6710681915;13.943564415;5;30.0025589466;2;26.3944072723;10.625;4;24.4927792549;
17;2;21.7471523285;14.0;6;30.2878723145;2;27.5470237732;10.625;4;24.7605426311;
18;2;22.8327465057;14.0;6;30.6073079109;2;28.7076816559;10.625;4;25.0410158634;
19;2;23.1821918488;14.0;6;30.9630148411;2;29.0246086121;10.625;4;25.3332648277;
20;2;23.2889041901;14.0;6;31.3567101955;2;29.1999588013;10.625;4;25.6361098289;
21;2;23.4070129395;14.0;6;31.7895004749;2;29.3816661835;10.625;5;25.9481329918;
22;2;23.5368499756;14.0;6;32.2616910934;2;29.5688800812;10.625;5;26.2676935196;
23;2;23.6785068512;14.0;6;32.7725958824;2;29.7606163025;10.625;6;26.5929555893;
24;2;23.83177948;14.0;6;33.3203659058;2;29.9557723999;10.625;6;26.9219236374;
25;2;23.9961090088;14.0;6;33.9018626213;2;30.1531543732;10.625;6;27.2524876595;
26;2;22.1705589294;15.0;6;34.5125956535;2;30.3514938354;10.625;6;27.5824751854;
27;2;21.3537788391;16.0;6;35.1467533112;2;30.5494842529;10.625;6;27.9097075462;
28;2;20.3999996185;15.0;6;35.7973399162;2;30.7458248138;10.625;6;28.2320570946;
29;2;19.3999996185;15.0;7;36.4564228058;2;30.9392337799;10.625;6;28.5475025177;
30;2;19.3999996185;16.0;7;37.115480423;2;31.1285018921;10.625;6;28.8541798592;
31;2;18.3999996185;15.0;7;37.7658262253;2;31.3125076294;10.625;6;29.1504249573;
32;2;19.3999996185;16.0;7;38.3990592957;2;31.4902553558;10.625;6;29.4348068237;
33;2;20.3999996185;17.0;7;39.0075025558;2;31.6608848572;12.625;6;29.7061491013;
34;2;19.3999996185;16.0;7;39.5845708847;2;31.8236885071;14.625;6;29.9635419846;
35;3;20.3999996185;16.5;6;41.125041008;2;31.9781246185;16.625;7;30.2063407898;
36;3;21.3999996185;17.0;6;41.6651935577;2;32.1238059998;18.625;7;30.4341592789;
37;3;21.4995574951;18.0;6;42.1640162468;2;32.2604942322;20.625;7;30.6468496323;
38;3;20.1875572205;17.5405921936;6;42.6207411289;2;32.3881111145;20.625;8;30.8444795609;
39;3;19.5246238708;17.0;6;43.0358475447;2;32.5066871643;20.625;9;31.0273046494;
40;3;20.1376895905;18.0;7;43.4108322859;2;32.6163825989;20.625;9;31.1957378387;
