Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;6.0;14.1000003815;4;23.0;1;11.8999996185;8.625;4;17.25;
2;1;7.0;13.1000003815;4;23.0;1;11.8999996185;8.625;5;17.25;
3;1;8.0;12.1000003815;4;23.0;1;11.8999996185;8.625;5;17.25;
4;1;9.0;11.5;4;23.0;1;11.8999996185;8.625;6;17.25;
5;1;9.60000038147;11.5;4;23.0;1;12.8999996185;8.625;6;17.25;
6;1;10.6000003815;11.5;4;23.0;2;14.5;8.625;5;18.25;
7;2;11.6000003815;11.6999998093;3;24.0;2;15.5;8.625;5;18.7174992561;
8;2;12.1999998093;11.5;3;24.5824990273;2;16.2304992676;8.79749965668;5;19.1448272467;
9;2;12.3747501373;11.7299995422;3;25.0799144506;2;16.4868965149;8.94309806824;5;20.114030838;
10;2;12.5239744186;11.9106416702;3;25.409558177;2;17.0684185028;9.3333568573;5;20.9971549511;
11;2;12.6228685379;12.0;3;26.8187435865;2;19.0684185028;9.6677980423;5;21.8030670881;
12;2;14.6320075989;12.6000003815;3;28.0131856203;2;21.0684185028;9.94955635071;5;22.5440151691;
13;2;16.6320075989;13.0788002014;3;29.0237898827;2;22.5062847137;10.1834592819;5;23.2339217663;
14;2;18.6320075989;13.4505519867;4;29.8882951736;2;22.9403533936;10.3752222061;5;23.88697505;
15;3;19.8731536865;13.7328653336;4;30.644671917;2;23.3321857452;10.5308046341;5;24.4546608925;
16;3;20.1463851929;13.943564415;5;31.1296033859;2;23.6727962494;10.625;5;24.8727197647;
17;3;22.0852661133;14.0;5;31.5402197838;2;23.9236316681;10.625;5;25.3301706314;
18;3;23.2084503174;14.0;6;31.9901740551;2;24.198102951;10.625;5;25.8267202377;
19;3;23.5970516205;14.0;6;32.4793624878;2;24.4960327148;10.625;5;26.3609733582;
20;3;22.3999996185;15.0;6;33.006611824;2;24.8165836334;10.625;5;26.9302859306;
21;3;23.3999996185;14.0;6;33.569524765;2;27.1581726074;10.625;6;27.5306758881;
22;3;24.0708580017;14.0;6;34.1643762589;2;28.5184059143;10.625;6;28.1568169594;
23;3;22.3999996185;15.0;6;34.7860922813;2;29.8940906525;10.625;6;28.8021335602;
24;3;23.3999996185;14.0;8;35.4283218384;3;31.2812805176;10.625;5;29.4590082169;
25;4;22.3999996185;15.0;7;36.0836248398;3;31.6754055023;10.625;5;30.119093895;
26;4;21.3999996185;15.0;7;36.7437639236;3;32.0714569092;10.625;5;30.7737131119;
27;4;21.3999996185;15.0;7;37.4000911713;3;32.464225769;10.625;5;31.414305687;
28;4;20.3999996185;15.0;7;38.0439891815;3;32.8485832214;10.625;5;32.0328741074;
29;4;20.3999996185;16.0;9;38.6673202515;3;33.2197265625;10.625;5;32.622387886;
30;4;20.3999996185;17.0;9;39.2628421783;3;33.5734329224;10.625;5;33.1770887375;
31;4;19.7788524628;18.0;9;39.8245382309;3;33.9062538147;10.625;5;33.6926860809;
32;4;18.9473609924;19.0;10;40.3478288651;3;34.2156143188;10.625;5;34.1664180756;
33;4;18.104347229;20.0;10;40.829662323;3;34.4998512268;10.625;5;34.596997261;
34;4;17.8488998413;21.0;10;41.2684803009;3;34.7581977844;12.625;6;34.9844608307;
35;5;17.9805450439;22.0;7;61.6640825272;3;34.9906768799;14.625;6;35.3299570084;
36;5;16.9805450439;24.0;8;63.2174253464;3;35.1979751587;16.625;6;35.6354980469;
37;5;16.9805450439;26.0;8;64.5479736328;3;35.3812980652;18.625;6;35.9037160873;
38;5;17.0;28.0;9;65.6634216309;3;35.5422286987;20.625;6;36.1376314163;
39;5;18.0;30.0;10;66.5819892883;3;35.6825790405;20.625;6;36.3404560089;
40;5;19.0;32.0;10;67.3277845383;3;35.8042755127;20.625;6;37.5;
41;5;21.0;31.0;11;67.9268598557;3;36.9000015259;21.625;6;37.5299999714;
42;5;21.0;33.0;12;68.25;3;37.9000015259;22.625;6;37.5605909824;
43;5;23.0;32.0;12;68.25;3;38.9000015259;23.625;7;37.591766119;
44;5;25.0;34.0;12;68.25;3;39.9000015259;24.625;7;37.6235172749;
45;5;27.0;36.0;11;68.25;3;40.9000015259;25.625;6;37.6558350325;
46;5;29.0;38.0;12;68.25;3;41.59349823;25.625;7;37.6887089014;
47;5;30.5750007629;40.0;12;68.25;3;41.6132278442;25.625;8;37.7221269608;
48;5;31.5750007629;42.0;14;68.25;3;41.6332778931;25.625;8;37.7560760975;
49;5;32.8250007629;40.0;14;68.25;3;41.6536483765;25.625;8;37.7905418873;
50;6;31.8250007629;41.0;11;83.25;3;41.6743240356;25.625;8;39.2136163712;
51;6;30.8250007629;44.0;14;84.0;4;42.5281715393;26.0234375;7;40.4234070778;
52;6;31.8250007629;44.0;14;84.6693744659;4;42.4135932922;26.3489723206;8;41.4400786161;
53;7;31.8250007629;48.0;13;86.2572898865;4;43.8640441895;26.6102333069;8;42.2874445915;
54;7;34.8250007629;49.0;17;86.8162696362;4;44.372467041;26.8168411255;8;42.9900964499;
55;7;35.25;50.0;17;87.3033013344;4;39.4622039795;29.6056060791;9;43.3649075031;
56;7;35.25;53.0;17;87.7250398397;5;41.4622039795;27.8197040558;8;43.6541104317;
57;7;36.25;56.0;18;88.0889626741;5;37.4622039795;29.851348877;8;43.767354846;
58;7;38.25;55.60597229;19;88.402736187;5;37.4622039795;29.8836784363;8;43.8333239555;
59;7;38.25;57.6349868774;19;88.5800433159;5;37.4622039795;30.9166622162;8;43.9005459547;
60;7;39.25;59.6650238037;18;88.6421557665;5;34.4622039795;32.9502716064;9;44.9689552784;
61;7;41.7999992371;55.6960754395;18;88.7063041925;5;35.4622039795;33.9844779968;9;45.0784800053;
62;7;39.7999992371;57.7281532288;17;88.7724741697;5;36.4622039795;36.019241333;11;45.1902263165;
63;7;39.7999992371;59.7612380981;18;92.4434162378;5;33.4622039795;39.0545196533;10;45.3041126728;
64;8;41.5065002441;58.8257713318;18;95.3980841637;6;33.4622039795;40.0902786255;10;45.4200490713;
65;8;41.0714988708;60.8947105408;19;97.7421685457;6;35.4622039795;38.0;10;45.5379372835;
66;8;41.5153312683;62.968170166;20;99.5898826122;6;32.1802062988;41.6059188843;13;46.65767169;
67;8;41.8592834473;65.0462417603;19;100.713920355;7;34.1802062988;42.8288345337;11;46.7541393042;
