Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;6.0;14.1000003815;4;23.0;1;11.8999996185;8.625;4;17.25;
2;2;7.0;13.3000001907;5;24.0;1;11.8999996185;8.625;5;17.25;
3;2;8.19999980927;12.1000003815;5;24.1575000286;1;11.8999996185;8.625;5;17.25;
4;2;9.23149967194;11.5;5;24.3379832506;1;11.8999996185;8.625;6;17.25;
5;2;9.86759662628;11.5;5;24.5441935062;1;12.8999996185;8.625;6;17.25;
6;2;11.0632581711;11.5;5;24.7790006399;1;13.8999996185;8.625;6;17.25;
7;2;12.1337003708;11.5;5;25.045334816;1;14.8999996185;8.625;6;17.5949993134;
8;2;12.5136003494;11.5;5;25.8265469074;1;15.5569992065;8.79749965668;6;17.8861961365;
9;2;12.747964859;11.7299995422;5;26.551887989;1;15.7317180634;8.94309806824;6;18.6667137146;
10;2;12.9655666351;11.9106416702;5;28.2775633335;1;16.2000274658;9.3333568573;6;19.3355960846;
11;2;13.4832687378;12.5274600983;5;29.8308432102;2;18.2000274658;9.6677980423;5;20.8991127014;
12;2;15.2826309204;13.0216779709;5;31.24330616;2;20.2000274658;9.94955635071;5;21.3969185352;
13;2;17.2826309204;13.4066829681;5;32.5525846481;2;21.8180274963;10.1834592819;5;21.8110353947;
14;2;19.2826309204;13.6998376846;5;33.794772625;2;22.0866222382;10.3752222061;5;22.1533753872;
15;2;20.9333686829;13.9190797806;5;34.8377981186;2;22.2920265198;10.5308046341;5;22.3735172749;
16;2;22.1977233887;14.0;5;35.7890863419;2;22.4241104126;10.625;5;22.4058350325;
17;2;23.4831123352;14.0;6;36.798623085;2;22.4435005188;10.625;5;22.4387089014;
18;2;24.7859725952;14.0;6;37.8501796722;2;22.4632263184;10.625;5;22.4721269608;
19;3;25.355052948;14.0;5;38.9238319397;2;22.4832763672;10.625;5;22.5060760975;
20;3;25.677148819;14.0;6;39.9972257614;2;22.5036449432;10.625;5;22.5405418873;
21;3;25.999168396;14.0;6;41.0473155975;2;23.75;11.0121622086;5;22.5755085945;
22;3;26.3141937256;14.0;6;42.0523090363;2;24.75;11.022652626;5;22.6109591722;
23;3;26.6156921387;14.0;6;42.9934892654;2;25.75;11.033288002;5;22.6468753815;
24;3;26.8980464935;14.0;6;43.8565912247;2;26.75;11.3234376907;6;22.6832377911;
25;3;25.1569766998;15.0;6;44.6325187683;2;26.75;11.3416185379;7;22.7200255394;
26;3;24.389755249;16.0;6;46.3173599243;2;26.75;11.3600130081;7;22.7572168112;
27;3;24.5952072144;17.5;6;47.0643023252;2;26.75;11.3786087036;7;22.7947884798;
28;3;24.7735404968;18.0;6;47.7466742992;2;26.75;11.3973941803;7;22.8327163458;
29;3;24.3240013123;19.0;6;48.3737915754;2;26.75;11.4163579941;7;22.8709751368;
30;3;23.0548000336;20.7622299194;7;48.9565393925;2;26.75;11.4354877472;7;22.9095385075;
31;3;22.1622772217;21.8744716644;7;49.5064136982;2;26.75;11.4547691345;7;22.9483793974;
32;3;21.8511562347;23.0012798309;7;50.0347728729;2;26.75;11.4741897583;8;22.9874696732;
33;3;22.6104316711;23.0;7;50.3573079109;2;26.75;11.4937343597;9;23.0267804861;
34;3;22.7071914673;24.0;8;50.7130148411;2;26.75;11.5133905411;9;23.0662822723;
35;4;22.8139038086;25.0;7;51.1067101955;2;26.75;11.5331411362;9;23.1059447527;
36;4;21.9249992371;27.0;8;51.5395004749;2;26.75;11.5529727936;10;23.1457372904;
37;4;21.9249992371;28.8947505951;9;52.0116910934;2;27.75;13.5529727936;10;23.1856285334;
38;4;22.9249992371;27.1308460236;9;52.5225958824;2;27.9113769531;15.5529727936;10;23.2255871296;
39;4;22.9249992371;30.1308460236;10;53.0703659058;2;27.9353523254;17.5529727936;10;23.265581131;
40;4;23.5211105347;33.1308441162;10;53.6518626213;2;27.9593486786;19.5529727936;10;23.3055787086;
41;4;22.9249992371;33.1308441162;10;54.2625956535;2;27.9833469391;20.625;10;23.3455479145;
42;4;23.9249992371;34.1308441162;11;55.8967533112;2;28.0073280334;20.625;11;23.385456562;
43;5;25.9249992371;36.1308441162;11;56.6523399353;2;28.0312728882;20.625;11;23.42527318;
44;5;27.9249992371;37.1308441162;12;57.4262875319;2;28.0551643372;20.625;12;23.4649660587;
45;6;26.9249992371;37.1308441162;12;58.2107489109;2;26.75;21.625;12;23.5045039654;
46;6;26.9249992371;37.1308441162;13;58.9977030754;2;26.75;21.7522525787;12;23.543856144;
47;6;28.3695640564;38.1308441162;13;59.7793923616;2;26.75;21.7719268799;13;23.5829925537;
48;6;29.414100647;38.1308441162;14;60.5487440825;3;26.75;21.7914962769;12;23.6218836308;
49;7;30.4623718262;39.1308441162;13;61.2997196913;4;26.75;21.8109416962;9;38.6605007648;
50;7;32.5145454407;37.1308441162;13;62.0275638103;5;27.75;22.8302497864;8;39.4488155842;
51;7;31.9249992371;39.1308441162;14;62.7289230824;5;28.75;22.625;8;40.1561756134;
52;7;33.0311203003;39.1308441162;14;64.40184021;5;30.75;23.625;8;40.7817213535;
53;7;34.095703125;41.1308441162;14;65.0856332779;5;32.2646598816;24.625;8;41.3279509544;
54;7;36.1645317078;40.1308441162;16;65.7418780327;5;33.2870101929;25.625;8;41.7998528481;
55;7;34.3250007629;42.1308441162;16;66.3717882633;5;32.75;25.625;9;42.20403409;
56;7;35.3147735596;42.1308441162;16;66.9771276712;5;33.75;25.625;9;42.5479307175;
57;7;34.3250007629;44.1308441162;17;67.5599514246;5;34.75;25.625;9;42.839174509;
58;8;34.7485618591;43.7367630005;15;68.122377634;4;35.75;25.625;10;44.3002767563;
59;8;32.8151283264;45.6288757324;16;68.6664054394;4;34.2281265259;27.0234375;10;45.5193202496;
60;9;32.8727340698;45.6524085999;15;69.1193010807;4;33.6187667847;28.3489723206;10;47.523860693;
61;9;32.3298797607;46.6765136719;15;72.3006477356;4;33.9322776794;30.6102333069;10;48.3843493462;
