Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;6.0;14.1000003815;4;23.0;1;11.8999996185;8.625;4;17.25;
2;1;7.0;13.1000003815;6;23.0;1;11.8999996185;8.625;5;17.25;
3;1;8.0;12.1000003815;6;23.0;1;11.8999996185;8.625;5;17.25;
4;1;9.0;11.5;6;23.0;1;11.8999996185;8.625;5;17.25;
5;1;9.60000038147;11.5;6;23.0;1;12.8999996185;8.625;5;17.25;
6;1;10.6000003815;11.5;6;23.0;2;14.5;8.625;4;18.25;
7;1;11.6000003815;11.5;6;23.0;2;15.5;8.625;4;18.5949993134;
8;1;11.8999996185;11.5;6;23.4599990845;2;16.156999588;8.79749965668;4;18.8861961365;
9;1;12.0380001068;11.7299995422;6;23.8212833405;2;16.3317184448;8.94309806824;4;19.696713686;
10;1;12.1463851929;11.9106416702;6;24.0;2;16.8180274963;9.3333568573;4;20.396187067;
11;1;12.2000007629;12.0;5;25.2000007629;2;18.8180274963;9.6677980423;4;20.9908788204;
12;2;14.1463851929;12.8000001907;3;27.1576004028;2;20.8180274963;9.94955635071;4;21.4904358387;
13;2;16.1463851929;13.0788002014;3;27.9211039543;2;21.8741378784;10.1834592819;4;21.9062794447;
14;2;18.1463851929;13.4505519867;3;28.505926609;2;22.8935279846;10.3752222061;4;22.2503181696;
15;2;19.4584445953;13.7328653336;3;28.9477106333;2;23.2000274658;10.5308046341;5;22.4721269608;
16;2;20.4645595551;13.943564415;3;29.0811508894;2;24.2000274658;10.625;5;22.5060760975;
17;2;21.4707298279;14.0;3;29.1018965244;2;25.2000274658;10.625;5;22.5405418873;
18;2;22.4769535065;14.0;3;29.1228116751;2;26.2000274658;10.625;5;22.5755085945;
19;2;22.7368431091;14.0;5;29.1438889503;2;26.75;10.625;5;22.6109591722;
20;2;22.3999996185;14.3431663513;5;29.1651208401;2;26.75;10.625;5;22.6468753815;
21;2;22.3999996185;14.3495359421;6;29.1864993572;2;26.75;10.625;5;22.6832377911;
22;2;22.7559490204;14.0;6;29.2080165148;2;26.75;10.625;5;22.7200255394;
23;2;22.3999996185;14.3624048233;6;29.2296639681;2;26.75;10.625;5;22.7572168112;
24;2;22.3999996185;14.3688993454;6;29.2514331341;2;26.75;10.625;5;22.7947884798;
25;2;22.3999996185;14.3754301071;6;29.2733153105;2;26.75;10.625;5;22.8327163458;
26;2;22.3999996185;14.3819942474;6;29.2953014374;2;26.75;10.625;7;22.8709751368;
27;2;20.7885894775;15.0;7;29.3173824549;2;26.75;10.625;7;22.9095385075;
28;2;19.7952136993;16.0;7;29.3395489454;2;26.75;10.625;7;22.9483793974;
29;2;18.801864624;17.0;8;29.3617914915;2;26.75;10.625;7;22.9874696732;
30;2;17.8085365295;18.0;8;29.3841004372;2;24.75;11.625;7;23.0267804861;
31;2;16.8152294159;19.0;8;29.4064661264;3;25.75;10.625;7;25.5345733166;
