Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;9.0;10.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;9.0;10.0;5;20.0;1;7.0;11.0;4;20.0;
3;1;9.0;10.0;5;20.0;1;8.0;10.0;4;20.0;
4;1;9.0;10.0;5;20.0;1;8.0;10.0;3;20.0;
5;1;10.0;10.0;4;20.0;2;9.0;10.1999998093;1;21.0;
6;1;11.0;10.0;4;20.0;2;11.0;10.0;1;21.0900000334;
7;1;11.0;10.0;4;20.3999996185;2;12.5;10.0;1;21.1871190071;
8;1;11.1199998856;10.1999998093;4;20.7264003754;2;12.7671012878;10.0;1;21.7036092281;
9;1;11.2179203033;10.3632001877;4;20.9903717041;2;12.8833122253;10.1999998093;1;22.1564130783;
10;2;11.597111702;10.4951858521;3;23.0419120789;2;12.9851922989;10.3632001877;1;23.4291926622;
11;2;11.9125738144;11.0209560394;3;23.944350481;2;13.2715682983;10.9097137451;1;24.540822506;
12;2;12.1833057404;11.4571752548;3;24.6819975376;2;13.5216846466;11.3658018112;1;25.5043385029;
13;2;14.9215736389;11.8107032776;4;25.2750298977;2;15.5216846466;11.7372808456;1;26.3401436806;
14;2;16.9215736389;12.0916318893;4;25.746127367;2;17.5216846466;12.0336990356;1;27.0718023777;
15;2;17.94962883;12.3113050461;4;26.1175945997;2;18.0911560059;12.2662630081;2;27.7228300571;
16;2;18.9593238831;12.4808797836;4;26.1887089014;3;19.7514266968;12.446267128;1;28.1464314461;
17;2;19.9691867828;12.5;4;26.2221269608;0;0;0;0;0;
