Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;9.0;10.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;9.0;10.0;4;20.0;1;7.0;11.0;5;20.0;
3;1;9.0;10.0;4;20.0;1;8.0;10.0;5;20.0;
4;1;9.0;10.0;4;20.0;1;8.0;10.0;5;20.0;
5;1;10.0;10.0;4;20.0;1;8.0;10.0;5;20.0;
6;1;11.0;10.0;4;20.0;1;9.0;10.0;5;20.0;
7;1;11.0;10.0;4;20.3999996185;1;9.5;10.0;5;20.0;
8;2;11.4200000763;10.1999998093;3;21.7264003754;1;9.5;10.0;5;20.3999996185;
9;2;11.5179204941;10.3632001877;3;22.0903717279;1;9.59000015259;10.1999998093;5;20.7264003754;
10;2;11.6271114349;10.4951858521;3;23.2838120461;1;9.66343975067;10.3632001877;5;20.9903717041;
11;2;11.9851436615;11.0209560394;3;24.3146933317;1;9.72283363342;10.4951858521;5;22.0419120789;
12;2;13.9851436615;11.4571752548;3;25.1981878281;1;9.95943069458;11.0209560394;6;22.9143505096;
13;2;15.9851436615;11.8107032776;3;25.9559320211;2;11.7228336334;11.6571750641;5;24.6214065552;
14;2;17.1443748474;12.0916318893;3;26.6120283604;2;13.7228336334;11.8107032776;4;25.3132637739;
15;2;18.209400177;12.3113050461;3;27.1901185513;2;15.7228336334;12.0916318893;4;25.8980411291;
16;2;19.2810821533;12.4808797836;4;27.4906733036;2;17.0098056793;12.3113050461;4;26.3994836807;
17;3;20.3597755432;12.5;3;27.7773330212;2;18.0463218689;12.4808797836;4;26.6183350086;
18;3;20.6125736237;12.5;3;28.0890238285;2;19.0869598389;12.5;4;26.8187118769;
19;3;22.4267082214;12.5;3;28.4260663986;2;20.0342102051;12.5;5;27.0402543545;
20;3;22.5278205872;12.5;3;28.788336277;2;20.0840568542;12.5;6;27.2842636108;
21;3;22.6365013123;12.5;3;29.1751885414;2;20.1389598846;12.5;7;27.5518820286;
22;3;22.7525558472;12.5;4;29.585392952;2;20.1991729736;12.5;7;27.8440244198;
23;3;22.875617981;12.5;4;30.0170898438;2;20.2649059296;12.5;7;28.1613030434;
24;3;23.0051269531;12.5;5;30.4677705765;2;20.3362922668;12.5;7;28.5039470196;
25;3;21.5;13.5;5;30.9342932701;2;20.4133872986;12.5;8;28.871723175;
26;3;21.5;13.9835729599;5;31.4129357338;2;20.496137619;12.5;8;29.263862133;
27;4;21.5;14.9835739136;4;31.8994894028;2;20.5843696594;12.5;8;29.6789975166;
28;4;19.5;16.2597961426;4;32.3893885612;2;19.625;13.5;8;30.1151270866;
29;4;18.5;17.4557552338;4;32.877872467;2;20.625;12.5;8;30.5695996284;
30;4;17.5;18.6511497498;4;33.360165596;2;18.8781604767;13.5;8;31.0391392708;
31;4;17.5;17.6511497498;5;33.8316650391;2;17.9838066101;14.5;8;31.5199065208;
32;4;17.5;17.6511497498;5;34.2881155014;2;17.0919799805;15.5;8;32.007601738;
33;5;17.2864341736;18.5;4;34.7257604599;2;16.2017097473;16.5;8;32.4976010323;
34;5;16.9177284241;19.5;4;35.141462326;2;15.6869602203;17.5;8;32.9851250648;
35;5;17.0424385071;20.5;4;35.5327749252;2;15.7966537476;18.5;8;33.465420723;
36;6;17.1598320007;21.5;2;50.8979701996;2;15.9047193527;19.5;9;33.9339466095;
37;6;19.2693901062;20.5;3;51.9860286713;2;16.010137558;20.5;9;34.3865451813;
38;6;21.3708076477;20.5;4;53.9659633636;2;16.1119728088;21.5;9;34.8195896149;
39;6;23.4639778137;20.8999996185;4;54.877163887;2;16.2094078064;22.5;10;35.2300891876;
40;6;25.5489616394;20.5;4;55.6840510368;2;16.3017692566;23.5;10;35.6157541275;
41;6;26.6259803772;20.9324741364;5;56.3927423954;2;15.3017702103;22.5;10;35.9750175476;
42;6;28.0324249268;20.5;5;57.0112627745;2;15.3017702103;22.5;11;36.307009697;
43;6;29.1076507568;24.5;5;57.5486611128;2;15.0;21.5;12;36.6115064621;
44;6;29.676492691;28.5;7;58.0142939091;2;16.0;21.5;12;36.8888463974;
45;6;29.7394599915;32.5;7;58.3048160076;2;15.0;20.5;12;37.1398382187;
46;6;29.7914447784;35.5;7;58.3530313969;2;15.0;19.5;12;37.3656587601;
47;6;29.8059082031;38.5;9;58.4023760557;2;15.0;19.5;13;37.5677556992;
48;6;29.8207130432;39.5;9;58.4528282881;2;16.0;20.5;13;37.747756958;
49;6;29.8358478546;40.5;10;58.5043625832;2;15.0;19.5;13;37.9073896408;
50;6;29.8513088226;41.5;12;58.5569496155;2;16.0;19.5;14;38.0;
51;8;29.8670845032;42.5;9;58.6105561256;2;18.0;20.5;14;38.0;
52;8;29.3999996185;43.5;9;58.6651450396;2;20.0;21.5;14;38.0;
53;8;29.8995437622;44.5;11;58.72067523;3;21.9249992371;22.5;13;38.0;
54;8;29.9162025452;45.5;13;58.7771017551;3;22.5499992371;22.5;13;38.0;
55;8;29.9331302643;45.7999992371;13;58.8343759775;3;22.5499992371;22.5;13;38.0;
56;8;29.9503116608;45.7999992371;13;58.8924454451;3;22.5499992371;22.5;13;38.0;
57;8;29.9677333832;45.7999992371;13;58.9512542486;3;22.5499992371;22.5;14;38.0;
58;8;29.985376358;45.7999992371;14;60.0107431412;3;22.5499992371;22.5;15;38.0;
