Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;9.0;10.0;4;20.0;2;6.0;12.1999998093;3;21.0;
2;1;9.0;10.0;5;20.0;2;7.15000009537;11.0;3;21.1200000048;
3;1;9.0;10.0;6;20.0;2;8.16800022125;10.0;3;21.2530560493;
4;1;9.0;10.0;6;20.0;2;8.18795871735;10.0;3;21.4002518654;
5;1;10.0;10.0;6;20.0;2;8.21003818512;10.0;3;21.5626775026;
6;2;11.3000001907;10.0;5;21.0;2;9.35160255432;10.0;3;21.7414059639;
7;2;11.3000001907;10.0;5;21.4399995804;2;9.89181613922;10.0;3;21.9374637604;
8;2;11.4320001602;10.1999998093;4;21.8075842857;2;9.9359292984;10.0;3;22.5711705685;
9;2;11.5422754288;10.3632001877;4;22.1139252186;2;10.0785140991;10.1999998093;3;23.1543953419;
10;2;11.6341772079;10.4951858521;4;23.2202551365;2;10.2097387314;10.3632001877;3;23.699334383;
11;2;11.9660768509;11.0209560394;3;24.1495091915;2;10.3323497772;10.4951858521;3;25.1651031971;
12;2;13.9660768509;11.4571752548;3;24.9154186249;2;10.6621484756;11.0209560394;3;26.5021727085;
13;2;15.9660768509;11.8107032776;3;25.5381718874;2;12.5300931931;11.4571752548;4;27.7263121605;
14;2;16.6614513397;12.0916318893;3;26.0404549837;2;14.5300941467;11.8107032776;4;28.8585500717;
15;2;16.8121376038;12.3113050461;3;26.4445723295;2;16.5300941467;12.0916318893;4;29.9208650589;
16;2;16.9333705902;12.4808797836;3;26.5497941971;2;17.9149398804;12.3113050461;4;30.9329853058;
17;2;18.8517227173;12.5;3;26.6187632084;2;19.0663604736;12.4808797836;4;31.6894907951;
18;2;19.8724136353;12.5;3;26.6896851063;2;20.2279682159;12.5;5;32.4461064339;
19;2;20.8936882019;12.5;4;26.7625159025;2;21.3003730774;12.5;6;33.2319602966;
20;2;21.9155387878;12.5;4;26.8372021914;2;21.477191925;12.5;6;34.0360612869;
21;2;22.0511608124;12.5;4;26.9136811495;2;21.6581134796;12.5;6;34.8460483551;
22;2;22.0741043091;12.5;4;26.9918802977;2;21.8403606415;12.5;6;35.6488904953;
23;2;22.0975646973;12.5;4;27.0717172623;2;22.0209999084;12.5;7;36.4317016602;
24;2;22.121515274;12.5;4;27.1531002522;2;22.1971321106;12.5;8;37.1825695038;
25;2;22.1459293365;12.5;5;27.2359278202;2;22.3660774231;12.5;8;37.8912820816;
26;2;22.1707782745;12.5;5;27.320089817;2;22.5255393982;12.5;8;38.5498609543;
27;2;21.5;13.4280357361;5;27.4054670334;2;22.6737174988;12.5;8;39.1528482437;
28;2;21.5;13.4621868134;5;27.4919323921;2;22.8093910217;12.5;9;39.6973295212;
29;2;21.5;13.4967727661;5;27.5793509483;2;22.9319000244;12.5;10;40.1827335358;
30;2;20.2738056183;13.5;5;27.6675815582;2;20.9319000244;13.5;10;40.6104717255;
31;2;19.3002738953;14.5;5;27.7564766407;2;19.9319000244;13.5;10;40.9834880829;
32;2;18.3269424438;15.5;5;27.8458836079;2;19.9319000244;14.5;10;41.3057975769;
33;2;17.3537654877;16.5;5;27.9356460571;2;19.2938041687;15.5;11;41.5820503235;
34;2;16.3806934357;17.5;5;28.0256047249;3;18.3559608459;16.5;6;56.8171749115;
35;2;15.4076814651;18.5;5;28.1155982018;3;18.783864975;17.5;6;57.75;
36;2;14.9346790314;19.5;6;28.2054646015;3;18.783864975;16.5;6;58.4193744659;
37;2;14.9616394043;20.5;6;28.2950425148;3;18.783864975;16.5;6;59.0072898865;
38;2;14.9885129929;21.5;6;28.3841719627;3;20.0;16.5;6;59.5162696838;
39;2;16.0152511597;19.5;6;28.4726960659;3;22.0;16.5;7;59.9513263702;
40;2;15.041809082;20.5;6;28.5604617596;3;24.0;17.5;7;60.3190898895;
41;2;15.0681381226;21.5;6;28.647320509;3;25.625;18.5;7;60.6270179749;
42;2;16.0941963196;19.5;7;28.7331302166;3;26.625;19.5;8;60.8827629089;
43;2;15.1199388504;20.5;7;28.8177554607;5;27.2898292542;20.5;6;61.0;
44;2;15.1453266144;21.5;8;28.9010682106;5;28.3250007629;20.5;7;61.0;
45;2;16.1703205109;19.5;8;28.9829490185;5;29.3250007629;21.5;7;61.0;
46;2;15.1948852539;20.5;8;29.0632872581;5;30.3250007629;23.5;6;61.0;
47;2;15.0;19.5;8;29.1419816017;5;31.1500015259;25.5;6;61.0;
48;2;16.0;19.5;8;29.218940258;5;31.1500015259;27.5;6;61.0;
49;2;17.0;20.5;8;29.2940821648;5;31.1500015259;27.5;6;62.0;
50;2;19.0;21.5;9;29.3673357964;5;32.1500015259;28.5;7;62.0499999523;
51;2;19.0;22.5;9;29.4386396408;5;33.1500015259;29.5;6;63.1019749641;
52;2;20.0;23.5;9;29.5079426765;5;34.480594635;31.5;7;63.1859499216;
53;2;21.0;24.3031768799;9;29.5752038956;5;35.4967842102;33.5;7;63.2725356817;
54;2;22.5;22.5;9;29.6403913498;5;35.8317604065;35.5;7;63.361739397;
55;3;22.8921165466;22.5;9;29.7034826279;5;35.8585243225;36.5;8;63.4535605907;
56;3;22.9110450745;22.5;9;29.7644639015;5;35.8860702515;37.5;8;63.547990799;
57;3;21.5;23.5;9;29.8233304024;5;35.9143943787;37.5;8;63.6450130939;
58;3;21.5;24.4293327332;10;29.8800849915;6;33.9435043335;38.5;7;63.7446011305;
59;3;21.5;24.4520339966;11;29.9347376823;6;32.9733810425;39.5;7;63.8467193842;
60;4;21.5;24.4738960266;10;29.9873056412;6;32.1790161133;40.5;7;63.9513223171;
61;4;22.5;22.5;10;30.0;6;32.210395813;41.5;8;64.0583539009;
62;4;21.5;23.5;12;30.0;6;32.2425041199;42.5;8;64.1677476168;
63;4;21.5;24.5;12;30.0;6;32.2753219604;43.5;8;66.543035984;
64;4;21.5;22.5;12;30.0;6;32.7089118958;45.0;7;68.5137060881;
65;4;21.5;23.5;12;30.0;7;33.0655212402;46.3899993896;8;71.1301370859;
66;4;21.5;24.5;12;31.0;7;33.7443122864;48.6872596741;7;72.5071940422;
67;4;22.5;25.5;12;31.0399999619;7;36.5920715332;47.9097442627;7;73.4781326056;
68;4;23.5;26.5;13;31.0811839104;7;36.0427589417;48.9097442627;7;73.9689598083;
69;4;23.5;27.5;13;31.1235535145;7;36.1040725708;49.9097442627;8;74.3586325645;
70;4;23.5;28.5;13;31.1671074629;8;31.9367980957;54.7746276855;7;74.5734778643;
71;4;23.5;29.5;12;31.211841464;8;29.5593833923;56.8033180237;6;74.7933580875;
72;4;23.5;30.1059207916;13;31.2577478886;8;30.2973899841;56.9097442627;7;75.0181106329;
73;5;23.5;30.1288738251;12;32.3048160076;8;30.105430603;58.9097442627;7;75.2475500107;
74;5;24.5;31.1524085999;12;32.4430314302;8;29.3581237793;56.9097442627;8;76.4814670086;
75;5;25.5;30.1765155792;12;33.6274557114;8;31.4015350342;57.9097442627;8;76.7796293497;
76;5;25.7999992371;31.714717865;12;34.6045136452;8;33.4460906982;58.9097442627;9;77.0847450495;
77;5;26.0340003967;33.14453125;11;35.4092874527;9;34.1950836182;59.9097442627;7;77.3966046572;
78;5;26.2123565674;35.4832229614;12;36.0782421827;9;34.4607810974;61.0;9;77.7149677277;
79;5;27.3458442688;35.6971969604;12;37.4969552755;9;32.4623298645;64.0;9;78.039562583;
