Turn;Planet_count_KI_1_SP_REPLICON;Research_KI_1_SP_REPLICON;Industry_KI_1_SP_REPLICON;Ships_KI_1_SP_REPLICON;Population_KI_1_SP_REPLICON;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;6.0;14.0;4;20.0;1;13.0;10.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;13.0;10.0;5;20.0;
3;1;8.0;12.0;6;20.0;1;13.0;10.0;5;20.0;
4;1;8.0;11.0;6;20.0;1;14.0;10.0;5;20.0;
5;1;8.0;10.0;6;20.0;1;15.0;10.0;5;20.0;
6;1;9.0;10.0;4;20.0;1;16.0;10.0;4;20.3999996185;
7;1;9.5;10.0;4;20.0;2;18.0;10.1999998093;3;21.7264003754;
8;1;9.5;10.0;4;20.3999996185;2;19.4358406067;10.3632001877;3;22.8694274426;
9;1;9.59000015259;10.1999998093;4;20.7264003754;2;21.0916557312;10.9097137451;3;23.8335785866;
10;1;9.66343975067;10.3632001877;4;20.9903717041;2;23.0916557312;11.3658018112;3;24.6305116415;
11;1;9.72283363342;10.4951858521;4;22.0419120789;2;25.0916557312;11.7372808456;3;25.2793427706;
12;1;9.95943069458;11.0209560394;4;22.9143505096;2;26.8188228607;12.0336990356;4;25.8024992943;
13;1;11.7228336334;11.4571752548;4;23.6214065552;2;27.8536396027;12.2662630081;4;26.2225775719;
14;1;12.7228336334;11.8107032776;3;24.1832637787;2;28.8896827698;12.446267128;4;26.3921557665;
15;1;13.7228336334;12.0916318893;3;24.6226100922;2;29.9269485474;12.5;4;26.4563041925;
16;1;14.7228336334;12.3113050461;3;24.9617595673;2;30.9654388428;12.5;4;26.5224741697;
17;1;15.7228336334;12.4808797836;3;25.0;2;32.0051422119;12.5;4;26.5906432867;
18;1;16.7228336334;12.5;4;25.0;2;32.9543838501;12.5;4;26.6607804298;
19;2;18.625;12.8000001907;3;26.0;2;32.9964675903;12.5;5;26.7328453064;
20;2;19.625;12.5;3;26.0900000334;2;33.0397071838;12.5;5;26.8067884445;
21;2;19.8702507019;12.5;3;26.1871190071;2;33.084072113;12.5;5;26.8825509548;
22;2;19.8921012878;12.5;3;26.2917383909;2;33.1295318604;12.5;5;26.9600640535;
23;2;19.9156417847;12.5;3;26.4042263031;2;33.1760368347;12.5;5;27.0392494202;
24;2;19.9409503937;12.5;4;26.5249304771;2;33.2235488892;12.5;5;27.120018959;
25;2;19.9681091309;12.5;4;26.6541694403;2;33.2720108032;12.5;5;27.2022752762;
26;2;19.625;13.1616678238;5;26.7922235727;2;33.3213653564;12.5;5;27.2859115601;
27;2;19.625;13.2168893814;5;26.9393253326;2;33.371547699;12.5;5;27.3708124161;
28;2;20.0613479614;12.5;5;27.0956480503;2;33.4224853516;12.5;5;27.4568536282;
29;2;20.0965213776;12.5;5;27.261295557;2;33.4741134644;12.5;5;27.5439035892;
30;3;18.1337909698;13.5;3;27.4362905025;2;33.5263442993;14.5;5;27.6318233013;
31;3;17.1731643677;14.5;3;27.6205644608;2;33.5790939331;16.5;6;27.7204678059;
32;3;16.2146263123;15.5;3;27.8139474392;2;33.6322822571;18.5;6;27.8096864223;
33;3;15.2581386566;16.5;3;28.016159296;2;33.6858139038;20.5;6;27.8993241787;
34;3;14.6786355972;17.5;3;28.2268030643;2;33.7395935059;22.5;7;27.989222765;
35;3;14.7260303497;18.5;3;28.445360899;2;33.7935333252;22.5;7;28.079221487;
36;3;14.7752056122;19.5;3;28.6711919308;2;33.8475341797;22.5;7;28.1691586971;
37;3;14.8260183334;20.5;4;28.9035346508;2;33.9014968872;22.5;8;28.258872509;
38;3;14.8782958984;21.5;4;29.141512394;2;33.9553222656;22.5;8;28.348202467;
39;3;14.9318408966;22.5;4;29.3841423988;2;34.0089225769;22.5;9;28.4369900227;
40;3;14.9864320755;23.5;4;29.6303496361;2;34.0621948242;22.5;9;28.5250804424;
41;3;15.0418281555;24.5;4;29.8789830208;2;34.1150474548;22.5;10;28.6123232841;
42;3;15.0977706909;25.5;5;30.1288366318;2;34.1673927307;22.5;10;28.6985738277;
43;3;15.1539878845;26.5;6;30.3786706924;2;34.2191429138;22.5;11;28.7836937904;
44;3;15.2102012634;27.5;7;30.6272368431;2;34.2702178955;22.5;11;28.867552042;
45;3;15.26612854;28.5;7;30.8733024597;2;34.3205299377;22.5;11;28.9500255585;
46;3;15.3214931488;29.5;7;31.1156759262;2;34.3700141907;22.5;11;29.0310001373;
