Turn;Planet_count_KI_1_SP_REPLICON;Research_KI_1_SP_REPLICON;Industry_KI_1_SP_REPLICON;Ships_KI_1_SP_REPLICON;Population_KI_1_SP_REPLICON;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;6.0;14.0;4;20.0;2;14.0;10.0;3;21.0;
2;1;7.0;13.0;6;20.0;2;15.0;10.0;3;21.0900000334;
3;1;8.0;12.0;6;20.0;2;16.0;10.0;3;21.1871190071;
4;1;8.0;11.0;6;20.0;2;17.7122707367;10.0;3;21.2917383909;
5;1;8.0;10.0;6;20.0;2;18.7750434875;10.0;3;21.4042263031;
6;1;9.0;10.0;6;20.0;2;19.8425350189;10.0;3;21.9389723539;
7;1;9.5;10.0;6;20.0;2;20.9233837128;10.1999998093;3;22.4109756947;
8;1;9.5;10.0;6;20.3999996185;2;21.4465866089;10.3632001877;3;23.7114653587;
9;1;9.59000015259;10.1999998093;6;20.7264003754;2;23.4465866089;10.9097137451;3;24.8527286053;
10;1;9.66343975067;10.3632001877;6;20.9903717041;2;25.4465866089;11.3658018112;3;25.8476524353;
11;2;9.72283363342;10.9951858521;4;23.0419120789;2;26.8596954346;11.7372808456;3;26.7164058685;
12;2;9.95943069458;11.0209560394;4;23.964350462;2;28.0252456665;12.0336990356;3;27.4822225571;
13;2;11.7228336334;11.4571752548;4;25.6399559975;2;29.205657959;12.2662630081;3;28.168181181;
14;2;13.7228336334;12.2689905167;4;27.0342000723;2;30.4012298584;12.446267128;3;28.6269388199;
15;2;15.7228336334;12.939125061;4;28.1568318605;2;31.6120033264;12.5;4;29.0031633377;
16;2;16.7228336334;13.4724435806;3;29.0380568504;3;32.8377380371;12.5;3;29.4033532143;
17;2;17.7228336334;13.8840417862;3;29.7178874016;3;34.0778503418;12.5;3;29.8259272575;
18;2;18.7228336334;14.1939220428;4;30.2376567125;3;34.8955574036;12.5;3;30.268661499;
19;2;19.7228336334;14.422750473;4;30.4563041925;3;35.1611976624;12.5;4;30.7286863327;
20;2;20.5249996185;14.5;4;30.5224741697;3;35.437210083;12.5;4;31.2025241852;
21;2;20.5249996185;14.5;4;30.5906432867;3;35.7215156555;12.5;4;31.6861643791;
22;2;20.5249996185;14.5;4;30.6607804298;3;36.0116996765;12.5;4;32.1751794815;
23;2;20.5249996185;14.5;4;30.7328453064;3;36.3051071167;12.5;4;32.6648726463;
24;2;20.5249996185;14.5;6;30.8067884445;3;36.5989227295;12.5;4;33.1504516602;
25;3;20.5249996185;14.5;5;30.8825509548;3;36.8902702332;12.5;4;33.6272163391;
26;3;20.5249996185;14.5;5;30.9600640535;3;37.1763305664;12.5;4;34.0907382965;
27;3;20.5249996185;14.5;5;31.0392494202;3;37.4544448853;12.5;5;34.5370264053;
28;3;20.5249996185;14.5;6;31.120018959;4;37.7222137451;14.5;4;34.9626617432;
29;3;18.5249996185;15.5;7;31.2022752762;4;37.977596283;16.5;4;35.3648881912;
30;3;17.5249996185;16.5;7;31.2859115601;4;38.2189331055;18.5;4;35.7416639328;
31;3;16.5249996185;17.5;7;31.3708124161;4;38.4449996948;20.5;4;36.0916633606;
32;3;15.5249996185;18.5;7;31.4568536282;4;38.6549987793;22.5;4;36.4142465591;
33;3;14.5249996185;19.5;8;31.5439035892;4;38.8485488892;22.5;5;36.7093906403;
34;3;14.0;20.5;9;31.6318233013;4;39.0256347656;22.5;5;36.9776067734;
35;3;14.0;21.5;9;31.7204678059;4;39.1865615845;22.5;4;37.2198410034;
36;3;14.0;22.5;10;31.8096864223;4;39.331905365;22.5;4;37.4373731613;
37;3;14.0;23.5;11;31.8993241787;4;39.4624252319;22.5;4;37.6317224503;
38;3;14.0;24.5;11;31.989222765;4;39.5790328979;22.5;4;38.8045597076;
39;3;14.0;25.5;12;32.079221487;4;40.6827354431;23.5;4;38.9876301289;
40;3;14.0;26.5;13;32.1691586971;4;41.7745780945;24.5;5;39.0605909824;
41;4;14.0;27.5;9;47.258872509;4;42.4363555908;25.5;5;39.091766119;
42;4;15.0;28.5;11;48.098202467;4;42.4550590515;26.5;6;39.1235172749;
43;4;16.0;29.5;12;48.8563644886;5;42.4741096497;27.5;7;39.1558350325;
44;4;17.0;30.5;13;49.5323703289;5;41.7999992371;27.5;8;40.590267539;
45;4;18.0;31.5;15;50.128592968;5;43.3541603088;28.0;8;41.7653539181;
46;4;19.0;32.5;16;50.649900198;5;44.059211731;28.3899993896;8;42.7172263861;
47;4;20.0;33.5;16;51.10278368;5;44.6303367615;28.6872596741;8;43.4840843678;
48;4;20.1217956543;34.5;18;51.4945700169;5;45.0904502869;28.9097423553;8;43.9537234306;
49;4;21.191078186;32.5;19;51.8327884674;5;45.3722343445;29.0;9;44.2130205631;
50;4;22.2486209869;33.5;19;52.0310001373;5;43.4023361206;30.0;11;45.4455145597;
51;4;23.2749996185;34.5;19;51.7103710175;5;43.43309021;32.0;11;45.6483767033;
52;4;24.2749996185;35.5;19;51.4280409813;5;43.4644851685;34.0;11;45.8165900707;
53;4;25.2749996185;36.5;20;51.1799273491;5;42.2703781128;37.0;12;45.9963347912;
54;4;26.2749996185;37.5;20;50.9623527527;5;41.3456192017;40.0;12;46.1882362366;
55;4;26.4904899597;37.5;21;50.7720117569;5;40.4275856018;43.0;12;46.3928937912;
56;4;26.4314403534;37.5;22;50.6059327126;5;39.516658783;45.0;12;46.6108640432;
57;4;26.3782978058;37.5;22;50.4614477158;5;38.8747444153;47.0;13;46.8426421881;
58;4;26.3304672241;37.5;23;50.3361582756;5;38.9790878296;48.938747406;16;47.0886410475;
59;4;26.2874202728;36.6528587341;24;50.2279109955;6;39.0915145874;49.9680595398;17;47.3491680622;
60;4;26.2486782074;35.7104034424;24;50.1347780228;6;39.2122383118;50.997718811;18;47.6244006157;
61;4;26.213809967;34.7660560608;24;50.0550289154;6;39.3414039612;52.0276947021;18;47.9143617153;
62;4;26.18242836;33.81980896;26;49.9871120453;6;40.4790649414;50.0579605103;18;48.2188949585;
63;4;26.1541862488;32.8716545105;26;49.92964077;6;37.7999992371;52.088470459;19;48.5376412868;
