Turn;Planet_count_KI_1_SP_REPLICON;Research_KI_1_SP_REPLICON;Industry_KI_1_SP_REPLICON;Ships_KI_1_SP_REPLICON;Population_KI_1_SP_REPLICON;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;6.0;14.0;4;20.0;1;13.0;10.0;4;20.0;
2;2;7.0;13.3000001907;5;21.0;1;13.0;10.0;5;20.0;
3;2;8.14999961853;12.0;5;21.1200000048;1;13.0;10.0;5;20.0;
4;2;8.16800022125;11.0;5;21.2530560493;1;14.0;10.0;5;20.0;
5;2;8.18795871735;10.0;5;21.4002518654;1;15.0;10.0;4;20.0;
6;2;9.31505680084;10.0;5;21.5626775026;2;16.6000003815;10.0;3;21.3999996185;
7;2;9.85160255432;10.0;5;21.7414059639;2;17.6000003815;10.1999998093;2;21.7264003754;
8;2;9.89181613922;10.0;5;22.3548774719;2;18.0358409882;10.3632001877;2;22.8494274616;
9;2;10.0298480988;10.1999998093;5;22.9167456627;2;18.7096557617;10.9097137451;2;23.7921946049;
10;2;10.1562671661;10.3632001877;5;23.4393892288;2;20.7096557617;11.3658018112;2;24.5663278103;
11;2;10.2738628387;10.4951858521;5;24.8717758656;2;22.7096557617;11.7372808456;2;25.1909153461;
12;2;10.5961503983;11.0209560394;4;26.1735084057;2;23.0916557312;12.0336990356;3;25.6883610487;
13;2;12.4561443329;11.4571752548;4;27.3609917164;2;24.0916557312;12.2662630081;3;26.0812431574;
14;2;14.4561443329;11.8107032776;4;28.4561290741;2;25.0916557312;12.446267128;3;26.2221269608;
15;2;16.4561443329;12.0916318893;4;29.4820175171;2;26.8249320984;12.5;3;26.2560760975;
16;2;16.7228336334;13.3113050461;4;30.4597220421;2;27.8453006744;12.5;3;26.2905418873;
17;2;18.7228336334;12.4808797836;4;31.1853199005;2;28.8659801483;12.5;3;26.3255085945;
18;2;20.1145305634;12.5;5;31.9160957336;2;29.7953052521;12.5;3;26.3609591722;
19;2;21.1811218262;12.5;5;32.6826691628;2;29.816576004;12.5;4;26.3968753815;
20;2;21.3535995483;12.5;5;33.475315094;2;29.8381252289;12.5;6;26.4332377911;
21;2;19.625;13.5;5;34.2825622559;2;29.8599433899;12.5;6;26.4700255394;
22;2;19.625;14.5;5;35.0917634964;2;29.8820152283;12.5;7;26.5072168112;
23;3;20.625;12.5;4;35.8898439407;2;29.9043292999;12.5;7;26.5447884798;
24;3;21.625;12.5;4;36.6641292572;2;29.9268722534;12.5;7;26.5827163458;
25;3;19.625;13.5;6;37.4031534195;3;29.9496307373;12.5;6;26.6209751368;
26;4;18.625;13.5;5;38.0973386765;3;29.9725856781;12.5;6;26.6595385075;
27;4;18.625;14.5;5;38.7394571304;3;29.9957237244;12.5;6;26.6983793974;
28;4;17.625;13.5;4;39.3248329163;3;30.01902771;12.5;6;26.7374696732;
29;4;18.625;14.5;4;39.8512945175;3;30.0424823761;12.5;6;26.7767804861;
30;4;19.625;15.5;4;40.3189182281;3;27.0;14.3883905411;6;26.8162822723;
31;4;19.625;16.5;5;41.729631424;3;28.0;13.4081411362;5;26.8559447527;
32;4;19.625;15.5;5;42.1767519712;3;26.0;14.4279727936;5;26.8957372904;
33;4;20.625;15.5;5;42.5816502571;3;28.0;16.4279727936;5;26.9356285334;
34;4;21.1295261383;15.5;5;42.9494780302;3;29.1613769531;18.4279727936;5;26.9755871296;
35;4;20.1739883423;14.5;6;43.2855567932;3;30.1853523254;20.4279727936;6;27.015581131;
36;5;19.2217960358;14.5;5;43.5249304771;3;30.2093486786;22.4279727936;6;27.0555787086;
37;5;19.6480960846;15.5;5;43.6541694403;3;30.2333469391;22.5;6;27.0955479145;
38;5;20.7030220032;16.5;5;43.7922235727;3;30.2573280334;22.5;8;27.135456562;
39;5;21.7616958618;17.5;5;43.9393253326;3;30.2812728882;22.5;8;27.17527318;
40;5;22.824213028;18.5;5;44.0956480503;3;30.3051643372;22.5;7;27.2149660587;
41;5;23.8906497955;19.5;6;44.261295557;4;32.7719726562;23.5;6;28.2545039654;
42;6;24.186050415;20.5;5;44.4362905025;4;34.803604126;24.5;7;28.3338561058;
43;6;24.2604236603;21.5;5;44.6205644608;4;36.6670837402;25.5;7;29.4141764641;
44;6;24.3387413025;22.5;5;44.8139474392;4;38.7313423157;27.5;7;29.5254371166;
45;6;23.4209289551;22.5;5;45.016159296;4;40.7963485718;29.5;7;29.6381992102;
46;6;23.5068683624;23.5;6;45.2268030643;4;40.8620872498;30.5;9;29.7524231672;
47;6;25.5963916779;24.5;6;46.445360899;5;40.928527832;31.5;8;29.8680663109;
48;6;28.6892776489;26.5;6;46.6711919308;5;40.995639801;32.5;8;29.9850825071;
49;6;31.7852573395;29.5;7;46.9035346508;5;41.0634002686;33.3090858459;10;30.1034215689;
50;6;32.8840026855;30.5;7;47.141512394;5;41.1317710876;33.3320960999;10;30.2619771957;
51;6;33.9851417542;31.5;9;47.3841423988;5;41.2223701477;33.3638076782;10;31.4504805803;
52;7;35.0882606506;32.5;10;47.6303496361;5;42.1359939575;33.8963394165;11;32.4232120514;
53;7;36.1928977966;32.5;10;47.8789830208;5;42.8760795593;34.3196792603;11;34.2145901918;
54;7;37.2985649109;32.5;11;48.1288366318;5;44.4701652527;34.6872596741;12;34.9404342175;
55;7;38.0297546387;32.5;11;48.3786706924;6;45.9469299316;35.9097442627;11;35.4544425011;
56;7;38.1359329224;32.5;11;48.6272368431;6;44.1653289795;38.0;13;35.8054494858;
57;7;38.2415733337;32.5;11;48.8733024597;6;41.9643211365;40.4844970703;13;36.1748842001;
58;7;36.3461532593;33.5;11;49.1156759262;6;43.0432357788;40.5146446228;13;36.5636297464;
59;7;35.4491615295;34.5;12;50.353228569;6;41.1245079041;42.385509491;13;36.9725114107;
60;7;35.5501213074;36.5;12;50.6249160767;6;42.2080497742;41.5102119446;13;37.4022631645;
61;7;35.6485900879;38.5;13;50.8909802437;6;43.2937507629;41.6435394287;13;38.853489399;
62;7;34.7441635132;40.5;13;51.1505963802;6;42.3814849854;43.7858963013;13;39.4166224003;
63;7;33.8364944458;42.5;13;51.4030612707;6;44.4711074829;43.9376106262;14;40.0089921951;
64;7;34.1963005066;44.5;13;53.4535022974;8;45.5624694824;45.0989227295;12;50.6309213638;
65;7;34.2410354614;46.8646278381;14;55.1844416857;8;44.6553878784;48.2699279785;12;51.7823982239;
66;7;35.2391738892;47.3899993896;15;56.634704113;8;46.7496795654;49.450592041;13;52.935521841;
67;8;33.7906112671;47.3565368652;13;57.8471323252;8;47.8451461792;51.4031600952;12;54.0863705873;
68;9;33.8921508789;47.4108505249;9;68.715221405;8;45.941570282;53.6669044495;12;55.2315658331;
69;9;34.6424827576;48.0;10;69.8318952322;8;47.038734436;53.9434661865;13;56.3682148457;
70;9;34.0789833069;49.0698394775;10;70.8051954508;8;48.1364097595;55.2320976257;13;58.4938161373;
71;9;35.8909912109;49.0999145508;10;71.5584344864;8;47.2343597412;58.531829834;14;59.6261487007;
72;9;37.2434577942;53.0999145508;9;72.2696444988;8;49.3323440552;59.8414268494;15;60.7433590889;
73;9;39.3173370361;57.0999145508;10;72.937959671;9;50.4301261902;62.1594390869;15;61.8434728384;
74;10;41.3857917786;60.0999145508;9;73.563511014;9;49.5274658203;63.5462722778;15;62.9245342016;
75;10;42.9674835205;63.0999145508;11;74.1472747326;9;49.6241226196;65.8542098999;16;63.9845750332;
76;10;43.486579895;66.0999145508;11;74.6909043789;9;50.7198753357;68.6976318359;16;65.0186940432;
77;10;43.6573600769;68.2899169922;12;75.1965568066;9;50.8144989014;66.8325195312;18;65.8952021599;
78;10;43.8106918335;70.0080947876;13;75.6144372225;10;49.9077758789;67.2296524048;17;66.71428895;
79;10;43.9254989624;71.1189575195;13;75.9565523863;10;50.9995155334;70.4732894897;16;67.522954464;
80;10;44.0069694519;72.2317657471;13;77.277400136;10;51.0895233154;68.2882537842;14;68.317600131;
81;10;45.0783576965;74.3463668823;15;77.5433872938;10;50.1776351929;70.303314209;15;69.0950092077;
82;10;46.0999984741;76.4625701904;15;77.7633495331;10;51.2636871338;73.3184661865;16;69.8523895741;
83;10;46.5772590637;78.5801773071;16;77.9879922867;10;52.3475456238;75.4407501221;19;70.5873888731;
84;10;47.6053085327;77.6989974976;16;78.2170786858;10;52.4290847778;76.6685180664;19;73.0900239944;
85;10;46.6346702576;79.8188095093;18;78.4503507614;10;51.7499465942;77.4908752441;20;75.6364582777;
86;10;46.6653709412;80.9393997192;18;78.6875303984;11;52.0789146423;79.3107910156;19;78.1935898066;
87;11;47.6974258423;79.0605316162;17;78.9283205271;11;50.413520813;83.1114501953;19;80.7286604643;
88;11;46.730846405;80.1819610596;18;79.1724071503;11;51.751083374;84.4418563843;21;84.2113860846;
89;11;46.7656440735;81.3034744263;18;79.4194606543;11;54.0887985229;87.30128479;22;86.6456315517;
90;11;46.8018112183;84.1552581787;18;79.6691378355;11;55.4238128662;86.3635864258;23;88.9810249805;
91;11;46.8393516541;85.3246002197;19;79.9210833311;11;54.753326416;89.4281311035;24;91.2020937204;
92;12;46.8782424927;86.4930343628;19;80.174932003;11;56.0746994019;93.4948425293;27;93.2986216545;
93;13;46.9184684753;87.6602325439;18;81.4303107262;11;56.3855171204;92.5637054443;29;95.2650247812;
94;13;47.9599990845;89.8258895874;19;81.7068388462;11;55.6836662292;94.6346282959;29;97.0995570421;
95;13;49.0027961731;91.989692688;19;81.9843280315;11;56.9673957825;97.3421783447;30;98.8034977913;
96;13;50.4889030457;91.1513824463;20;82.2623838186;11;58.2353363037;92.4170074463;31;100.380424023;
97;13;49.5427474976;93.3106689453;22;83.1139301062;11;56.4865264893;94.4936065674;32;101.756935835;
98;14;49.197807312;95.9059753418;21;84.0089327097;11;57.720375061;97.5718841553;32;102.911704779;
99;14;50.7989273071;94.5252838135;22;84.9447358847;11;57.936668396;95.6516876221;33;103.993995547;
100;15;49.9407043457;96.1656799316;21;85.9179202318;11;57.1354980469;97.1046142578;35;105.004908562;
