Turn;Planet_count_KI_1_SP_REPLICON;Research_KI_1_SP_REPLICON;Industry_KI_1_SP_REPLICON;Ships_KI_1_SP_REPLICON;Population_KI_1_SP_REPLICON;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;6.0;14.0;4;20.0;1;13.0;10.0;4;20.0;
2;1;7.0;13.0;4;20.0;1;13.0;10.0;5;20.0;
3;1;8.0;12.0;4;20.0;1;13.0;10.0;5;20.0;
4;1;8.0;11.0;4;20.0;1;14.0;10.0;5;20.0;
5;1;8.0;10.0;4;20.0;1;15.0;10.0;5;20.0;
6;1;9.0;10.0;4;20.0;1;16.0;10.0;5;20.3999996185;
7;1;9.5;10.0;4;20.0;2;17.6000003815;10.1999998093;4;21.7264003754;
8;1;9.5;10.0;4;20.3999996185;2;18.0358409882;10.3632001877;4;22.9494274855;
9;1;9.59000015259;10.1999998093;4;20.7264003754;2;18.7696552277;10.9097137451;4;24.0070346594;
10;1;9.66343975067;10.3632001877;4;20.9903717041;2;20.7696552277;11.3658018112;4;24.9122858047;
11;1;9.72283363342;10.4951858521;4;22.0419120789;2;22.7696552277;11.7372808456;4;25.6857330799;
12;1;9.95943069458;11.0209560394;4;22.9143505096;2;24.0626564026;12.0336990356;5;26.3512378931;
13;2;11.7228336334;11.7571754456;3;24.6214065552;2;25.182882309;12.2662630081;5;26.9327886105;
14;2;13.7228336334;11.8107032776;3;25.3132637739;2;26.3158073425;12.446267128;5;27.2842636108;
15;2;15.7228336334;12.0916318893;2;25.8980411291;2;27.4622135162;12.5;5;27.5518820286;
16;2;17.0098056793;12.3113050461;2;26.3994836807;2;28.6227855682;12.5;5;27.8440244198;
17;2;18.0463218689;12.4808797836;4;26.6183350086;2;29.7980709076;12.5;5;28.1613030434;
18;3;19.0869598389;12.5;3;26.8187118769;2;30.8967819214;12.5;5;28.5039470196;
19;3;20.0342102051;12.5;3;27.0402543545;2;31.1023674011;12.5;5;28.871723175;
20;3;20.0840568542;12.5;3;27.2842636108;2;31.3230342865;12.5;5;29.263862133;
21;3;20.1389598846;12.5;6;27.5518820286;2;31.5583171844;12.5;7;29.6789975166;
22;4;20.1991729736;12.5;3;42.8440244198;2;31.8073997498;12.5;7;30.1151270866;
23;4;20.625;13.5;4;43.9113030434;2;32.0690765381;12.5;7;30.5695996284;
24;4;22.3362922668;12.5;4;44.9233214855;2;32.341758728;12.5;7;31.0391392708;
25;4;22.625;13.5;4;45.8790130615;2;32.6234817505;12.5;8;31.5199065208;
26;4;23.625;14.0486888885;4;46.7801318169;3;32.911945343;12.5;7;32.007601738;
27;4;24.625;14.2055444717;4;47.6303238869;3;33.2045593262;12.5;7;32.4976010323;
28;4;24.625;13.5;4;48.4342169762;3;33.4985618591;12.5;7;32.9851250648;
29;5;24.7759037018;14.5;2;57.6714301109;3;33.7910766602;12.5;7;33.465420723;
30;5;25.4662647247;15.5;2;58.8649640083;3;31.7910747528;13.5;7;33.9339466095;
31;5;25.6486358643;16.5;4;59.9152131081;3;32.7910766602;15.5;5;34.3865451813;
32;6;25.1669788361;17.5;3;60.8355331421;3;33.7910766602;17.5;5;34.8195896149;
33;6;25.2767105103;18.5;3;61.735560894;3;34.7910766602;19.5;5;35.2300891876;
34;6;23.7000007629;20.5;4;62.6082415581;3;35.138053894;21.5;5;35.6157541275;
35;6;23.7000007629;22.5;4;63.4472675323;3;35.3694534302;22.5;6;35.9750175476;
36;6;23.7000007629;24.5;4;64.2472419739;3;35.5850105286;22.5;6;36.307009697;
37;6;23.7000007629;26.5;4;65.0037956238;3;35.7842063904;22.5;6;36.6115064621;
38;6;23.7000007629;28.5;5;65.7136497498;3;35.9669036865;22.5;6;36.8888463974;
39;6;23.7000007629;30.5;5;66.374630928;3;36.1333084106;22.5;6;37.1398382187;
40;6;23.7000007629;32.5;6;66.9856328964;3;36.2839050293;22.5;6;37.3656587601;
41;6;23.7000007629;33.9310264587;5;67.5465402603;3;36.4193954468;22.5;8;38.5677556992;
42;6;23.7000007629;35.182510376;6;68.0581140518;3;37.5406532288;23.5;7;38.7677569389;
43;7;25.7000007629;33.182510376;5;85.521859169;3;38.6486549377;24.5;8;38.9475855827;
44;7;28.7000007629;34.5;6;86.5688467026;3;39.3685531616;25.5;9;39.0605818033;
45;7;31.3749904633;36.5;8;87.4068136215;3;39.4363479614;26.5;9;39.0811508894;
46;7;33.4314651489;38.5;8;88.1318750381;3;39.4486923218;27.5;10;39.1018965244;
47;8;35.4822731018;40.5;8;88.7531690598;4;39.4611358643;27.5;9;50.6228116751;
48;8;37.1527442932;40.5;9;89.2813053131;4;39.7999992371;28.5;9;52.6663889885;
49;9;38.1932449341;39.5;7;89.7273874283;4;42.3203315735;30.0;10;54.4076497555;
50;9;37.1932449341;39.5;7;90.0;4;43.010761261;31.3899993896;9;55.8782880306;
51;9;38.1932449341;39.5;7;90.0;4;43.5666503906;32.6872596741;9;57.1139775515;
52;9;39.1932449341;40.5;7;90.0;5;44.0109176636;33.9097442627;9;58.0017739534;
53;9;39.25;41.5;8;90.0;6;43.5384597778;35.0;9;58.6293551922;
54;9;39.1500015259;42.5;9;90.0;6;43.6639328003;36.0;9;59.1822985411;
55;9;36.5250015259;44.5;10;92.0;6;41.6639328003;38.6366577148;9;59.5557174683;
56;9;37.5999984741;48.5;10;92.1100000143;6;40.6639328003;40.6476516724;9;59.8432661295;
57;9;39.5999984741;52.5;11;93.3991155624;6;39.6639328003;42.6586914062;9;60.0943020582;
58;9;40.3076782227;56.5;10;94.539659977;6;38.6639328003;44.6697769165;8;60.3127297163;
59;10;40.6437225342;60.5;8;95.5439580679;7;37.6639328003;46.680896759;6;76.3841004372;
60;10;40.4941940308;64.5;8;98.8024491072;7;41.494392395;47.0;7;78.5164653063;
61;10;41.4899215698;66.5;10;101.545636058;7;42.5078125;52.0;8;79.6168168783;
62;10;41.9643974304;68.5;10;103.840281487;8;41.6639328003;57.7144393921;7;80.6176306009;
63;10;42.3714523315;70.5;10;105.555739164;8;40.7999992371;62.7256622314;8;81.5153701305;
64;10;42.6604385376;72.5;11;106.84829247;8;40.7999992371;66.9369049072;9;82.3124191761;
65;11;43.9118995667;71.5;11;107.711509943;8;40.7999992371;70.1132965088;10;83.0156145096;
66;11;43.0978393555;73.5;11;108.329027057;8;42.7112770081;69.9028549194;11;83.6346541643;
67;11;43.2182846069;75.5;12;108.71408689;9;43.7247772217;70.9421768188;10;84.1806416512;
68;12;42.3095550537;75.5;12;109.074076653;9;41.7382659912;73.1999969482;11;84.6649384499;
69;12;42.4068222046;76.5;13;109.45379591;9;41.751739502;77.8087768555;13;84.9996426105;
70;12;43.5098724365;78.5;13;109.852076888;10;41.7651977539;81.8513259888;13;85.2018604279;
71;12;43.6183624268;80.5;14;111.267304659;10;41.7786254883;87.8087768555;14;85.4103503227;
72;12;44.2999992371;81.5;15;111.727415085;11;41.7920227051;92.8087768555;13;85.6249843836;
73;13;46.2999992371;83.5;13;133.200504065;10;39.8053817749;83.8087768555;14;64.8455957174;
74;13;48.2999992371;86.5;15;133.683681011;11;39.8186950684;87.8087768555;13;65.0719773769;
75;13;50.2999992371;89.5;14;134.173732042;11;40.8319625854;88.0970153809;12;65.3038814068;
76;13;52.2999992371;89.5;16;134.667207003;11;39.8451690674;92.8087768555;14;65.5410183668;
77;13;52.2999992371;92.5;18;135.160526276;11;38.7999992371;97.8087768555;15;65.7830574512;
78;13;53.3160514832;98.5;18;135.650094867;12;39.7999992371;100.808776855;14;66.0296270847;
79;13;54.9650115967;101.5;18;136.132423401;12;38.7999992371;105.808776855;21;66.2803162336;
80;13;55.813243866;104.5;20;136.604242921;12;39.7999992371;108.808776855;23;66.5346767902;
81;13;56.8604240417;109.5;21;137.062605739;12;41.910194397;105.974105835;24;66.7922258377;
82;13;58.9062614441;111.5;22;137.504964948;12;41.922958374;107.056266785;25;67.052448988;
83;13;58.9504966736;116.5;23;137.929234028;13;42.9356307983;108.139503479;30;67.3148040771;
84;13;59.9929237366;121.5;26;138.333814859;13;43.9482078552;109.223640442;28;67.5787260532;
85;13;61.1333808899;123.5;27;138.71760273;13;44.9606781006;110.308479309;29;68.2809764147;
86;13;58.1717605591;129.5;27;139.079966903;13;41.7999992371;114.301048279;24;69.0226500034;
87;13;58.1794776917;132.253601074;28;139.420712113;14;40.7999992371;115.778259277;21;84.8015065193;
88;13;57.2420692444;134.272399902;30;139.740029216;14;42.7999992371;116.281105042;21;86.66441679;
89;13;56.2740020752;136.291351318;30;140.03843081;14;42.1051330566;119.807434082;21;89.4623274803;
90;13;55.2818031311;138.31048584;28;140.31668973;15;44.1420021057;121.354476929;20;92.1997938156;
91;13;55.3316688538;140.661682129;30;140.575777173;15;46.1790847778;123.918861389;18;94.9076664448;
92;14;56.3575782776;143.688873291;29;140.816802979;15;48.216342926;127.496643066;17;97.5648318529;
93;14;57.3816795349;146.7162323;32;141.040961385;15;51.2537269592;133.083435059;19;99.2924429178;
94;15;58.404094696;149.743743896;28;141.213746309;15;54.2911911011;135.674514771;19;100.956802964;
95;15;57.4213752747;151.771392822;27;141.29182899;15;54.3286895752;141.264907837;20;102.564723372;
96;15;56.4291801453;153.799163818;27;141.369721532;15;55.3661727905;146.84967041;21;105.123608947;
97;15;56.4369697571;155.827011108;28;141.447366118;15;60.07995224;147.135543823;23;106.662099957;
98;15;58.4447364807;156.854949951;31;141.691078424;17;62.1889915466;150.413452148;22;108.087507844;
99;15;59.4691047668;157.964202881;33;141.944892645;17;64.0126190186;153.681381226;24;109.537471175;
100;17;60.4944877625;158.080001831;33;143.20868516;17;66.4321899414;156.937606812;24;111.011344671;
101;17;62.5208625793;159.202331543;34;143.52223587;17;67.3674926758;159.531829834;27;112.508895874;
102;17;63.5482215881;160.331176758;36;146.724881649;17;66.7151260376;161.995346069;28;114.03005445;
103;17;65.3044891357;162.521331787;36;149.709622383;17;66.7628326416;164.429321289;28;115.574597836;
104;17;67.8491897583;165.725723267;37;152.514188886;17;66.8104095459;166.832839966;29;117.141790032;
105;18;69.4123382568;172.94430542;36;155.149412394;17;66.8578109741;169.2056427;30;118.730017424;
106;18;73.8768768311;174.176712036;37;157.596978068;17;66.9049911499;171.547988892;29;120.336464524;
107;18;75.6138839722;179.422332764;38;159.735784173;17;71.6886138916;176.860626221;30;121.956874132;
108;18;76.9011077881;188.680236816;39;162.745466828;17;72.0822372437;182.388626099;30;123.585441351;
109;18;80.7501831055;192.044586182;39;165.406836271;17;73.858543396;187.685562134;32;125.214868784;
110;18;80.5562362671;197.432220459;40;167.773368239;17;76.0160217285;192.957458496;33;126.836581111;
111;18;80.4172134399;205.840499878;41;170.898639202;17;80.148147583;191.648681641;34;128.398393035;
112;18;82.5481109619;211.265838623;42;172.717324257;17;81.7420959473;197.664413452;35;129.746093392;
113;18;85.12159729;212.703887939;40;174.282185793;17;82.9241943359;202.794006348;33;131.077113628;
114;18;83.5116195679;220.431472778;38;175.799593925;17;87.0997619629;201.443893433;34;132.386090279;
115;18;83.8799591064;224.714553833;40;177.227129102;17;87.2734603882;205.54447937;35;133.662681937;
116;18;87.9548034668;226.575866699;41;178.598723412;17;89.4442138672;209.645568848;35;134.89809835;
117;18;91.1090698242;227.478591919;43;179.989628434;17;93.611076355;207.746932983;36;136.085283399;
118;18;95.2052459717;225.735107422;46;181.394946456;17;94.2733078003;208.848388672;37;137.218947172;
119;18;97.4232330322;226.998245239;48;182.810622811;17;94.4303207397;212.949691772;38;138.295480132;
120;18;100.582206726;228.267730713;50;184.233481646;17;98.5773620605;211.050643921;39;139.312780738;
121;18;104.738235474;227.53503418;53;185.661132693;17;97.7271728516;212.151000977;42;140.259506106;
122;18;106.819664001;227.766876221;55;187.091758251;17;98.8335418701;213.250579834;43;141.117315769;
123;18;111.00315094;227.003494263;56;188.523813844;17;100.994987488;211.34916687;43;141.917682409;
124;18;112.152389526;230.244491577;57;189.955687284;17;102.106803894;210.364578247;45;142.662370563;
125;18;115.295570374;233.25970459;58;191.385363579;17;101.236289978;215.379928589;46;143.28895998;
126;18;118.85206604;231.795684814;59;192.810142994;17;104.930801392;211.395187378;47;143.779113531;
127;18;121.959762573;229.247512817;62;194.226456523;17;102.033790588;218.771835327;47;144.24420011;
128;18;123.189407349;231.500930786;63;195.6298033;17;103.111869812;221.791244507;49;144.68401432;
129;18;125.284797668;233.756088257;63;197.01482296;17;102.208709717;227.810516357;51;145.098733425;
130;18;125.198402405;246.134185791;64;198.188786507;17;103.291755676;230.029663086;52;145.488850594;
131;18;128.245605469;248.537628174;66;199.34018445;17;105.361862183;226.048675537;52;145.855116129;
