Turn;Planet_count_KI_1_SP_REPLICON;Research_KI_1_SP_REPLICON;Industry_KI_1_SP_REPLICON;Ships_KI_1_SP_REPLICON;Population_KI_1_SP_REPLICON;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;6.0;14.0;4;20.0;2;13.3999996185;10.0;3;21.0;
2;1;7.0;13.0;6;20.0;2;13.3999996185;10.0;3;21.0599999428;
3;1;8.0;12.0;6;20.0;2;13.4239997864;10.0;4;21.1229639053;
4;1;8.0;11.0;6;20.0;2;14.6737785339;10.0;5;21.1889609098;
5;2;8.0;10.3000001907;5;21.0;2;15.7133769989;10.0;5;21.2580518723;
6;2;9.22500038147;10.0;5;21.0900000334;2;16.7548313141;10.0;4;21.7428686619;
7;2;9.74524974823;10.0;5;21.1871190071;2;17.805721283;10.1999998093;4;22.1586660147;
8;2;9.76710128784;10.0;5;21.7036092281;2;18.2952003479;10.3632001877;4;23.3744058609;
9;2;9.88331222534;10.1999998093;5;22.1564130783;2;19.0246429443;10.9097137451;4;24.4179002047;
10;2;9.98519229889;10.3632001877;5;22.557236433;2;21.0246429443;11.3658018112;4;25.3010519743;
11;2;10.075378418;10.4951858521;5;23.8035871983;2;23.0246429443;11.7372808456;4;26.0431767702;
12;2;10.3558073044;11.0209560394;5;24.8916251659;2;24.2771224976;12.0336990356;4;26.6668455601;
13;2;12.1677207947;11.4571752548;5;25.8364036083;2;25.0001087189;12.2662630081;4;27.194732666;
14;2;14.1677207947;11.8107032776;5;26.6592981815;2;25.3168392181;12.446267128;4;27.4794170856;
15;2;15.7228336334;12.8344421387;5;27.3839819431;2;25.4876499176;12.5;4;27.6658837795;
16;2;16.7228336334;13.1397161484;5;28.0334718227;2;27.5350494385;12.5;4;27.86140275;
17;2;18.4139690399;12.4808797836;5;28.407397747;2;28.6523628235;12.5;3;28.0656666756;
18;2;18.7228336334;13.5;6;28.7683298588;2;29.7749195099;12.5;3;28.2782502174;
19;2;19.625;13.6304988861;6;29.1538929939;2;30.902469635;12.5;4;28.4986059666;
20;2;20.5596256256;12.5;6;29.562889576;2;31.0991630554;12.5;4;28.7260642052;
21;2;20.6516494751;12.5;6;29.9934945107;2;31.2356376648;12.5;5;28.9598350525;
22;3;20.7485351562;12.5;5;30.4432339668;2;31.3759002686;12.5;6;29.1990156174;
23;3;20.8497276306;12.5;6;30.9089989662;2;31.5194091797;12.5;6;29.4425997734;
24;4;20.9545249939;12.5;5;31.3870959282;2;31.6655597687;12.5;7;29.6894927025;
25;4;19.625;13.5;5;31.8733391762;2;31.8136959076;12.5;7;29.9385285378;
26;4;19.625;14.5;6;32.36317873;2;31.9631175995;12.5;7;30.1884908676;
27;4;19.625;15.445271492;6;32.8518595695;2;32.1130943298;12.5;7;30.4381356239;
28;4;19.625;15.6407442093;6;33.3346033096;2;32.2628822327;12.5;7;30.6862158775;
29;4;17.625;17.6407432556;6;33.8067913055;2;32.4117279053;12.5;7;30.9315071106;
30;4;16.625;19.6407432556;6;34.2641468048;2;32.5589065552;12.5;7;31.1728301048;
31;4;15.625;21.6407432556;6;35.7028827667;2;32.7036972046;14.5;7;31.4090747833;
32;4;15.625;23.2920188904;6;36.2098273039;2;32.8454437256;16.5;7;31.6392197609;
33;4;16.0;24.5838794708;6;36.6996130943;2;32.9835319519;18.5;7;31.8623495102;
34;4;16.2671012878;25.858745575;8;38.1708563566;2;33.1174087524;20.5;7;32.0776662827;
35;4;17.2906417847;27.1153831482;8;38.6528685093;2;33.2466011047;22.5;8;32.2844991684;
36;4;18.3159503937;28.3530502319;9;39.1161944866;2;33.3707008362;22.5;10;32.4823098183;
37;4;18.5817432404;29.571472168;9;39.5613385439;2;33.4893875122;22.5;10;32.6706910133;
38;4;18.6178359985;30.7707824707;10;39.9892624617;2;33.6024131775;22.5;11;32.8493652344;
39;4;18.656042099;31.9514656067;11;40.4012755156;2;33.7096176147;22.5;12;33.0181760788;
40;4;18.6964111328;33.1142807007;11;40.7989233732;2;33.8109054565;22.5;12;33.1770820618;
41;4;19.0;33.9463768005;12;41.1838848591;2;33.90625;22.5;13;33.3261432648;
42;4;20.2749786377;33.6971893311;12;41.5578765869;2;33.9956855774;22.5;14;33.465511322;
43;4;19.0;33.6989364624;13;41.911106348;2;34.0793075562;22.5;14;33.595413208;
44;5;19.0;32.8520545959;9;57.1394560337;2;34.1572494507;22.5;14;33.7161436081;
45;5;19.0;35.0119018555;9;58.1271184683;2;34.2296867371;22.5;14;33.8280467987;
46;5;20.0;37.1782608032;10;59.0430529118;2;34.2968292236;22.5;14;33.9315071106;
47;6;21.0;39.350856781;9;59.8858885765;2;34.3589057922;22.5;14;34.0;
48;6;24.322479248;38.350856781;10;60.657487154;2;34.4000015259;22.5;14;34.0;
49;7;25.8260192871;41.7365760803;9;61.3620778322;2;34.4000015259;22.5;14;34.0;
50;7;27.8032951355;45.4778137207;9;62.0053907633;2;34.4000015259;22.5;16;35.1800003052;
51;7;28.856842041;48.4778137207;10;62.5938767195;2;35.1079978943;23.0;16;36.1270771027;
52;7;29.8692169189;48.5;10;63.1340876818;2;35.6762466431;23.3899993896;16;36.8760938644;
53;7;29.5898284912;49.5;11;63.5385215282;2;36.1256561279;23.6872596741;16;37.463435173;
54;7;30.0961685181;49.5;12;63.8272160292;2;36.478061676;23.9097423553;16;37.7747268677;
55;8;29.7789878845;51.5;12;65.1161403656;2;36.6648368835;24.0;16;37.8944940567;
56;8;30.625;51.7162284851;12;65.5340173244;3;33.6648368835;27.0;16;39.0;
57;8;32.625;52.7437438965;13;65.965015769;3;34.6648368835;28.0;16;39.1499999762;
58;8;32.0076293945;52.771396637;14;66.4093447924;3;31.6648349762;31.0;15;39.320775032;
59;8;32.0563163757;52.7991638184;14;66.867300868;3;31.6648349762;32.0;13;39.5146545172;
60;8;33.5370407104;52.5;13;67.339256525;3;33.6648368835;31.0;13;39.7340574265;
61;9;34.1706123352;53.5;13;67.8256378174;3;29.7999992371;33.0;9;39.9814370871;
62;9;32.625;51.5;13;68.3268876076;5;30.7999992371;33.0;9;40.2592060566;
