Turn;Planet_count_KI_1_SP_REPLICON;Research_KI_1_SP_REPLICON;Industry_KI_1_SP_REPLICON;Ships_KI_1_SP_REPLICON;Population_KI_1_SP_REPLICON;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;6.0;14.0;4;20.0;1;13.0;10.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;13.0;10.0;5;20.0;
3;1;8.0;12.0;6;20.0;1;13.0;10.0;5;20.0;
4;1;8.0;11.0;6;20.0;2;14.6000003815;10.0;4;21.0;
5;1;8.0;10.0;6;20.0;2;15.6000003815;10.0;4;21.0900000334;
6;2;9.0;10.5;5;21.0;2;16.6539993286;10.0;3;21.5980186462;
7;2;9.5;10.0;5;21.0399999619;2;17.7188110352;10.1999998093;3;22.0418490171;
8;2;9.5;10.0;5;22.2915847301;2;18.2251091003;10.3632001877;3;23.3017349243;
9;2;9.77000045776;10.6000003815;5;23.3627632856;2;18.9810409546;10.9097137451;3;24.3994617462;
10;2;9.998960495;11.1087999344;5;24.2587177753;2;20.9810409546;11.3658018112;3;25.3481024504;
11;2;10.1880407333;11.5289793015;5;25.9650682211;2;22.9810409546;11.7372808456;3;26.1681330204;
12;2;10.5481967926;12.329325676;5;27.3957469463;2;24.3520965576;12.0336990356;4;26.8832330704;
13;2;12.1880407333;12.9878778458;5;28.5629104376;2;25.50207901;12.2662630081;4;27.5170819759;
14;2;14.1880407333;13.5105419159;5;29.4982562065;2;26.6663837433;12.446267128;4;27.923101902;
15;2;16.188041687;13.9130096436;5;30.242448926;2;27.8455162048;12.5;4;28.2468910217;
16;2;17.188041687;14.2154760361;5;30.8368779421;2;29.0397911072;12.5;4;28.5960328579;
17;2;18.188041687;14.4385232925;6;31.1174051762;2;30.2492752075;12.5;4;28.9701628685;
18;2;19.188041687;14.5;6;31.284311533;2;31.3820972443;12.5;4;29.3683638573;
19;2;20.188041687;14.5;6;31.4605619907;2;31.6210174561;12.5;5;29.7891087532;
20;2;20.5249996185;14.5;6;31.6460745335;2;31.8734664917;12.5;5;30.2302284241;
21;2;20.5249996185;14.5;6;31.8406648636;2;32.1381378174;12.5;4;30.6889076233;
22;2;20.5249996185;14.5;7;32.0440375805;2;32.4133453369;12.5;4;31.1617178917;
23;3;20.5249996185;14.5;6;32.2557797432;3;32.6970291138;12.5;3;31.6446905136;
24;3;20.5249996185;14.5;6;32.4753568172;3;32.9868164062;12.5;3;32.1334280968;
25;3;20.5249996185;14.5;6;32.7021114826;3;33.2800559998;12.5;3;32.6232500076;
26;3;20.5249996185;14.5;6;32.9352662563;3;33.5739517212;12.5;4;33.1093654633;
27;3;20.5249996185;15.5;6;33.1739296913;4;33.8656196594;12.5;3;33.587059021;
28;3;20.5249996185;16.5;6;33.0171060562;4;34.1522369385;12.5;3;34.0518712997;
29;3;19.5188484192;15.5;6;32.9037079811;4;34.4311218262;12.5;3;34.4997692108;
30;3;18.5743331909;16.5;6;32.8285775185;4;34.6998596191;12.5;3;34.927280426;
31;3;17.6303291321;17.5;6;32.7869019508;4;34.9563674927;14.5;3;35.3315906525;
32;3;16.6865615845;18.5;6;32.7741980553;4;35.1989517212;16.5;3;35.7105960846;
33;3;15.7427530289;19.5;7;32.7863020897;4;35.4263572693;18.5;3;37.0629110336;
34;3;14.0;21.5;7;32.8193631172;4;36.6377487183;21.5;3;37.5178383589;
35;3;14.0;23.5;7;32.8698329926;4;37.8327026367;24.5;4;37.9607385397;
36;3;14.0;25.5;8;32.9344668388;4;38.7764434814;25.5;4;38.3935108185;
37;4;15.0;28.2000007629;6;34.010322094;4;39.0361022949;26.5;5;38.8185236454;
38;4;16.0;26.5;6;34.1447489262;4;39.2911148071;27.5;5;39.238481164;
39;4;16.2362499237;26.5;7;35.43808043;4;39.5430908203;27.5;5;39.6562850475;
40;4;16.2573947906;26.5;7;36.4993401766;4;39.7937698364;27.5;7;40.0748958588;
41;4;16.2801895142;27.5;8;37.3695622683;5;40.0449371338;27.5;6;40.4972002506;
42;4;16.3047180176;28.5;8;38.0891696215;5;40.2983169556;27.5;6;40.8440244198;
43;4;16.3310642242;29.5;9;38.4281344414;5;40.5064125061;27.5;7;41.1613030434;
44;4;17.3592987061;28.5;10;38.7321629524;5;40.6967811584;27.5;8;41.5039470196;
45;4;18.3894920349;28.5;11;38.5659966469;6;40.9023666382;27.5;7;41.871723175;
