Turn;Planet_count_KI_1_SP_REPLICON;Research_KI_1_SP_REPLICON;Industry_KI_1_SP_REPLICON;Ships_KI_1_SP_REPLICON;Population_KI_1_SP_REPLICON;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;6.0;14.0;4;20.0;2;13.3999996185;10.0;3;21.0;
2;1;7.0;13.0;6;20.0;2;13.3999996185;10.0;3;21.0900000334;
3;1;8.0;12.0;6;20.0;2;13.4359998703;10.0;3;21.1871190071;
4;1;8.0;11.0;6;20.0;2;14.7122716904;10.0;3;21.2917383909;
5;1;8.0;10.0;6;20.0;2;15.7750434875;10.0;3;21.4042263031;
6;1;9.0;10.0;5;20.0;2;16.8425350189;10.0;3;21.9389723539;
7;1;9.5;10.0;5;20.0;2;17.9233837128;10.1999998093;3;22.4109756947;
8;1;9.5;10.0;5;20.3999996185;2;18.4465866089;10.3632001877;3;23.7114653587;
9;1;9.59000015259;10.1999998093;4;20.7264003754;2;19.2268791199;10.9097137451;3;24.8527286053;
10;1;9.66343975067;10.3632001877;4;20.9903717041;2;21.2268791199;11.3658018112;3;25.8476524353;
11;2;9.72283363342;10.7951860428;3;23.0419120789;2;23.2268791199;11.7372808456;2;26.7164058685;
12;2;10.184431076;11.0209560394;3;23.9543504715;2;24.681060791;12.0336990356;2;27.4822225571;
13;2;11.9568338394;11.4571752548;3;24.7025904655;2;25.4893341064;12.2662630081;2;28.168181181;
14;2;13.9568338394;11.8107032776;3;25.3068172932;2;25.9009094238;12.446267128;2;28.6269388199;
15;2;15.9568338394;12.0916318893;3;25.789717555;2;26.1761627197;12.5;3;29.0031633377;
16;2;16.9854335785;12.3113050461;3;26.1736010313;3;28.3374176025;12.5;2;29.4033532143;
17;2;17.9954986572;12.4808797836;2;26.2577478886;3;29.5775318146;12.5;2;29.8259272575;
18;2;19.0058269501;12.5;3;26.3048160076;3;30.8310775757;12.5;2;30.268661499;
19;2;19.9185829163;12.5;3;26.3530313969;3;32.0967178345;12.5;2;30.7286863327;
20;2;19.9294319153;12.5;5;26.4023760557;3;32.437210083;12.5;2;31.2025241852;
21;2;19.9405345917;12.5;5;26.4528282881;3;32.7215156555;12.5;2;31.6861643791;
22;2;19.9518871307;12.5;6;26.5043625832;3;33.0116996765;12.5;2;32.1751794815;
23;3;19.9634819031;12.5;5;26.5569496155;3;33.3051071167;12.5;2;32.6648726463;
24;3;19.9753131866;12.5;5;26.6105561256;3;33.5989227295;12.5;2;33.1504516602;
25;3;19.9873752594;12.5;6;26.6651450396;3;33.8902702332;12.5;2;33.6272163391;
26;3;19.9996566772;12.5;6;26.72067523;3;34.1763305664;12.5;2;34.0907382965;
27;3;20.0121517181;12.5;6;26.7771017551;3;34.4544448853;12.5;2;34.5370264053;
28;3;20.024848938;12.5;6;26.8343759775;3;34.7222137451;12.5;2;34.9626617432;
29;3;18.0377349854;13.5;6;26.8924454451;3;34.977596283;12.5;2;35.3648881912;
30;3;17.0508003235;14.5;6;26.9512542486;3;35.2189331055;12.5;2;35.7416639328;
31;3;16.064031601;15.5;6;28.0107431412;3;35.4449996948;14.5;3;36.0916633606;
32;3;16.0774173737;16.5;6;28.2008494139;3;35.6549987793;16.5;3;36.4142465591;
33;3;16.4659423828;17.5;6;28.4069386721;3;35.8485488892;18.5;3;36.7093906403;
34;3;16.7665615082;18.5;5;28.6303739548;3;36.0256347656;20.5;3;36.9776067734;
35;3;16.8168334961;19.5;6;28.8725402355;3;36.1865615845;22.5;2;37.2198410034;
36;3;16.8713226318;20.5;6;29.1348129511;3;36.331905365;22.5;2;37.4373731613;
37;3;16.9303321838;21.5;6;29.4185173512;4;37.4624252319;23.5;1;38.6317224503;
38;3;16.4590568542;22.5;6;29.7248783112;4;38.5790328979;24.5;1;38.8445596695;
39;3;16.5139598846;23.5;6;30.0549614429;4;39.3067359924;25.5;2;39.0388140678;
40;3;16.5741729736;24.5;7;30.4096038342;4;39.423286438;26.5;2;39.1235535145;
41;3;16.6399059296;25.5;8;30.7893395424;4;39.4741287231;27.5;2;39.1671074629;
42;4;16.7112922668;26.5;8;31.1943194866;4;39.5002632141;27.5;3;39.211841464;
43;4;16.7883872986;27.5;8;31.6242332458;5;39.5271034241;27.5;3;39.2577478886;
44;4;16.871137619;28.5;9;32.0782346725;5;39.554649353;27.5;3;39.3048160076;
45;4;16.9593696594;29.5;10;32.5548818111;5;37.5828895569;28.5;4;39.3530313969;
46;4;18.0527744293;27.5;10;33.0520985126;5;36.6118164062;29.5;4;39.4023760557;
47;4;17.1509037018;28.5;10;33.5671615601;5;35.6414260864;30.5;5;40.870876193;
48;4;17.2531604767;29.5;10;34.0967254639;5;35.288520813;32.0;5;42.0820869207;
49;4;17.0;29.5;10;34.6368837357;5;34.8055648804;33.3899993896;6;43.072152853;
50;4;19.0;30.5;10;35.1832723618;5;34.2132530212;34.6872596741;7;44.8792729378;
51;4;20.5767097473;31.5;13;35.7312064171;5;34.7331466675;36.9097442627;10;45.4512292147;
52;4;21.6869602203;32.5;14;36.2758486271;5;35.8962783813;38.2820510864;10;45.8178347349;
53;5;21.0;33.5;13;37.812391758;5;35.9529876709;39.3866119385;11;46.1626540422;
54;5;22.625;34.5;15;38.3762440681;5;36.0115394592;40.477230072;13;46.3778600693;
55;5;24.625;33.5;16;38.9243850708;6;36.0718841553;41.5;12;46.5535475016;
56;5;25.625;33.5;16;39.4531471729;7;36.1339530945;42.165145874;7;51.7351702452;
57;5;25.8344078064;33.5;16;39.9594997168;7;37.1976737976;43.2028579712;8;52.0726082325;
58;6;26.1893692017;33.5;11;60.4411138296;7;38.2629547119;44.2421760559;10;52.4124816656;
59;6;24.9267692566;35.3482894897;11;62.0963852406;7;36.7999992371;48.2028579712;10;52.7542355061;
60;6;27.2097625732;34.5;12;63.5420045853;7;36.7999992371;51.2028579712;10;53.0973182917;
61;6;25.9185829163;36.5;12;64.7828719616;7;36.7999992371;54.2028579712;12;53.4411839247;
62;6;26.9294319153;38.5;12;65.8345464468;8;36.7999992371;56.2028579712;15;53.7852947712;
63;6;26.625;39.4816627502;13;66.71871984;9;36.7999992371;58.2028579712;14;54.129121542;
64;6;27.9518871307;38.5;14;67.459332943;9;36.7999992371;60.2028579712;15;54.4721448421;
65;6;27.9634819031;38.5;14;68.0643177032;9;36.7999992371;62.2028579712;14;54.8138563633;
66;6;28.625;41.5;15;68.3397006989;9;36.7999992371;64.2028579712;14;55.1537582874;
67;6;29.8831882477;38.5;15;68.5725346804;9;36.7999992371;66.2028579712;14;55.4913651943;
68;6;31.5249996185;40.5;16;68.72067523;9;36.7999992371;67.7215118408;14;55.8262033463;
69;6;30.5121517181;39.5;16;68.7771017551;9;36.7999992371;68.7771759033;16;58.1578111649;
70;8;30.125;42.5;14;71.5022906065;7;35.7999992371;52.5;15;55.8422492743;
71;9;33.9500007629;39.7840652466;14;71.6225780249;7;37.7999992371;53.5;15;56.1971985102;
72;9;32.8507995605;41.5;14;71.7433573008;7;37.7999992371;53.5;15;56.5548802614;
73;9;33.3250007629;43.5;14;71.9203350544;7;38.7999992371;54.5;15;56.915440917;
74;9;33.3250007629;45.9075202942;14;74.6496706009;8;40.7999992371;56.5;15;57.2475546598;
75;9;31.7249984741;46.9777450562;15;76.9012932777;8;39.7999992371;54.5;16;57.5462152958;
76;9;34.9126968384;45.9399909973;15;78.7451908588;9;39.7999992371;53.5;15;57.852358222;
77;9;33.2123565674;49.3114280701;16;80.2548241615;9;40.7999992371;53.5;18;58.1659257412;
78;9;36.8923301697;46.9097442627;18;81.2024044991;9;39.7999992371;51.8961639404;15;58.4868272543;
79;9;38.431388855;49.0;18;81.7580604553;9;39.7999992371;51.9490623474;15;58.8149334192;
80;9;33.4000015259;53.8571929932;18;82.285161972;9;41.7999992371;50.9490623474;15;59.150067687;
81;9;32.4000015259;57.9379196167;19;82.6752033234;9;40.7999992371;52.5;15;59.4920024872;
82;9;31.3999996185;62.0199241638;24;83.0176386833;9;37.7999992371;55.5;15;59.8404502869;
83;10;30.3999996185;65.6108093262;19;88.6489083767;8;34.7999992371;51.5;16;54.8130741119;
84;10;32.4000015259;67.6805801392;20;89.0755822659;8;34.7999992371;50.5;16;55.0863437653;
85;10;35.4000015259;68.6805801392;20;89.4948778152;8;32.7999992371;52.5;16;55.3682148457;
86;10;33.5926513672;72.6805801392;21;89.9061465263;8;31.7999992371;54.5;16;55.6581332684;
87;10;33.4000015259;75.6805801392;21;90.3087902069;8;31.7999992371;54.5;16;56.359241724;
88;10;33.4000015259;78.3960266113;22;90.7022616863;8;29.7999992371;57.5;16;57.1254928112;
89;10;32.4000015259;81.9625091553;22;91.0860698223;8;28.7999992371;60.5;18;57.9569861889;
90;10;33.4000015259;83.1019592285;23;91.4597787857;8;28.7999992371;60.5;18;58.852175951;
91;10;34.4000015259;86.2395553589;23;91.8230090141;8;26.7999992371;63.5;18;60.8076179028;
92;10;32.4000015259;87.3750152588;22;92.1754374504;8;26.7999992371;67.5;18;62.8777947426;
93;10;32.4000015259;89.6107254028;23;92.4709525108;8;28.7999992371;69.5;20;64.0780273676;
94;10;32.4000015259;91.7878570557;24;92.7433476448;9;27.7999992371;74.5;19;65.3242473602;
95;10;33.4000015259;90.9598693848;25;92.9555854797;9;27.0;79.5;19;66.6053240299;
96;10;32.4000015259;93.0904388428;26;93.1534705162;9;28.0;81.5;20;67.9087839127;
97;10;33.4000015259;93.2116241455;26;93.3455114365;9;27.0;85.5;20;69.2213841677;
98;10;35.4000015259;91.3293838501;27;93.5315132141;9;27.0;89.5;20;70.5297769308;
99;10;32.4000015259;91.4435882568;27;93.7113184929;9;28.0;88.5;21;71.8211865425;
100;10;32.4000015259;93.5541381836;28;93.884809494;9;28.0;88.5;21;73.0840262175;
101;11;33.4000015259;92.6609268188;27;94.0519032478;9;27.0;91.5;23;75.3083939552;
102;11;32.4000015259;94.7639007568;27;94.2125530243;9;29.0;92.5;24;76.6063907146;
103;11;32.4000015259;96.8630142212;29;94.3667435646;9;30.0;93.5;26;77.865316391;
104;11;33.4000015259;95.9582443237;29;94.4617271423;9;29.0;98.5;26;79.0826056004;
105;11;34.4000015259;95.6617279053;30;94.5457434654;9;30.0;98.5;26;80.2576280832;
106;11;35.75;94.7457427979;31;94.6263928413;9;30.0;99.5;28;81.3913958073;
107;11;36.75;93.8263931274;31;94.7036771774;9;29.0;103.5;29;82.4862122536;
108;12;37.75;92.903678894;30;94.7776150703;10;30.0;104.5;28;83.5453050137;
109;12;38.75;92.7776184082;31;94.8482398987;10;30.0;104.62386322;30;84.5724728107;
110;12;39.75;92.848236084;31;94.9155974388;11;29.0;107.750572205;29;85.5717623234;
111;12;38.75;91.9155960083;32;94.9797463417;11;30.0;107.880767822;28;86.4428653717;
112;12;38.75;90.9797515869;33;95.0;11;30.0;108.014060974;28;87.2539372444;
113;12;39.75;92.0;34;95.0;11;29.0;111.150039673;29;88.070343256;
114;12;38.75;91.0;34;95.0;11;31.0;107.488212585;29;88.8917188644;
115;12;38.75;91.0;34;95.0;11;30.0;107.628089905;29;89.7173376083;
116;12;39.75;92.0;37;95.0;11;29.0;110.769134521;30;91.5454258919;
117;12;38.75;91.0;39;95.0;11;31.0;111.910797119;31;93.3156759739;
118;12;38.75;91.0;40;96.6800003052;11;33.0;114.052490234;32;94.1616153717;
119;12;38.4000015259;92.6299972534;41;98.3697452545;11;34.0;114.193656921;32;95.0225008726;
120;12;39.6999969482;91.2636566162;41;100.055055618;11;35.0;114.193664551;32;95.8943473101;
121;12;38.6999969482;92.8956451416;40;101.721721649;11;35.0;114.193656921;33;96.7729073763;
122;12;38.6999969482;94.520652771;40;104.355983734;11;33.0;119.193656921;34;97.6537809372;
123;12;40.6999969482;94.1334991455;40;107.004988194;11;35.0;117.193664551;35;98.5325359106;
124;12;41.6999969482;97.7293777466;42;109.660144329;12;35.0;115.193656921;35;99.4048353434;
125;12;43.6999969482;102.303939819;42;111.314563155;12;33.0;120.193656921;35;100.266562343;
126;12;45.6999969482;103.853485107;42;112.903262973;12;35.0;119.193664551;35;101.113933682;
127;12;44.6999969482;108.374984741;42;114.420314312;12;35.0;115.193656921;37;101.943591356;
128;12;44.6999969482;112.866127014;42;115.861735821;12;35.0;118.193656921;37;102.752676368;
129;12;45.6999969482;114.325378418;43;117.225414276;12;36.0;124.193656921;37;103.538868189;
130;12;44.6999969482;117.751899719;44;118.51094389;12;37.0;126.193656921;38;104.300396919;
131;13;44.6999969482;121.145492554;44;119.719405055;12;39.0;128.193649292;38;105.036034346;
132;14;45.6999969482;121.506561279;44;120.853131533;12;39.0;128.193649292;39;105.745055199;
133;14;44.6999969482;126.605819702;44;121.915431976;12;40.0;130.699996948;38;106.427186489;
134;14;44.6999969482;127.783027649;44;122.910353899;12;41.0;133.899993896;38;107.082546234;
135;14;45.6999969482;126.420196533;44;123.842435956;12;42.0;133.899993896;40;107.711569071;
136;14;44.6999969482;127.817474365;44;124.716495514;12;43.0;130.899993896;40;108.314939499;
137;14;44.6999969482;129.194381714;45;126.375574112;12;44.0;134.899993896;41;108.893525362;
138;15;47.6999969482;129.491989136;45;127.746162176;12;46.0;134.300003052;38;109.448312283;
