Turn;Planet_count_KI_1_SP_REPLICON;Research_KI_1_SP_REPLICON;Industry_KI_1_SP_REPLICON;Ships_KI_1_SP_REPLICON;Population_KI_1_SP_REPLICON;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;6.0;14.0;4;20.0;1;13.0;10.0;4;20.0;
2;1;7.0;13.0;4;20.0;1;13.0;10.0;5;20.0;
3;1;8.0;12.0;4;20.0;1;13.0;10.0;5;20.0;
4;1;8.0;11.0;4;20.0;1;14.0;10.0;5;20.0;
5;1;8.0;10.0;4;20.0;1;15.0;10.0;4;20.0;
6;1;9.0;10.0;4;20.0;1;16.0;10.0;4;20.3999996185;
7;1;9.5;10.0;4;20.0;1;17.0;10.1999998093;4;20.7264003754;
8;1;9.5;10.0;4;20.3999996185;1;17.4358406067;10.3632001877;4;21.8194274902;
9;1;9.59000015259;10.1999998093;4;20.7264003754;2;18.6916561127;10.9097137451;3;23.7316036224;
10;2;9.66343975067;10.6632003784;2;21.9903717041;2;20.6916561127;11.3658018112;3;24.5045616627;
11;2;9.94783401489;10.4951858521;2;23.0919120312;2;22.6916561127;11.7372808456;3;25.1279890537;
12;2;10.1956806183;11.0209560394;2;24.0163254738;2;23.7280101776;12.0336990356;4;25.6242921352;
13;2;11.9707775116;11.4571752548;2;24.7773565054;2;24.7467155457;12.2662630081;4;26.0160515308;
14;2;13.9707775116;11.8107032776;2;25.395208478;2;25.7657661438;12.446267128;4;26.1558350325;
15;2;15.9707775116;12.0916318893;3;25.8925833702;2;26.78515625;12.5;4;26.1887089014;
16;3;17.0085773468;12.3113050461;2;26.2918028831;2;27.8048820496;12.5;4;26.2221269608;
17;3;18.0220928192;12.4808797836;2;26.3921557665;2;28.8249320984;12.5;4;26.2560760975;
18;3;19.0360679626;12.5;2;26.4563041925;2;29.7536449432;12.5;4;26.2905418873;
19;3;19.9526691437;12.5;3;26.5224741697;2;29.7743244171;12.5;5;26.3255085945;
20;3;19.9675559998;12.5;3;26.5906432867;2;29.7953052521;12.5;6;26.3609591722;
21;3;19.9828948975;12.5;3;26.6607804298;2;29.816576004;12.5;6;26.3968753815;
22;3;19.9986763;12.5;3;26.7328453064;2;29.8381252289;12.5;6;26.4332377911;
23;3;20.0148906708;12.5;3;26.8067884445;2;29.8599433899;12.5;6;26.4700255394;
24;3;20.0315284729;12.5;4;26.8825509548;2;29.8820152283;12.5;5;26.5072168112;
25;4;19.625;13.2530202866;4;26.9600640535;2;29.9043292999;12.5;5;26.5447884798;
26;4;19.625;13.2840251923;5;27.0392494202;2;29.9268722534;12.5;5;26.5827163458;
27;4;19.625;13.3156995773;5;27.120018959;3;29.9496307373;12.5;4;26.6209751368;
28;4;20.1020050049;12.5;5;27.2022752762;3;29.9725856781;12.5;4;26.6595385075;
29;4;18.1205120087;13.5;5;27.2859115601;3;29.9957237244;12.5;4;26.6983793974;
30;4;17.1393299103;14.5;5;27.3708124161;3;30.01902771;12.5;4;26.7374696732;
31;4;16.1584320068;15.5;5;27.4568536282;3;30.0424823761;12.5;5;26.7767804861;
32;4;15.1777915955;16.5;6;27.5439035892;3;30.0660686493;12.5;5;26.8162822723;
33;4;14.5723781586;17.5;6;27.6318233013;3;30.0897693634;14.5;5;26.8559447527;
34;5;14.5921602249;18.5;5;27.7204678059;3;30.1135673523;16.5;5;26.8957372904;
35;5;14.6121053696;19.5;5;27.8096864223;3;30.1374416351;18.5;5;26.9356285334;
36;5;14.6321792603;20.5;5;27.8993241787;3;30.1613769531;20.5;5;27.9755871296;
37;5;14.6523475647;21.5;6;27.989222765;3;31.1853523254;23.5;5;28.1055811644;
38;5;14.6725749969;22.5;6;28.079221487;3;32.2093505859;24.5;6;28.2426977158;
39;5;14.6928253174;23.5;6;28.1691586971;3;32.9456176758;25.5;6;28.3872863054;
40;5;14.713060379;24.5;6;28.258872509;3;33.032371521;26.5;7;28.5396828651;
41;5;14.7332458496;25.5;7;28.348202467;3;33.1238098145;27.5;8;28.7002036572;
42;5;14.7533454895;26.5;7;28.4369900227;3;33.220123291;27.5;8;28.869135499;
43;6;14.7733230591;27.5;6;29.5250804424;3;33.3214797974;27.5;8;29.0467275381;
44;6;15.0;28.5;6;29.6423232555;3;33.4280357361;27.5;8;29.2331814766;
45;6;16.8127727509;29.5;6;29.7591648102;3;33.5399093628;27.5;8;29.428640604;
46;6;18.0708122253;27.5;5;29.8754599094;3;33.6571846008;27.5;10;29.6331791878;
47;6;17.0969791412;28.5;5;29.9910693169;3;33.7799072266;27.5;10;29.8467912674;
48;6;17.1229896545;29.5;5;30.1058605909;4;33.9080734253;27.5;9;45.0693800449;
49;6;18.1488189697;27.5;6;30.2197090387;4;35.0416259766;28.5;9;46.0507485867;
50;6;17.1744346619;28.5;6;30.3324975967;4;36.1804504395;29.5;10;46.959965229;
51;6;17.2749786377;28.5;6;30.4441173077;4;37.3243560791;30.5;10;49.1795682907;
52;6;18.9423103333;29.5;5;30.5544688702;4;39.1063308716;32.0;12;51.0827732086;
53;7;20.0;31.5;4;31.6634602547;4;40.7631034851;33.3899993896;12;52.7020266056;
54;7;23.2742786407;33.5;5;31.8110095263;4;42.3148994446;33.6872596741;14;54.0764248371;
55;7;24.2262611389;35.5;5;31.9582271576;4;43.7826919556;33.9097442627;14;55.0979106426;
56;7;23.625;37.4778137207;5;33.105050087;4;45.0968437195;34.0;15;55.8593907356;
57;7;25.947479248;36.5;5;33.2914208174;4;46.3069000244;34.0;15;56.5511488914;
58;7;26.9258155823;37.5;5;33.4784705639;4;44.5202522278;35.0;16;57.1827549934;
59;7;26.9502658844;37.5550537109;6;33.6661535501;5;43.7359008789;36.0;15;57.5879688263;
60;7;26.9745082855;37.5813522339;8;33.8544254303;5;42.9527816772;37.0;16;57.9496273994;
61;7;27.6172447205;37.5;8;34.0432412624;5;42.1697769165;38.0;17;58.3095915318;
62;7;27.0223445892;39.3482894897;9;34.2325567007;5;41.3857536316;39.0;17;58.6659829617;
63;7;27.7023239136;37.5;11;34.422326088;5;40.4203491211;38.0;18;59.0169780254;
64;7;27.7450256348;37.5;11;34.5948636532;5;40.4544448853;38.0;18;59.3608491421;
65;7;27.3929138184;38.5;12;34.7361061573;5;40.8195877075;38.0;18;59.6960036755;
66;7;27.1003131866;39.7254104614;13;34.8796666861;5;41.8525848389;38.0;19;60.021014452;
67;8;28.4392604828;39.771396637;12;36.0254523754;5;42.8849983215;39.0;19;60.3346464634;
68;8;29.8807258606;39.5;14;36.2033621073;5;43.9167938232;40.0;19;60.6358721256;
69;8;30.1457576752;40.5;14;36.3838773966;5;44.9479522705;41.0;19;60.9238810539;
70;8;30.1863708496;41.5;14;36.5668742657;5;42.9784545898;43.0;20;61.1980793476;
71;8;30.2275466919;42.5;15;36.7522190809;5;42.0082855225;45.0;19;61.4580852985;
72;8;30.2692489624;42.5;15;36.9397697449;5;41.0374221802;47.0;19;61.7037124634;
73;8;30.3114490509;42.5;15;37.1293759346;5;40.0658607483;49.0;19;61.9349572659;
74;9;30.3541088104;42.5;14;37.3208783865;5;39.0935821533;51.0;20;62.1519749165;
75;9;30.3971977234;42.5;14;38.6269527674;5;38.1205863953;53.0;20;62.35505867;
76;9;30.243516922;43.0;13;39.7204227448;5;37.1468658447;55.0;19;62.5446162224;
77;9;31.4671230316;44.3899993896;13;41.6354744434;5;37.1724128723;56.7952957153;21;62.7211444378;
78;9;32.6499252319;45.6872596741;12;42.4976662397;5;37.197227478;57.2628860474;21;62.849694252;
79;9;32.7999610901;46.9097442627;10;44.6891545057;5;37.2000007629;57.324848175;20;62.9629955292;
80;10;33.2313842773;48.6303405762;10;61.5618543625;5;35.2000007629;62.2628860474;19;63.0;
81;11;31.1842441559;53.6303405762;9;64.2211567163;5;35.7999992371;62.2628860474;20;63.0;
82;11;30.6511325836;57.5337333679;9;66.5836148262;5;35.7999992371;62.0628852844;20;63.0;
83;11;33.3570671082;53.8658828735;9;68.5608708858;5;34.7999992371;64.0628890991;21;63.0;
84;11;30.4540290833;56.8658828735;9;70.1855152845;5;35.7999992371;63.0628852844;21;63.0;
85;11;28.8621406555;60.8658828735;9;73.7264809608;5;35.7999992371;62.0628852844;22;63.0;
86;11;32.1979141235;62.0;9;75.2486302853;5;34.7999992371;64.0628890991;22;63.0;
87;11;35.2791748047;66.0;10;76.7005939484;5;35.7999992371;63.0628852844;24;63.0;
88;11;36.361541748;70.0;11;79.090952158;5;35.7999992371;62.0628852844;24;63.0;
89;11;38.4447021484;75.0;12;80.4583055973;5;34.7999992371;64.0628890991;25;63.1999998093;
90;12;40.5283203125;80.0;11;81.6823804379;5;35.7999992371;63.2028846741;25;63.401599884;
91;12;42.2284011841;85.0;12;82.7319316864;5;36.7999992371;59.2028846741;26;63.6040029526;
92;12;41.3119049072;89.8758468628;13;83.7751765251;5;33.7999992371;61.2028846741;26;63.806394577;
93;12;41.3948326111;93.1568908691;14;84.824134469;5;34.7999992371;64.2028884888;27;64.007956028;
94;12;40.1374397278;97.2391662598;14;85.8752030134;5;35.7999992371;59.2028846741;27;64.2078757286;
95;12;40.1640014648;101.322494507;17;86.9247684479;5;33.7999992371;61.2028846741;28;64.4053649902;
96;13;41.1901817322;104.732223511;16;87.9692595005;5;33.7999992371;59.2628860474;27;64.599668026;
97;13;40.2159194946;106.852584839;17;89.0051953793;5;34.7999992371;60.2628860474;28;64.7900753021;
98;13;40.2411613464;108.973892212;17;90.0292358398;5;32.7999992371;58.2628860474;28;64.9759321213;
99;13;40.2658615112;110.758682251;19;91.038220048;5;32.7999992371;61.2628860474;28;65.156648159;
100;13;40.289981842;111.89894104;19;92.0292081833;5;33.7999992371;64.2628860474;28;65.331703186;
