Turn;Planet_count_KI_1_SP_REPLICON;Research_KI_1_SP_REPLICON;Industry_KI_1_SP_REPLICON;Ships_KI_1_SP_REPLICON;Population_KI_1_SP_REPLICON;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;6.0;14.0;4;20.0;1;13.0;10.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;13.0;10.0;4;20.0;
3;1;8.0;12.0;6;20.0;1;13.0;10.0;4;20.0;
4;2;8.0;11.5;5;21.0;1;14.0;10.0;4;20.0;
5;2;8.14999961853;10.0;4;21.0599999428;1;15.0;10.0;4;20.0;
6;2;9.0;10.529999733;4;21.1229639053;1;16.0;10.0;4;20.3999996185;
7;2;9.5;10.5614814758;4;21.1889609098;2;18.0;10.1999998093;3;21.7264003754;
8;2;9.5;10.5944805145;4;21.6699410677;2;19.4358406067;10.3632001877;3;22.879427433;
9;2;9.59000015259;10.8349704742;4;22.0818096399;2;21.0916557312;10.9097137451;3;23.8545675278;
10;2;9.66343975067;11.0409049988;4;22.4358423948;2;23.0916557312;11.3658018112;3;24.6635226011;
11;2;9.72283363342;11.217921257;4;23.6254906654;2;25.0916557312;11.7372808456;3;25.3254499435;
12;2;9.95943069458;11.8127450943;4;24.6470454931;2;26.8464870453;12.0336990356;3;25.8628145456;
13;2;11.7228336334;12.3235225677;4;25.5146756172;2;27.8898277283;12.2662630081;3;26.2982462645;
14;2;13.7228336334;12.7573375702;4;26.2489478588;2;28.9350833893;12.446267128;3;26.484351635;
15;2;15.7228336334;13.1244735718;4;26.8728489876;2;29.9822654724;12.5;4;26.5662232637;
16;2;16.7228336334;13.4364242554;4;27.4088890553;3;31.0313892365;12.5;3;26.6513283253;
17;2;17.7228336334;13.7044448853;5;27.6564292908;3;32.0824508667;12.5;4;26.7396525145;
18;2;18.7228336334;13.8282146454;5;27.8780703545;3;33.0437927246;12.5;4;26.8311642408;
19;2;19.625;13.9390354156;5;28.1118252277;3;33.0986976624;12.5;4;26.9258141518;
20;3;19.625;14.0559129715;4;28.35729146;3;33.1554870605;12.5;4;27.0235335827;
21;3;19.625;14.514374733;4;28.6138794422;3;33.2141189575;12.5;4;27.1242339611;
22;3;19.625;14.6683273315;4;28.8808050156;3;33.2745399475;12.5;5;27.2278065681;
