Turn;Planet_count_KI_1_SP_REPLICON;Research_KI_1_SP_REPLICON;Industry_KI_1_SP_REPLICON;Ships_KI_1_SP_REPLICON;Population_KI_1_SP_REPLICON;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;6.0;14.0;4;20.0;1;13.0;10.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;13.0;10.0;5;20.0;
3;1;8.0;12.0;5;20.0;1;13.0;10.0;5;20.0;
4;1;8.0;11.0;5;20.0;1;14.0;10.0;5;20.0;
5;1;8.0;10.0;5;20.0;1;15.0;10.0;5;20.0;
6;1;9.0;10.0;4;20.0;1;16.0;10.0;4;20.3999996185;
7;1;9.5;10.0;4;20.0;2;17.6000003815;10.1999998093;3;21.7264003754;
8;1;9.5;10.0;4;20.3999996185;2;18.0358409882;10.3632001877;3;22.9944274426;
9;1;9.59000015259;10.1999998093;4;20.7264003754;2;18.7966556549;10.9097137451;3;24.1101722717;
10;1;9.66343975067;10.3632001877;4;20.9903717041;2;20.7966556549;11.3658018112;3;25.0891610384;
11;1;9.72283363342;10.4951858521;4;22.0419120789;2;22.7966556549;11.7372808456;3;25.9546289444;
12;1;9.95943069458;11.0209560394;4;22.9143505096;2;24.2239952087;12.0336990356;4;26.7332782745;
13;1;11.7228336334;11.4571752548;4;23.6214065552;2;25.4121074677;12.2662630081;4;27.4519925117;
14;1;12.7228336334;11.8107032776;4;24.1832637787;2;25.0916557312;12.958158493;4;27.9674496651;
15;1;13.7228336334;12.0916318893;4;24.6226100922;2;27.0916557312;12.5;4;28.4283702374;
16;1;14.7228336334;12.3113050461;4;24.9617595673;2;29.0916557312;12.5;4;28.9450814724;
17;1;15.7228336334;12.4808797836;4;25.0;2;30.4587059021;12.5;4;29.5192847252;
18;1;16.7228336334;12.5;5;25.0;2;31.7115707397;12.5;5;30.1511130333;
19;1;17.625;12.5;5;25.0;2;32.0906677246;12.5;5;30.8387293816;
20;1;17.625;12.5;5;25.0;2;32.503238678;12.5;5;31.5779867172;
21;1;17.625;12.5;5;25.0;2;32.9467926025;12.5;5;32.3622150421;
22;1;17.625;12.5;5;25.0;3;33.4173278809;12.5;4;33.1822023392;
23;2;17.625;12.5;5;25.0;3;33.9093208313;12.5;4;34.0264253616;
24;3;17.625;12.5;4;25.0;3;34.4158554077;12.5;4;34.8815507889;
25;3;17.625;12.5;4;25.0;3;34.9289321899;12.5;5;35.7331876755;
26;3;17.625;12.5;4;25.0;4;35.4399108887;12.5;4;36.5668144226;
27;3;17.625;12.5;4;25.0;4;35.9400863647;12.5;4;37.36876297;
28;3;17.625;12.5;4;25.0;4;36.421257019;12.5;4;38.1271209717;
29;3;17.625;12.5;5;25.0;4;36.8762741089;12.5;4;38.8324251175;
30;3;17.625;12.5;5;25.0;4;34.8762741089;13.5;4;39.4780635834;
31;3;15.625;13.5;6;25.0;4;35.8762741089;15.5;4;40.0603618622;
32;3;14.625;14.5;6;25.0;4;36.8762741089;17.5;4;41.5783834457;
33;3;13.625;15.5;6;25.0;4;38.8762741089;20.5;4;42.2435235977;
34;3;12.625;16.5;6;25.0;4;40.6201133728;23.5;4;42.8905465603;
35;3;12.0;17.5;5;25.0;4;41.7343292236;25.5;4;43.5309741497;
36;3;12.0;18.5;5;25.0;4;42.1185836792;26.5;5;44.1777553558;
37;3;12.0;19.5;5;25.0;4;42.506652832;27.5;5;45.8446536064;
38;3;12.0;20.5;6;25.0;4;43.906791687;28.5;5;46.5736265182;
39;3;12.0;21.5;5;25.0;4;45.3201751709;29.5;6;47.190179348;
40;3;12.0;22.5;5;25.0;4;44.3141098022;31.5;6;47.8962795734;
41;3;12.0;23.5;5;25.0;4;43.7377700806;33.5;6;48.6972712278;
42;3;12.0;24.5;6;25.0;4;43.2183609009;35.5;7;49.5956157446;
43;3;12.0;25.5;6;25.0;5;42.7573699951;36.5;7;50.5897643566;
44;3;12.0;26.5;6;25.0;5;42.3538589478;37.5;8;51.6731116772;
45;3;12.0;27.5;6;25.0;5;42.003868103;38.5;8;54.6990786791;
46;3;12.0;28.5;6;25.0;5;42.504447937;40.0;10;57.5554435253;
47;3;12.0;29.5;7;25.0;5;42.9505958557;41.3899993896;11;60.2491400242;
48;3;13.0;27.5;7;25.0;5;43.341960907;42.6872596741;12;62.777235508;
49;3;12.0;28.5;8;25.0;6;44.159324646;43.4885482788;11;64.978233695;
