Turn;Planet_count_KI_1_SP_REPLICON;Research_KI_1_SP_REPLICON;Industry_KI_1_SP_REPLICON;Ships_KI_1_SP_REPLICON;Population_KI_1_SP_REPLICON;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;6.0;14.0;4;20.0;1;13.0;10.0;4;20.0;
2;2;7.0;13.3000001907;3;21.0;1;13.0;10.0;4;20.0;
3;2;8.14999961853;12.0;3;21.0599999428;1;13.0;10.0;4;20.0;
4;2;8.15900039673;11.0;3;21.1229639053;1;14.0;10.0;4;20.0;
5;2;8.16844463348;10.0;3;21.1889609098;2;15.6000003815;10.0;3;21.0;
6;2;9.26751613617;10.0;3;21.2580518723;2;16.6000003815;10.0;3;21.4399995804;
7;2;9.7830619812;10.0;3;21.3302885294;2;17.6240005493;10.1999998093;3;21.8075842857;
8;2;9.7993144989;10.0;3;21.8190145493;2;18.0845508575;10.3632001877;3;22.9537928104;
9;2;9.90927886963;10.1999998093;3;22.2388005257;2;18.7722740173;10.9097137451;3;23.9211629629;
10;2;10.0037298203;10.3632001877;3;22.6008902788;2;20.7722740173;11.3658018112;3;24.7213441133;
11;2;10.0852003098;10.4951858521;3;23.7875448465;2;22.7722740173;11.7372808456;3;25.3734427691;
12;2;10.3521976471;11.0209560394;3;24.8040741682;2;23.8752822876;12.0336990356;3;25.8998758793;
13;2;12.148021698;11.4571752548;3;25.6643919945;2;24.912065506;12.2662630081;3;26.3232285976;
14;2;14.148021698;11.8107032776;3;26.3888099194;2;25.9500732422;12.446267128;3;26.4960671663;
15;2;16.148021698;12.0916318893;4;27.0000665188;2;26.9892959595;12.5;3;26.5634490252;
16;3;17.2577610016;12.3113050461;3;27.5204386711;2;28.0297241211;12.5;3;26.6328122616;
17;3;18.2985363007;12.4808797836;3;27.7490785122;2;29.0713424683;12.5;4;26.7041202784;
18;3;19.3413772583;12.5;3;27.9484119415;2;30.0224723816;12.5;5;26.7773271799;
19;3;20.2883930206;12.5;4;28.156321764;3;30.0663967133;12.5;4;26.8523778915;
20;3;20.3351726532;12.5;4;28.3723301888;3;30.1114273071;12.5;4;26.9292075634;
21;3;20.3837738037;12.5;4;28.5958371162;3;30.1575241089;12.5;3;27.0077416897;
22;3;20.4340629578;12.5;5;28.8261203766;3;30.2046451569;12.5;4;27.0878958702;
23;3;20.4858779907;12.5;5;29.0623402596;3;30.2527370453;12.5;5;27.1695766449;
24;3;20.5390262604;12.5;6;29.303548336;3;30.3017463684;12.5;5;27.2526805401;
25;3;20.5932979584;12.5;6;29.5486979485;3;30.3516082764;12.5;5;27.3370957375;
26;3;19.625;13.5;6;29.796661377;3;30.4022579193;12.5;5;27.4227013588;
27;3;18.625;13.5;6;30.0462479591;4;30.4536209106;12.5;3;40.2593686581;
28;3;17.7604064941;14.5;6;30.2962265015;4;31.5056209564;12.5;3;40.9844613075;
29;3;16.8166503906;15.5;6;30.5453491211;4;32.558177948;12.5;4;41.6568670273;
30;3;15.8727035522;16.5;7;30.7923750877;4;33.61120224;12.5;4;42.2737870216;
31;3;15.3032846451;17.5;6;31.0360965729;4;31.0;15.5;4;42.834590435;
32;3;15.3581218719;18.5;6;31.2753615379;4;34.0;18.5;4;43.3404788971;
33;3;15.4119567871;19.5;6;31.5090961456;4;36.7721939087;21.5;4;43.794074297;
34;4;15.4645462036;20.5;5;31.736322403;4;37.8261795044;24.5;5;44.1989939213;
35;4;15.5156726837;21.5;5;31.9561743736;5;38.8801651001;27.5;5;44.5594549179;
36;4;15.5651397705;22.5;6;32.1679081917;5;39.9340591431;27.5;6;44.8799431324;
37;4;14.0;24.5;6;32.3709101677;5;40.9877624512;27.5;6;45.1519548893;
38;4;14.0;26.5;6;32.5646982193;5;42.0411720276;27.5;6;45.2403392792;
39;4;14.0;28.5;6;32.7489213943;5;43.094203949;27.5;7;45.3279349804;
40;4;14.0;30.5;6;32.9233555794;5;43.684261322;27.5;7;45.4145948887;
41;4;14.0;32.5;7;33.0878953934;5;43.7362594604;27.5;7;46.5001780987;
42;4;14.0;34.1615257263;7;34.2425441742;5;44.7876052856;28.5;7;46.6245503426;
43;4;15.0;35.2697792053;9;34.4174034595;6;45.8382301331;29.5;5;66.7487695217;
44;4;17.0;33.371181488;10;34.5832493305;7;46.888053894;31.5;4;68.0727202892;
45;4;16.2386322021;34.4658622742;11;34.7403333187;7;47.9370002747;33.5;4;69.2138899565;
46;4;16.2456474304;35.5539970398;12;34.8889639378;7;49.6852722168;35.5;6;70.1773365736;
47;4;17.2527923584;33.6358108521;13;35.0294960737;7;50.7591285706;36.5;5;73.0710692406;
48;4;16.2600631714;34.7115631104;13;35.162317872;7;52.6167678833;38.0;5;75.4367860556;
49;4;16.2674598694;35.7815246582;16;35.2221269608;7;54.3179779053;38.3899993896;6;77.3341170549;
50;4;17.2749786377;33.7999992371;16;35.2560760975;7;55.8861846924;38.6872596741;6;78.8366208076;
51;4;19.0;32.5;16;35.2905418873;7;57.3457260132;38.9097442627;8;79.7364536524;
52;4;21.0;32.5;17;35.3255085945;7;58.5696334839;39.0;9;80.2690917253;
53;4;22.3232383728;32.5;15;35.3609591722;7;55.62134552;41.0;8;80.4232606888;
54;4;23.0249996185;32.5;14;35.3968753815;7;53.6129455566;43.0;9;80.5785032511;
55;4;23.9642982483;32.5;14;35.4332377911;7;53.6129455566;46.0;10;80.734752059;
56;4;23.9724788666;31.5;17;35.4700255394;7;52.7658538818;49.0;10;80.8919277191;
