Turn;Planet_count_KI_1_SP_REPLICON;Research_KI_1_SP_REPLICON;Industry_KI_1_SP_REPLICON;Ships_KI_1_SP_REPLICON;Population_KI_1_SP_REPLICON;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;6.0;14.0;4;20.0;1;13.0;10.0;4;20.0;
2;1;7.0;13.0;4;20.0;1;13.0;10.0;5;20.0;
3;1;8.0;12.0;4;20.0;1;13.0;10.0;5;20.0;
4;1;8.0;11.0;4;20.0;1;14.0;10.0;4;20.0;
5;1;8.0;10.0;4;20.0;1;15.0;10.0;4;20.0;
6;1;9.0;10.0;4;20.0;1;16.0;10.0;4;20.3999996185;
7;1;9.5;10.0;4;20.0;1;17.0;10.1999998093;4;20.7264003754;
8;2;9.5;10.3000001907;3;21.3999996185;1;17.4358406067;10.3632001877;4;21.8194274902;
9;2;9.81500053406;10.1999998093;3;21.7964004278;1;18.0916557312;10.9097137451;4;22.7316036224;
10;2;9.90419006348;10.3632001877;3;22.1345227957;2;20.0916557312;11.3658018112;3;24.4745616913;
11;2;9.98026752472;10.4951858521;3;23.2873874903;2;22.0916557312;11.7372808456;3;25.2373980284;
12;2;10.2396621704;11.0209560394;3;24.268861413;2;23.7936553955;12.0336990356;4;25.8994369507;
13;2;12.027598381;11.4571752548;3;25.093021512;2;24.9118022919;12.2662630081;4;26.4868047237;
14;2;14.027598381;11.8107032776;3;25.7803837061;2;26.0482177734;12.446267128;4;26.8558222055;
15;2;16.0275993347;12.0916318893;4;26.3539340496;2;27.2051486969;12.5;4;27.1554293633;
16;3;17.1123809814;12.3113050461;4;26.8362411261;2;28.3849143982;12.5;3;27.4969480038;
17;3;18.1445922852;12.4808797836;5;27.0267930031;2;29.5898246765;12.5;3;27.8840510845;
18;3;19.178861618;12.5;5;27.1883933544;2;30.730430603;12.5;3;28.3200027943;
19;3;20.1173877716;12.5;5;27.3593420982;2;30.9920005798;12.5;4;28.8073790073;
20;3;20.1558513641;12.5;5;27.5396113396;2;31.2844276428;12.5;4;29.3477458954;
21;3;20.1964130402;12.5;5;27.7290761471;2;31.6086463928;12.5;4;29.9413113594;
22;3;20.2390422821;12.5;5;27.9275052547;2;31.9647865295;12.5;4;30.586581707;
23;3;20.2836894989;12.5;6;28.1345529556;2;32.3519477844;12.5;4;31.2800674438;
24;3;20.3302745819;12.5;6;28.3497540951;2;32.7680397034;12.5;4;32.0160870552;
25;3;19.625;13.5;6;28.5725209713;2;33.209651947;12.5;4;32.7867279053;
26;3;20.428817749;12.5;6;28.8021440506;3;33.6720352173;12.5;3;33.5820074081;
27;3;20.4804821014;12.5;6;29.0377955437;3;34.1492042542;12.5;3;34.3902606964;
28;3;19.625;13.5;6;29.2785372734;3;34.6341552734;12.5;3;35.1987380981;
29;3;18.5876712799;13.5;6;29.523332119;3;35.1192436218;12.5;5;35.9943685532;
30;4;17.6427497864;14.5;5;29.7710599899;3;35.5966186523;12.5;5;36.7645931244;
31;4;16.6984882355;15.5;5;30.0205359459;3;36.0587539673;14.5;5;37.4981632233;
32;4;15.7546205521;16.5;5;30.2705316544;3;36.4988975525;16.5;5;38.1857919693;
33;4;15.1858692169;17.5;6;30.5197997093;3;36.9114761353;18.5;5;38.8205833435;
34;4;15.2419548035;18.5;7;30.76709795;3;37.292350769;20.5;5;39.3982028961;
35;4;15.2975969315;19.5;8;31.0112137794;3;37.638923645;22.5;5;39.9167966843;
36;4;15.35252285;20.5;8;31.2509884834;3;37.9500770569;22.5;6;40.3767118454;
37;4;15.4064722061;21.5;8;31.4853386879;3;38.2260284424;22.5;6;40.780087471;
38;4;15.4592018127;22.5;8;31.7132763863;3;38.4680519104;22.5;7;41.1303920746;
39;4;15.5104875565;23.5;8;31.9339232445;3;38.6782341003;22.5;7;41.4319667816;
40;4;15.5601329803;24.5;8;32.146522522;3;38.8591804504;22.5;8;41.6896247864;
41;4;14.0;26.5;9;32.350446701;3;39.0137748718;22.5;8;41.9083213806;
42;4;14.0;28.5;9;32.5452008247;3;39.1449928284;22.5;8;42.0;
43;4;14.0;30.5;9;32.7304205894;3;39.2000007629;22.5;10;42.0;
44;4;14.0;32.5;12;32.9058685303;3;39.2000007629;22.5;10;42.0;
45;4;14.0;34.5;13;33.0714273453;3;39.2000007629;22.5;10;42.0;
46;4;15.0;33.1499977112;14;33.2270908356;3;39.2000007629;22.5;10;42.0;
47;4;14.0;34.2589645386;15;33.3729496002;3;39.2000007629;22.5;11;43.6800003052;
48;4;14.0;35.3610649109;15;33.5091819763;3;40.2080001831;23.0;12;45.0469760895;
49;5;15.0;33.4564285278;12;33.6360387802;3;41.0281867981;23.3899993896;12;46.1407337189;
50;5;14.0;34.5452270508;12;33.7538309097;3;41.6844406128;23.6872596741;12;47.0048980713;
51;5;14.0;35.6276817322;13;33.8629188538;3;42.2029380798;23.9097423553;12;47.5335483551;
52;5;16.0;32.5;13;33.9636974335;4;42.5201263428;24.0;8;62.8199977875;
53;5;16.0;32.5;14;34.0;4;43.6919975281;25.0;8;64.0499992371;
54;5;18.0;30.5;14;34.0;4;44.7999992371;26.0;9;66.0049743652;
55;5;20.0;29.5;14;35.0;4;45.7999992371;28.0;9;66.8943777084;
56;5;22.0249996185;29.5;15;35.0399999619;4;46.7999992371;30.0;9;67.6757369041;
57;5;23.6499996185;29.5;16;35.0811839104;4;46.7999992371;32.0;10;68.3513348103;
58;5;23.6499996185;29.5;16;35.1235535145;4;46.7999992371;34.0;11;68.927924037;
59;5;23.6499996185;29.5;17;35.1671074629;4;46.7999992371;36.0;11;69.4151381254;
60;5;23.9125995636;29.5;17;35.211841464;5;46.7999992371;37.6059188843;11;69.8240377903;
61;5;23.6499996185;29.3482894897;17;35.2577478886;5;46.7999992371;38.6288757324;11;70.1659667492;
62;5;23.9329929352;27.5;17;35.3048160076;5;46.7999992371;39.6524085999;12;70.3530313969;
63;5;23.9435825348;27.5;18;35.3530313969;5;46.7999992371;40.6765136719;11;70.4023760557;
64;5;23.9544315338;27.5;19;35.4023760557;5;46.7999992371;41.7011871338;11;70.4528282881;
65;5;23.6499996185;28.4816627502;20;35.4528282881;5;46.7999992371;42.7264137268;10;70.5043625832;
66;6;23.9768867493;27.5;19;35.5043625832;6;46.7999992371;43.7521820068;10;71.5569496155;
67;6;23.9884815216;27.5;19;35.5569496155;6;47.7999992371;45.7784729004;10;71.6705560684;
68;6;24.0003128052;27.5;20;35.6105561256;6;46.7999992371;49.1273880005;10;71.7881089449;
69;6;24.0123748779;27.5;20;35.6651450396;6;45.7999992371;52.1656036377;10;71.9096361399;
70;6;23.6499996185;28.5;20;35.72067523;6;44.7999992371;55.2044715881;10;72.0351536274;
71;6;24.0371513367;27.5;20;35.7771017551;6;43.7999992371;58.2439727783;10;72.1646645069;
72;6;24.0498466492;27.5;20;35.8343759775;6;42.7999992371;61.2152633667;10;73.2981574535;
73;6;23.6499996185;28.5;20;35.8924454451;6;42.7999992371;64.3087081909;11;73.5856058598;
74;6;24.075799942;27.5;20;35.9512542486;7;42.7999992371;67.4049224854;10;73.897741437;
75;6;23.6499996185;28.5;21;36.0107431412;7;41.7999992371;70.5038757324;11;74.2368322611;
76;6;23.6499996185;28.9075202942;20;36.0708494186;7;40.7999992371;73.6055221558;10;74.605217576;
77;6;24.115940094;27.5;20;36.1315076351;7;39.7999992371;76.7098083496;9;75.0052511692;
78;6;23.6499996185;28.5;20;36.1926498413;7;39.7999992371;75.8166656494;11;75.4392254353;
79;6;24.1433448792;27.5;21;37.4780585766;8;38.7999992371;77.9260101318;10;75.9092736244;
80;6;21.875;30.0;21;38.5331888199;8;38.7999992371;78.6212692261;10;76.6313037872;
81;6;22.5668754578;30.3899993896;21;39.3927397728;8;40.7999992371;75.7296295166;12;77.4155387878;
82;6;22.1592674255;32.6872596741;21;40.0929112434;8;38.7999992371;78.5835723877;12;78.2633619308;
83;6;23.8510169983;29.9097423553;22;40.5191247463;8;38.7999992371;80.8839263916;13;79.1751072407;
84;6;24.9174880981;29.0;22;40.7556827068;8;40.7999992371;77.2026824951;14;80.1498301029;
85;6;24.526260376;30.0;22;40.9796078205;8;38.7999992371;79.539604187;15;82.1851024628;
86;6;24.5499992371;31.0;22;41.0993998051;8;39.7999992371;82.8941650391;15;83.3968499899;
87;6;24.5499992371;32.0;23;41.2202949524;8;42.7999992371;80.2655334473;15;84.672314167;
88;7;25.5499992371;34.0;22;42.3420126438;8;40.7999992371;83.6525039673;15;86.0050289631;
89;7;26.5499992371;36.0;22;42.5442630053;8;40.7999992371;87.0535583496;19;87.3869167566;
90;7;26.7929992676;38.0;22;42.752286315;8;42.7999992371;84.466796875;19;88.808506012;
91;7;26.5499992371;40.0;22;42.9660246372;8;40.7999992371;86.8899993896;20;90.2592601776;
92;7;26.5499992371;41.5964202881;22;43.1854068041;8;40.7999992371;89.320640564;20;91.7279982567;
93;7;26.5499992371;41.6818656921;23;43.4103469849;8;42.7999992371;85.7559509277;21;93.2033605576;
94;7;26.5499992371;41.7668457031;24;43.6407426596;8;40.7999992371;88.1929779053;23;94.6742842197;
95;7;26.5499992371;41.8511657715;25;43.8764714003;8;40.7999992371;92.6286621094;24;96.1304345131;
96;7;26.5499992371;41.9346160889;25;44.1173893213;8;42.7999992371;91.0599822998;26;97.5625510216;
97;7;26.5499992371;42.0170097351;25;44.3633257151;8;40.7999992371;94.7278366089;26;98.9626739025;
98;7;26.5499992371;42.0981674194;25;44.6140811443;8;40.7999992371;98.3614578247;27;100.324256659;
99;7;26.5499992371;42.1779174805;24;44.8694229126;8;42.7999992371;95.9962005615;28;101.642148495;
100;7;26.5499992371;42.2560958862;25;45.1290802956;8;40.7999992371;99.6292114258;28;102.912492752;
