Turn;Planet_count_KI_1_SP_REPLICON;Research_KI_1_SP_REPLICON;Industry_KI_1_SP_REPLICON;Ships_KI_1_SP_REPLICON;Population_KI_1_SP_REPLICON;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;2;7.0;14.3000001907;3;21.0;1;13.0;10.0;4;20.0;
2;2;9.0;13.0;3;21.0900000334;1;13.0;10.0;5;20.0;
3;2;11.0;12.0;3;21.1871190071;1;13.0;10.0;5;20.0;
4;2;11.178068161;11.0;3;21.2917383909;1;14.0;10.0;5;20.0;
5;2;12.290640831;10.0;3;21.4042263031;1;15.0;10.0;5;20.0;
6;2;12.8159503937;10.0;3;21.5249304771;1;16.0;10.0;5;20.3999996185;
7;2;12.8431091309;10.0;3;22.0694183111;1;17.0;10.1999998093;5;20.7264003754;
8;2;12.9656190872;10.1999998093;3;22.5515855551;1;17.4358406067;10.3632001877;5;21.8194274902;
9;2;13.0741062164;10.3632001877;3;23.8668255806;2;18.6916561127;10.9097137451;4;23.7316036224;
10;2;13.3700361252;10.9097137451;3;25.0237190723;2;20.6916561127;11.3658018112;3;24.5145616531;
11;2;13.6303367615;11.3658018112;3;26.0350353718;2;22.6916561127;11.7372808456;2;25.1485819817;
12;2;15.6303367615;11.7372808456;4;26.9207777977;2;23.7403659821;12.0336990356;3;25.6560795307;
13;2;17.6303367615;12.0336990356;4;27.703961134;2;24.7657871246;12.2662630081;3;26.0596417189;
14;2;18.8281841278;12.2662630081;5;28.4073903561;2;25.7919197083;12.446267128;3;26.211841464;
15;2;19.9054527283;12.446267128;5;28.8833937645;2;26.8187599182;12.5;3;26.2577478886;
16;2;20.9883747101;12.5;5;29.2762613297;2;27.8463039398;12.5;3;26.3048160076;
17;2;22.0767688751;12.5;5;29.692073822;2;28.874546051;12.5;3;26.3530313969;
18;2;23.1703262329;12.5;5;30.1288084984;2;29.8118190765;12.5;3;26.4023760557;
19;2;23.7789821625;12.5;5;30.5837950706;2;29.841424942;12.5;4;26.4528282881;
20;2;23.8813533783;12.5;6;31.0537385941;2;29.8716964722;12.5;4;26.5043625832;
21;2;23.9870910645;12.5;6;31.534784317;2;29.9026184082;12.5;4;26.5569496155;
22;2;24.09532547;12.5;6;32.0226202011;2;29.9341697693;12.5;4;26.6105561256;
23;2;24.2050895691;12.5;6;32.5126152039;2;29.9663333893;12.5;4;26.6651450396;
24;2;24.3153381348;12.5;7;32.9999876022;2;29.99908638;12.5;4;26.72067523;
25;2;20.625;14.5;7;33.4799880981;2;30.0324058533;12.5;5;26.7771017551;
26;2;19.625;16.5;7;33.9480848312;3;30.0662612915;12.5;4;26.8343759775;
27;3;18.625;18.5;6;34.4001340866;3;30.1006259918;12.5;5;26.8924454451;
28;3;17.625;20.5;6;34.8325281143;3;30.1354675293;12.5;5;26.9512542486;
29;3;17.0;22.5;6;35.2422962189;3;30.170753479;12.5;5;27.0107431412;
30;3;17.0;24.5;6;35.6271715164;3;29.0;13.5;5;27.0708494186;
31;3;17.0;26.5;6;35.9856081009;3;29.0;13.5354251862;5;27.1315076351;
32;3;17.0;28.1899261475;6;36.3167572021;3;29.0;13.5657539368;5;27.1926498413;
33;3;17.0;29.4217300415;8;36.6204128265;3;30.0;15.5657539368;6;27.2542052269;
34;3;17.0;30.6342887878;8;36.8969306946;3;30.3525238037;17.5657539368;6;28.3161010742;
35;3;17.0;31.8278522491;8;37.1471309662;3;31.3896598816;20.5657539368;6;28.428262949;
36;3;17.0;33.0029907227;10;37.3722009659;3;32.4269561768;23.5;7;28.5425896645;
37;3;17.0;34.1605415344;10;37.5735960007;3;33.1255531311;25.5;7;28.6590293646;
38;3;17.0;35.3015174866;9;37.7529459;3;33.1954193115;26.5;7;28.7775241137;
39;3;17.0;36.4270629883;11;38.9119815826;3;33.2665138245;27.5;7;28.8980097771;
40;3;18.0;37.5383872986;12;39.0900000334;3;33.3388061523;27.5;6;29.0204157829;
41;3;19.0;38.5999984741;12;39.1871190071;3;33.4122505188;27.5;6;29.1446658373;
42;3;20.2671012878;36.5999984741;13;39.2917383909;3;33.4868011475;27.5;6;29.2706767321;
43;3;20.2906417847;35.5999984741;14;39.4042263031;3;33.5624046326;27.5;7;29.3983584642;
44;3;22.0;33.5999984741;14;39.5249304771;3;33.6390151978;27.5;7;29.5276147127;
