Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;11.0;10.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;7.0;11.0;5;20.0;
3;1;11.0;10.0;4;20.0;1;8.0;10.0;5;20.0;
4;1;11.0;10.0;4;20.0;1;9.0;10.0;5;20.0;
5;1;12.0;10.0;4;20.0;1;9.0;10.0;5;20.0;
6;1;13.0;10.0;3;20.0;1;10.0;10.0;5;20.0;
7;1;14.0;10.0;3;20.3999996185;1;11.0;10.0;5;20.0;
8;1;14.1800003052;10.1999998093;3;20.7264003754;1;11.0;10.0;5;20.3999996185;
9;2;14.7768793106;10.3632001877;2;22.8194274902;1;11.1199998856;10.1999998093;5;20.7264003754;
10;2;15.2687425613;10.9097137451;2;23.7616035938;1;11.2179203033;10.3632001877;5;20.9903717041;
11;2;17.268743515;11.3658018112;2;24.5351526737;2;11.2971115112;10.6951856613;4;23.0419120789;
12;2;19.268743515;11.7372808456;2;25.1591641903;2;11.9125738144;11.0209560394;4;23.9543504715;
13;2;20.3100376129;12.0336990356;3;25.6560432911;2;13.9125738144;11.4571752548;5;24.7025904655;
14;2;21.3243255615;12.2662630081;3;26.0483692884;2;15.9125738144;11.8107032776;5;25.3068172932;
15;2;22.3388690948;12.446267128;3;26.1887089014;2;16.949640274;12.0916318893;5;25.789717555;
16;2;23.3536624908;12.5;3;26.2221269608;2;17.9627056122;12.3113050461;5;26.1736010313;
17;2;24.3687000275;12.5;3;26.2560760975;2;18.9761257172;12.4808797836;5;26.2577478886;
18;2;25.3839759827;12.5;3;26.2905418873;2;19.9898986816;12.5;5;26.3048160076;
19;2;25.8307437897;12.5;4;26.3255085945;2;21.0040187836;12.5;5;26.3530313969;
