Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;11.0;10.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;7.0;11.0;5;20.0;
3;1;11.0;10.0;6;20.0;1;8.0;10.0;5;20.0;
4;1;11.0;10.0;6;20.0;1;9.0;10.0;5;20.0;
5;2;12.4499998093;10.0;5;21.0;1;9.0;10.0;5;20.0;
6;2;13.4499998093;10.0;5;21.0900000334;1;10.0;10.0;5;20.0;
7;2;14.4905004501;10.0;5;21.5980186462;1;11.0;10.0;5;20.0;
8;2;14.7191085815;10.1999998093;5;22.0418490171;1;11.0;10.0;5;20.3999996185;
9;2;14.9188308716;10.3632001877;5;23.3017349243;1;11.1199998856;10.1999998093;5;20.7264003754;
10;2;15.4857807159;10.9097137451;5;24.3994617462;1;11.2179203033;10.3632001877;5;20.9903717041;
11;2;17.4857807159;11.3658018112;5;25.3481024504;1;11.2971115112;10.4951858521;5;22.0419120789;
12;2;19.4857807159;11.7372808456;5;26.1681330204;1;11.6125736237;11.0209560394;6;22.9143505096;
13;2;20.7640724182;12.0336990356;5;26.8832330704;1;13.2971115112;11.4571752548;6;23.6214065552;
14;2;21.097454071;12.2662630081;5;27.5170819759;1;14.2971115112;11.8107032776;6;24.1832637787;
15;2;21.382686615;12.446267128;5;27.923101902;1;15.2971115112;12.0916318893;6;24.6226100922;
16;2;21.5653953552;12.5;4;28.2468910217;1;16.2971115112;12.3113050461;6;24.9617595673;
17;2;23.6627426147;12.5;4;28.5960328579;1;17.2971115112;12.4808797836;6;25.0;
18;2;24.8198566437;12.5;4;28.9701628685;1;18.2971115112;12.5;6;25.0;
19;2;25.9882144928;12.5;3;29.3683638573;2;20.2971115112;12.6999998093;6;26.0;
