Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;11.0;10.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;7.0;11.0;4;20.0;
3;1;11.0;10.0;6;20.0;1;8.0;10.0;4;20.0;
4;1;11.0;10.0;6;20.0;2;9.0;10.1999998093;3;21.0;
5;1;12.0;10.0;6;20.0;2;9.19999980927;10.0;2;21.0900000334;
6;2;13.4499998093;10.0;5;21.0;2;10.3269996643;10.0;2;21.1871190071;
7;2;14.4499998093;10.0;5;21.4999996424;2;11.3561353683;10.0;2;21.2917383909;
8;2;14.6750001907;10.1999998093;5;21.9353003502;2;11.3875217438;10.0;2;21.817143321;
9;2;14.8708848953;10.3632001877;5;23.1829590797;2;11.5451431274;10.1999998093;2;22.2793469429;
10;2;15.4323320389;10.9097137451;5;24.267437458;2;11.683804512;10.3632001877;2;22.6900259256;
11;2;17.4323310852;11.3658018112;5;25.2018244267;2;11.8070077896;10.4951858521;2;23.9506295919;
12;2;19.4323310852;11.7372808456;5;26.0066431761;2;12.1851892471;11.0209560394;1;25.0538563728;
13;2;20.6914024353;12.0336990356;5;26.7056586742;2;14.1851892471;11.4571752548;1;26.0146684647;
14;2;21.0175457001;12.2662630081;5;27.3226804733;2;16.1851882935;11.8107032776;1;26.8543052673;
15;2;21.2952060699;12.446267128;5;27.7113106251;2;17.4138870239;12.0916318893;1;27.5962526798;
16;2;21.4700889587;12.5;5;28.0173821449;2;18.5046653748;12.3113050461;2;28.2632865906;
17;2;23.559463501;12.5;5;28.3487696648;3;19.6030311584;12.4808797836;1;28.6547400951;
18;2;24.7085876465;12.5;5;28.7054548264;3;20.7089958191;12.5;3;29.0328326225;
19;2;25.8690948486;12.5;6;29.0869145393;3;21.8224239349;12.5;3;29.4347915649;
20;2;27.0407524109;12.5;6;29.4920539856;3;22.8304367065;12.5;4;29.8589887619;
21;2;27.2714233398;12.5;6;29.9191560745;3;22.9576969147;12.5;4;30.3031497002;
22;2;27.4636192322;12.5;6;30.3658571243;3;23.0909442902;12.5;4;30.7643566132;
23;2;27.6646347046;12.5;6;30.8291530609;3;23.2293071747;12.5;5;31.2390885353;
24;2;27.8731193542;12.5;7;31.3054442406;3;23.3717269897;12.5;6;31.7232985497;
25;4;28.0874500275;12.5;5;31.790620327;3;23.5169906616;12.5;6;32.2125329971;
26;4;28.3057785034;12.5;5;32.2801818848;3;23.6637611389;12.5;6;32.7020812035;
27;4;28.5260810852;12.5;5;32.7693967819;3;23.8106231689;12.5;5;33.1871519089;
28;4;28.7462291718;12.5;5;33.2534770966;3;23.9561462402;12.5;5;33.6630582809;
29;4;28.9640655518;12.5;5;33.7277650833;3;24.0989170074;12.5;5;34.1254005432;
30;4;29.1774940491;12.5;5;34.187912941;3;22.2376213074;13.5;5;34.570227623;
31;4;29.3845596313;12.5;4;34.6300430298;3;21.2376213074;13.5;4;34.9941673279;
