Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;11.0;10.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;11.0;10.0;5;20.0;2;7.0;11.1999998093;4;21.0;
3;1;11.0;10.0;6;20.0;2;8.19999980927;10.0;4;21.0900000334;
4;2;11.3000001907;10.0;5;21.0;2;9.21800041199;10.0;4;21.1871190071;
5;2;12.4499998093;10.0;5;21.1200000048;2;9.23742389679;10.0;4;21.2917383909;
6;2;13.5039997101;10.0;5;21.2530560493;2;10.3875217438;10.0;4;21.4042263031;
7;2;14.5638751984;10.0;5;21.8127820492;2;11.4212675095;10.0;4;21.5249304771;
8;2;14.8157520294;10.1999998093;5;22.3170127869;2;11.4574794769;10.0;4;22.0694183111;
9;2;15.0426549911;10.3632001877;5;23.6710497141;2;11.6208257675;10.1999998093;4;22.5515855551;
10;2;15.6519727707;10.9097137451;5;24.8822329044;2;11.7654762268;10.3632001877;4;22.983014226;
11;2;17.6519737244;11.3658018112;5;25.9660522938;2;11.8949041367;10.4951858521;4;24.2738182545;
12;2;19.6519737244;11.7372808456;5;26.945281744;2;12.2821455002;11.0209560394;4;25.4089095592;
13;2;21.1137905121;12.0336990356;5;27.8456065655;2;14.2821455002;11.4571752548;5;26.4029755592;
14;2;21.5305233002;12.2662630081;5;28.692204237;2;16.2821464539;11.8107032776;5;27.276881218;
15;2;21.9114933014;12.446267128;5;29.3392357826;2;17.5406589508;12.0916318893;5;28.0536293983;
16;2;22.2026557922;12.5;5;29.9320087433;2;18.6418800354;12.3113050461;5;28.755402565;
17;2;24.4210453033;12.5;5;30.576523304;2;19.750667572;12.4808797836;5;29.1808357239;
18;2;25.7110767365;12.5;5;31.2693214417;2;20.8668251038;12.5;5;29.5913586617;
19;2;27.0228347778;12.5;6;32.004755497;2;21.9899806976;12.5;5;30.0233430862;
20;2;28.3537807465;12.5;6;32.7749452591;2;23.0070037842;12.5;6;30.4742712975;
21;2;28.7487258911;12.5;6;33.569937706;2;23.1422805786;12.5;6;30.9409928322;
22;2;29.1064720154;12.5;6;34.3780879974;2;23.2822971344;12.5;6;31.4197778702;
23;2;29.4701385498;12.5;6;35.1866588593;3;23.4259338379;12.5;5;31.906411171;
24;2;29.8339958191;12.5;6;35.9825773239;3;23.5719223022;12.5;5;32.3963236809;
25;2;30.1921596527;12.5;6;36.7532711029;3;23.7188968658;12.5;6;32.8847527504;
26;2;30.5389709473;12.5;4;37.4874658585;4;23.8654251099;12.5;5;33.3669252396;
27;2;30.8693599701;12.5;4;38.1758413315;4;21.8654251099;13.5;5;33.8382406235;
28;2;31.1791286469;12.5;4;38.8114652634;4;21.5;14.5;5;34.2944498062;
29;2;31.4651603699;12.5;4;39.38996315;4;21.5;15.5;5;34.7318048477;
30;2;31.7254829407;12.5;4;39.9094457626;4;22.5;13.5;5;35.1471776962;
31;2;31.9592514038;12.5;4;40.3702306747;4;23.5;12.5;5;36.5381307602;
32;2;32.1666030884;12.5;4;40.7744321823;4;22.5;14.0;5;37.0329474211;
33;2;32.3484954834;12.5;5;41.12550354;4;24.5;13.0649995804;5;37.516048789;
