Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;11.0;10.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;7.0;11.0;5;20.0;
3;1;11.0;10.0;4;20.0;1;8.0;10.0;5;20.0;
4;1;11.0;10.0;4;20.0;1;9.0;10.0;5;20.0;
5;1;12.0;10.0;4;20.0;1;9.0;10.0;5;20.0;
6;1;13.0;10.0;4;20.0;1;10.0;10.0;4;20.0;
7;1;14.0;10.0;4;20.3999996185;1;11.0;10.0;4;20.0;
8;1;14.1800003052;10.1999998093;4;20.7264003754;1;11.0;10.0;4;20.3999996185;
9;2;14.7768793106;10.3632001877;3;22.8194274902;1;11.1199998856;10.1999998093;4;20.7264003754;
10;2;15.2687425613;10.9097137451;3;23.7616035938;1;11.2179203033;10.3632001877;4;20.9903717041;
11;2;17.268743515;11.3658018112;3;24.5351526737;1;11.2971115112;10.4951858521;4;22.0419120789;
12;2;19.268743515;11.7372808456;3;25.1591641903;1;11.6125736237;11.0209560394;5;22.9143505096;
13;2;20.3100376129;12.0336990356;4;25.6560432911;2;14.2971115112;11.6571750641;4;24.6214065552;
14;2;21.3243255615;12.2662630081;4;26.0483692884;2;16.2971115112;11.8107032776;4;25.3532637358;
15;2;22.3388690948;12.446267128;4;26.1887089014;2;17.6481113434;12.0916318893;4;25.9895210266;
16;2;23.3536624908;12.5;4;26.2221269608;2;18.7071838379;12.3113050461;4;26.556030035;
17;2;24.3687000275;12.5;4;26.2560760975;2;19.7753925323;12.4808797836;4;26.8558222055;
18;2;25.3839759827;12.5;4;26.2905418873;2;20.8538589478;12.5;4;27.1554293633;
19;2;25.8307437897;12.5;5;26.3255085945;2;21.9437408447;12.5;4;27.4969480038;
