Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;11.0;10.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;7.0;11.0;4;20.0;
3;1;11.0;10.0;5;20.0;1;8.0;10.0;4;20.0;
4;1;11.0;10.0;5;20.0;1;9.0;10.0;4;20.0;
5;1;12.0;10.0;5;20.0;1;9.0;10.0;4;20.0;
6;1;13.0;10.0;4;20.0;1;10.0;10.0;5;20.0;
7;1;14.0;10.0;4;20.3999996185;2;11.0;10.0;4;20.0;
8;2;14.6300001144;10.1999998093;3;21.7264003754;2;11.0;10.0;4;20.3999996185;
9;2;14.7768793106;10.3632001877;3;22.8694274426;3;11.1199998856;10.3999996185;3;21.7264003754;
10;2;15.2912425995;10.9097137451;3;23.8335785866;3;11.5179204941;10.3632001877;3;21.9903717041;
11;2;17.2912425995;11.3658018112;3;24.6305116415;3;11.597111702;10.4951858521;3;23.0919120312;
12;2;19.2912425995;11.7372808456;3;25.2793427706;3;11.927573204;11.0209560394;3;24.0163254738;
13;2;20.364118576;12.0336990356;4;25.8024992943;3;13.9275741577;11.4571752548;2;24.7773565054;
14;2;21.3902301788;12.2662630081;4;26.2225775719;3;15.9275741577;11.8107032776;2;25.395208478;
15;2;22.417263031;12.446267128;4;26.3921557665;3;16.6185626984;12.0916318893;2;25.8925833702;
16;2;23.4452133179;12.5;4;26.4563041925;3;16.7677764893;12.3113050461;2;26.2918028831;
17;2;24.4740791321;12.5;4;26.5224741697;3;16.488527298;12.4808797836;2;26.3921557665;
18;2;25.5038566589;12.5;4;26.5906432867;3;16.5;12.5;2;26.4563041925;
19;2;25.9657897949;12.5;5;26.6607804298;3;18.488527298;12.5;2;26.5224741697;
20;2;25.9973506927;12.5;5;26.7328453064;3;19.488527298;12.5;2;26.5906432867;
21;2;26.0297813416;12.5;5;26.8067884445;3;20.488527298;12.5;2;26.6607804298;
22;2;26.0630550385;12.5;5;26.8825509548;3;21.488527298;12.5;3;26.7328453064;
23;2;26.0971488953;12.5;5;26.9600640535;3;21.5;12.5;3;26.8067884445;
24;2;26.1320285797;12.5;5;27.0392494202;3;21.5;12.5;3;26.8825509548;
25;2;26.1676616669;12.5;5;27.120018959;3;21.5;12.5;3;26.9600640535;
26;2;26.2040081024;12.5;5;27.2022752762;3;21.5;12.5;3;27.0392494202;
27;2;26.2410240173;12.5;5;27.2859115601;3;21.5;12.5;3;27.120018959;
28;2;26.2786598206;12.5;6;27.3708124161;3;21.5;12.5;3;27.2022752762;
29;2;26.316865921;12.5;6;27.4568536282;3;21.5;12.5;3;27.2859115601;
30;2;26.3555831909;12.5;6;27.5439035892;3;21.5;12.5;4;27.3708124161;
31;2;26.3947563171;12.5;6;27.6318233013;3;21.5;12.5;5;27.4568536282;
32;2;26.4343204498;12.5;6;27.7204678059;4;21.5;12.5;3;27.5439035892;
33;2;26.4742107391;12.5;6;27.8096864223;4;21.5;12.5;3;27.6318233013;
