Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;11.0;10.0;4;20.0;2;6.0;12.1999998093;3;21.0;
2;1;11.0;10.0;5;20.0;2;7.19999980927;11.0;3;21.1200000048;
3;1;11.0;10.0;6;20.0;2;8.22399997711;10.0;3;21.2530560493;
4;1;11.0;10.0;6;20.0;2;9.25061130524;10.0;3;21.4002518654;
5;1;12.0;10.0;6;20.0;2;9.28005027771;10.0;3;21.5626775026;
6;1;13.0;10.0;6;20.0;2;10.4688034058;10.0;3;21.7414059639;
7;1;14.0;10.0;5;20.3999996185;2;11.5224218369;10.0;3;21.9374637604;
8;2;14.6300001144;10.1999998093;4;21.7264003754;2;11.5812387466;10.0;3;22.5711705685;
9;2;14.7768793106;10.3632001877;4;22.9094275236;2;11.7713508606;10.1999998093;3;23.1543953419;
10;2;15.3092432022;10.9097137451;4;23.9187226295;2;11.9463186264;10.3632001877;3;23.699334383;
11;2;17.3092422485;11.3658018112;4;24.7663000822;2;12.1098003387;10.4951858521;3;25.1651031971;
12;2;19.3092422485;11.7372808456;4;25.4716243744;2;12.549530983;11.0209560394;3;26.5021727085;
13;2;20.4506454468;12.0336990356;4;26.0574564934;2;14.549530983;11.4571752548;3;27.7263121605;
14;2;20.7258548737;12.2662630081;4;26.5467036963;2;16.5495300293;11.8107032776;3;28.8585500717;
15;2;20.946018219;12.446267128;4;26.7922235727;2;17.6575660706;12.0916318893;3;29.9208650589;
16;2;21.0565013885;12.5;4;26.9393253326;2;17.9762611389;12.3113050461;3;30.9329853058;
17;2;23.0743370056;12.5;4;27.0956480503;2;18.2798957825;12.4808797836;3;31.6894907951;
18;2;24.1446819305;12.5;4;27.261295557;2;20.3936309814;12.5;4;32.4461064339;
19;2;25.2192230225;12.5;5;27.4362905025;2;21.6206150055;12.5;5;33.2319602966;
20;2;26.2979717255;12.5;5;27.6205644608;3;22.8563728333;12.5;4;34.0360612869;
