Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;11.0;10.0;4;20.0;2;7.0;12.1999998093;3;21.0;
2;1;11.0;10.0;5;20.0;2;9.0;11.0;3;21.0900000334;
3;1;11.0;10.0;5;20.0;2;11.0;10.0;4;21.1871190071;
4;2;11.3000001907;10.0;4;21.0;2;12.2374238968;10.0;4;21.2917383909;
5;2;12.4499998093;10.0;4;21.0299999714;2;13.3875217438;10.0;4;21.4042263031;
6;2;13.4635000229;10.0;4;21.0605909824;2;14.4212684631;10.0;4;21.5249304771;
7;2;14.4772663116;10.0;4;21.5023716688;2;14.4574794769;10.0;4;22.0694183111;
8;2;14.6760673523;10.1999998093;4;21.8717387915;2;14.6208257675;10.1999998093;4;22.5515855551;
9;2;14.8422813416;10.3632001877;4;23.0203682184;2;14.7654762268;10.3632001877;4;23.8668255806;
10;2;15.3591661453;10.9097137451;4;23.9901782274;2;15.1600475311;10.9097137451;4;25.0237190723;
11;2;17.3591651917;11.3658018112;4;24.7928106785;2;17.1600475311;11.3658018112;4;26.0350353718;
12;2;19.3591651917;11.7372808456;4;25.4473642111;2;19.1600475311;11.7372808456;4;26.9207777977;
13;2;20.4397277832;12.0336990356;5;25.9762470722;2;20.0762329102;12.0336990356;4;27.703961134;
14;2;21.4684181213;12.2662630081;5;26.4020352364;2;20.3111877441;12.2662630081;4;28.4073903561;
15;2;22.4980182648;12.446267128;5;26.5772850513;2;20.5222167969;12.446267128;4;28.8833937645;
16;2;23.5285205841;12.5;5;26.6470438242;2;20.6650180817;12.5;4;29.2762613297;
17;2;24.5599117279;12.5;5;26.7187389135;2;22.7506389618;12.5;4;29.692073822;
18;2;25.59217453;12.5;5;26.7923226357;2;23.8753814697;12.5;4;30.1288084984;
19;2;26.0565452576;12.5;6;26.8677377701;2;23.4677600861;13.5;4;30.5837950706;
20;2;26.0904827118;12.5;6;26.9449175596;2;24.4677600861;14.1751384735;4;31.0537385941;
21;2;26.125213623;12.5;5;27.0237855911;2;25.5;12.5;4;31.534784317;
22;2;26.1607036591;12.5;5;27.1042556763;2;26.4604358673;12.5;4;32.0226202011;
23;2;26.1969146729;12.5;5;27.18623209;2;24.5;13.5;4;32.5126152039;
24;2;26.2338047028;12.5;6;27.2696099281;2;25.5;12.5;4;32.9999876022;
25;2;25.25;13.4078435898;6;27.3542752266;2;24.5;13.5;4;33.4799880981;
26;2;25.25;13.4417104721;7;27.4401056767;2;24.5;14.5;5;33.9480848312;
27;2;25.25;13.4760417938;7;27.5269708633;2;24.5;15.5;5;34.4001340866;
28;3;25.25;13.5107879639;6;27.6147332191;2;24.5;16.5;5;34.8325281143;
29;3;26.25;12.5;7;27.7032489777;2;25.5;14.5;5;35.2422962189;
30;3;26.4664611816;12.5;7;27.792368412;2;26.5;13.5;5;35.6271715164;
31;4;26.506565094;12.5;6;27.8819372654;2;24.5;14.5;5;35.9856081009;
32;4;25.25;13.5;6;27.9717979431;2;25.5;12.5;5;36.3167572021;
33;4;25.25;13.6887187958;5;28.0617899895;2;24.5;13.5;5;36.6204128265;
34;4;25.25;13.7247161865;6;28.1517517567;3;26.5;13.0;4;37.8969306946;
35;4;25.25;13.7607002258;6;28.2415213585;3;28.5;13.0;4;38.2371309996;
36;4;25.25;15.7607002258;6;28.3309381008;3;26.8269996643;13.5;5;38.559319973;
37;4;25.25;17.7607002258;6;28.4198429585;3;27.856136322;16.5;6;38.8653343916;
38;4;25.25;19.7607002258;6;29.5080802441;3;28.8875217438;19.5;6;39.1571722031;
39;4;27.25;22.5;8;29.6454987526;3;29.9212684631;22.5;6;39.4369120598;
40;4;28.867975235;24.5;8;29.7839276791;3;30.831073761;25.5;6;39.6541694403;
41;4;29.4027671814;25.5;9;29.9232519865;3;30.8962497711;27.5;6;39.7922235727;
42;4;28.9452857971;26.5;10;30.0633591413;3;30.9376659393;27.5;7;39.9393253326;
43;4;28.9831371307;27.5;10;30.2041387558;3;30.981798172;27.5;7;40.0956480503;
44;4;29.0203742981;28.0079898834;10;30.3454823494;3;31.0286941528;27.5;8;40.261295557;
45;4;29.0569477081;28.0320167542;11;30.4872838259;3;28.3999996185;29.5;8;40.4362905025;
46;4;29.0928077698;28.0568618774;11;30.6294389963;3;27.3999996185;30.7181453705;8;40.6205644608;
47;4;29.127910614;28.0825214386;11;30.771846652;3;26.5;31.8102817535;9;40.8139474392;
48;4;29.1622180939;28.1089897156;12;31.9144066572;4;26.5;32.9069747925;8;41.016159296;
49;4;30.9114837646;28.5;13;32.0970201492;4;27.4048480988;32.5;8;41.2268030643;
50;4;31.9756584167;29.5;12;32.2807741165;4;27.4680404663;33.5;8;41.445360899;
51;4;32.0398178101;30.5;13;32.4655735493;4;26.5336074829;32.5;8;41.6711919308;
52;4;32.1039123535;31.5;13;32.6513205767;4;25.5;33.5;9;41.9035346508;
53;4;32.1678962708;32.5;13;32.8379144669;4;27.5;33.5;9;42.141512394;
54;4;32.2317352295;33.1059188843;13;33.0252501965;4;27.5;32.5;9;42.3841423988;
55;4;32.295375824;33.1288757324;14;33.2132194042;4;27.5;32.5;9;42.6303496361;
56;4;31.4047737122;34.000415802;14;33.4017078876;4;26.5;34.5;10;42.8789830208;
57;4;31.4308815002;34.0574264526;15;33.5905970335;5;26.5;32.5;8;44.1288366318;
58;4;31.4560394287;34.1155509949;14;34.8078097105;5;26.5;34.5;8;44.4286706448;
59;4;31.9302558899;34.6887626648;14;35.799461484;5;28.5;37.5;9;46.1834988594;
60;4;32.3010025024;35.154045105;14;36.565993309;5;28.5;35.5;9;47.6806477308;
61;4;32.5685348511;35.5286064148;15;37.1870653629;5;27.5;38.3899993896;9;48.9544955492;
62;4;32.7687683105;35.8303489685;15;37.5475996733;5;28.5;41.6872596741;11;50.0415136814;
63;4;33.8499984741;34.9135665894;15;37.731333375;5;30.3458442688;41.83253479;12;51.8278383017;
64;4;30.8499984741;36.9608230591;16;37.9185590744;5;31.3999996185;41.0;12;52.4387928247;
65;6;30.5999984741;38.1693458557;17;38.109030962;6;31.5599994659;42.0;10;68.0384880304;
66;6;32.5999984741;35.0599060059;17;38.3024804592;7;34.5599975586;42.0;9;69.9988760948;
67;6;33.9856491089;35.1116294861;18;38.4986169338;7;30.5599994659;47.0;9;71.8115799427;
68;6;34.2761192322;35.164730072;18;38.6971290112;7;30.5599994659;52.0;10;73.4869270325;
69;7;32.8499984741;36.219127655;15;47.3976860046;7;31.5599994659;52.7358131409;10;75.0026921034;
70;7;33.8499984741;38.2747421265;15;47.9824383259;7;30.5599994659;55.5352172852;11;76.3502486944;
71;7;34.8499984741;40.3314743042;16;49.551759243;8;30.5599994659;57.5783309937;10;77.5328496695;
72;7;36.8499984741;43.3892211914;16;50.1632671356;8;31.5197906494;56.6328125;10;78.5624810457;
73;7;38.8499984741;46.4478683472;16;50.7580265999;8;30.106426239;58.6974105835;10;79.4563472271;
74;7;39.8499984741;49.5072937012;16;51.3346928358;8;30.2241172791;60.7704582214;11;81.2337671518;
75;7;40.8499984741;51.567363739;17;51.8923790455;8;32.3171958923;60.8501205444;11;81.9739027023;
76;7;41.5798950195;53.6279449463;17;52.4306215048;8;32.3899383545;63.9346542358;11;82.4317606688;
77;7;41.6976280212;54.6888999939;18;52.9493271112;8;32.4000015259;67.0430450439;11;82.8414963484;
78;7;41.805606842;55.7500762939;18;53.4487140179;8;33.4000015259;67.1521377563;14;83.2481651306;
79;7;41.9041023254;56.8113250732;19;53.9292494059;8;33.4000015259;67.2576675415;16;84.6295028925;
80;8;35.9041023254;60.5477142334;18;54.3915920258;8;33.4000015259;71.0146255493;17;85.0530040264;
81;8;35.6541023254;61.6390190125;18;54.8365308046;8;35.4000015259;71.1063766479;17;85.496311903;
82;8;32.6541023254;63.7292060852;19;55.2649382353;8;35.4000015259;71.2009735107;17;85.9600588083;
83;8;30.6541023254;65.8180999756;19;55.6329526901;8;34.4000015259;74.2983322144;20;86.4448410273;
84;8;30.6541023254;64.9055557251;19;55.9159781933;8;35.4000015259;74.3983535767;20;86.9511970282;
85;8;30.5999984741;64.9914016724;20;56.198081255;8;35.4000015259;74.3716201782;20;87.4795817137;
86;8;31.5999984741;66.0754928589;20;56.4788870811;8;34.4000015259;76.5746154785;20;88.0303361416;
87;8;32.5999984741;67.9577178955;20;56.7580275536;8;35.4000015259;75.7890167236;20;88.603648901;
88;9;33.5999984741;69.0379486084;19;57.0351419449;8;35.4000015259;75.015045166;21;89.1995162964;
89;9;35.5999984741;68.1160736084;22;57.309876442;8;34.4000015259;77.2528457642;21;89.8176977634;
90;9;36.5999984741;69.192024231;22;57.5818874836;8;35.4000015259;76.5024490356;21;90.457668066;
91;9;35.8499984741;71.470199585;21;57.8508393764;8;35.4000015259;71.1999969482;20;91.118571043;
92;9;35.8499984741;73.1021957397;21;58.0987696648;8;34.4000015259;73.1999969482;21;91.7991781235;
93;9;35.8499984741;74.1885375977;22;58.3113508224;8;34.4000015259;80.0;21;92.4978523254;
94;9;35.8499984741;75.2541122437;23;58.5219466686;8;34.4000015259;84.8675384521;22;93.2125241756;
95;10;35.8499984741;76.5173873901;18;58.7302317619;8;34.4000015259;86.8518676758;23;93.9406867027;
96;10;35.25;78.5783462524;19;58.9358892441;8;35.4000015259;87.4079742432;23;94.6794047356;
97;10;34.25;80.6369552612;19;59.1386129856;8;34.4000015259;90.7695236206;23;95.4253518581;
98;10;33.25;82.6932067871;20;59.3381090164;8;34.4000015259;93.3352966309;24;96.17486763;
99;10;32.25;84.7471084595;20;59.5340976715;8;35.4000015259;92.3918838501;25;96.924038887;
100;10;31.2499980927;86.7986602783;21;59.7263138294;8;35.4000015259;91.8504638672;26;97.6688001156;
101;10;30.2499980927;88.8479003906;21;60.4980874062;8;36.4000015259;92.3082351685;26;98.4050502777;
102;10;29.6499996185;90.4648208618;21;61.2908411026;8;35.4000015259;91.7623748779;26;99.1287703514;
103;10;29.6499996185;91.9641342163;21;62.0992255211;8;34.4000015259;94.2100906372;26;99.8361475468;
104;10;29.6499996185;93.4720611572;21;62.9174003601;8;35.4000015259;93.6487121582;28;100.523685455;
105;10;29.6499996185;94.9848632812;22;63.7391858101;8;35.4000015259;93.0758132935;28;102.475588322;
106;10;30.6499996185;93.4986114502;22;66.5582346916;8;34.4000015259;96.230682373;28;104.462023258;
107;10;33.6500015259;95.0093231201;23;67.4582169056;8;35.4000015259;96.4112014771;28;106.454944611;
108;10;36.6500015259;96.5130615234;24;68.346559763;8;35.4000015259;96.5990142822;30;108.425057888;
109;10;35.6500015259;97.7737884521;26;69.2175775766;8;34.4000015259;99.7748031616;30;110.344004154;
110;10;35.6500015259;99.0218734741;26;70.0661094189;8;35.4000015259;99.9198303223;31;112.186488628;
111;10;36.6500015259;101.256134033;27;70.887652874;8;35.4000015259;100.017402649;31;113.931979656;
