Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;11.0;10.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;7.0;11.0;5;20.0;
3;1;11.0;10.0;5;20.0;1;8.0;10.0;6;20.0;
4;1;11.0;10.0;5;20.0;1;9.0;10.0;6;20.0;
5;1;12.0;10.0;3;20.0;1;9.0;10.0;6;20.0;
6;1;13.0;10.0;3;20.0;1;10.0;10.0;6;20.0;
7;1;14.0;10.0;3;20.3999996185;2;11.0;10.1999998093;5;21.0;
8;2;14.6300001144;10.1999998093;2;21.7264003754;2;11.3000001907;10.0;5;21.469999671;
9;2;14.7768793106;10.3632001877;2;22.8494274616;2;11.4409999847;10.1999998093;5;21.8705514669;
10;2;15.282242775;10.9097137451;2;23.7921946049;2;11.5611658096;10.3632001877;5;22.2129640579;
11;2;17.2822418213;11.3658018112;2;24.5663278103;2;11.6638889313;10.4951858521;5;23.3718163967;
12;2;19.2822418213;11.7372808456;2;25.1909153461;2;12.0115451813;11.0209560394;5;24.3595588207;
13;2;20.3243255615;12.0336990356;3;25.6883610487;2;14.0115451813;11.4571752548;5;25.1902494431;
14;2;21.3388690948;12.2662630081;3;26.0812431574;2;16.0115451813;11.8107032776;5;25.884378314;
15;2;22.3536624908;12.446267128;3;26.2221269608;2;16.7653141022;12.0916318893;5;26.4648982286;
16;2;23.3687000275;12.5;3;26.2560760975;2;16.9394702911;12.3113050461;5;26.9543362856;
17;2;24.3839759827;12.5;3;26.2905418873;2;17.0862998962;12.4808797836;5;27.1521308422;
18;2;25.3994865417;12.5;3;26.3255085945;2;19.0324230194;12.5;5;27.3210272789;
19;2;25.8464794159;12.5;4;26.3609591722;2;20.0830917358;12.5;6;27.4992582798;
