Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;11.0;10.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;7.0;11.0;5;20.0;
3;1;11.0;10.0;6;20.0;1;8.0;10.0;5;20.0;
4;1;11.0;10.0;6;20.0;1;9.0;10.0;5;20.0;
5;1;12.0;10.0;6;20.0;1;9.0;10.0;5;20.0;
6;2;14.0;10.0;5;21.0;1;10.0;10.0;5;20.0;
7;2;16.0;10.0;5;21.3999996185;1;11.0;10.0;5;20.0;
8;2;17.1800003052;10.1999998093;5;21.7264003754;1;11.0;10.0;5;20.3999996185;
9;2;17.7768802643;10.3632001877;5;22.8694274426;1;11.1199998856;10.1999998093;5;20.7264003754;
10;2;18.2912425995;10.9097137451;5;23.8335785866;1;11.2179203033;10.3632001877;5;20.9903717041;
11;2;20.2912425995;11.3658018112;5;24.6305116415;1;11.2971115112;10.4951858521;5;22.0419120789;
12;2;22.2912425995;11.7372808456;5;25.2793427706;2;11.6125736237;11.420955658;5;23.9143505096;
13;2;23.3641166687;12.0336990356;5;25.8024992943;2;14.2971115112;11.8571748734;5;24.6214065552;
14;2;23.6111240387;12.2662630081;5;26.2225775719;2;16.2971115112;12.2107028961;5;25.1832637787;
15;2;23.8001594543;12.446267128;5;26.3921557665;2;17.2971115112;12.4916315079;5;25.6226100922;
16;2;23.8764705658;12.5;5;26.4563041925;2;18.2971115112;12.7113046646;5;25.9617595673;
17;2;25.8569774628;12.5;5;26.5224741697;2;19.5971107483;12.4808797836;5;26.0;
18;2;26.8867549896;12.5;5;26.5906432867;2;20.5971107483;12.5;5;26.0;
19;2;27.9174308777;12.5;6;26.6607804298;2;21.5971107483;12.5;6;26.0;
